<doc id="bv_doc_id__19" attrs="word lemma type">
Entwurf	bv_doc_id__19_d9e308
Anklage	bv_doc_id__19_d9e1856
gegen	bv_doc_id__19_d9e1858
den	bv_doc_id__19_d9e1861
Bundespräsidenten	bv_doc_id__19_d9e1863
<g/>
,	
den	bv_doc_id__19_d9e1867
Bundeskanzler	bv_doc_id__19_d9e1869
und	bv_doc_id__19_d9e1871
die	bv_doc_id__19_d9e1874
Mitglieder	bv_doc_id__19_d9e1876
der	bv_doc_id__19_d9e1878
Bundesregierung	bv_doc_id__19_d9e1880
wegen	bv_doc_id__19_d9e1882
Verletzung	bv_doc_id__19_d9e1884
der	bv_doc_id__19_d9e1887
Verfassung	bv_doc_id__19_d9e1889
<g/>
.	
5.	bv_doc_id__19_d9e1896
Die	bv_doc_id__19_d9e1901
Regelung	bv_doc_id__19_d9e1903
der	bv_doc_id__19_d9e1905
Ein-	bv_doc_id__19_d9e1907
und	bv_doc_id__19_d9e1909
Auswanderung	bv_doc_id__19_d9e1912
<g/>
,	
der	bv_doc_id__19_d9e1916
Auslieferung	bv_doc_id__19_d9e1918
<g/>
,	
des	bv_doc_id__19_d9e1922
Paßzwanges	bv_doc_id__19_d9e1925
<g/>
,	
der	bv_doc_id__19_d9e1929
Bevölkerungspolitik	bv_doc_id__19_d9e1931
<g/>
,	
der	bv_doc_id__19_d9e1935
Statistik	bv_doc_id__19_d9e1938
des	bv_doc_id__19_d9e1940
Gesundheits-	bv_doc_id__19_d9e1942
und	bv_doc_id__19_d9e1944
Veterinärwesens	bv_doc_id__19_d9e1946
<g/>
.	
6.	bv_doc_id__19_d9e1953
Das	bv_doc_id__19_d9e1959
Münzwesen	bv_doc_id__19_d9e1961
<g/>
,	
das	bv_doc_id__19_d9e1965
Währungsweisen	bv_doc_id__19_d9e1967
<g/>
,	
Banken	bv_doc_id__19_d9e1972
und	bv_doc_id__19_d9e1974
Börsen	bv_doc_id__19_d9e1976
<g/>
,	
mit	bv_doc_id__19_d9e1980
Ausnahme	bv_doc_id__19_d9e1983
der	bv_doc_id__19_d9e1985
Länderbanken	bv_doc_id__19_d9e1987
<g/>
,	
Agrarbanken	bv_doc_id__19_d9e1991
und	bv_doc_id__19_d9e1993
gewerblichen	bv_doc_id__19_d9e1996
Kreditanstalten	bv_doc_id__19_d9e1998
<g/>
,	
Handel	bv_doc_id__19_d9e2002
und	bv_doc_id__19_d9e2004
Gewerbewesen	bv_doc_id__19_d9e2006
<g/>
,	
Bekämpfung	bv_doc_id__19_d9e2011
des	bv_doc_id__19_d9e2013
unlauteren	bv_doc_id__19_d9e2015
Wettbewerbes	bv_doc_id__19_d9e2017
<g/>
.	
7.	bv_doc_id__19_d9e2024
Maße	bv_doc_id__19_d9e2029
und	bv_doc_id__19_d9e2031
Gewichte	bv_doc_id__19_d9e2033
<g/>
,	
Marken	bv_doc_id__19_d9e2037
<g/>
,	
Muster	bv_doc_id__19_d9e2042
<g/>
,	
Patente	bv_doc_id__19_d9e2046
<g/>
,	
Urheberrechte	bv_doc_id__19_d9e2050
<g/>
,	
Punzierungswesen	bv_doc_id__19_d9e2055
<g/>
.	
8.	bv_doc_id__19_d9e2062
Das	bv_doc_id__19_d9e2067
Bundesverkehrswesen	bv_doc_id__19_d9e2069
<g/>
:	
Post	bv_doc_id__19_d9e2073
<g/>
,	
Telegraph	bv_doc_id__19_d9e2078
<g/>
,	
Fernsprecher	bv_doc_id__19_d9e2082
<g/>
,	
Schiffahrt	bv_doc_id__19_d9e2086
<g/>
,	
außer	bv_doc_id__19_d9e2091
auf	bv_doc_id__19_d9e2093
einem	bv_doc_id__19_d9e2095
See	bv_doc_id__19_d9e2097
<g/>
,	
der	bv_doc_id__19_d9e2101
nur	bv_doc_id__19_d9e2104
zu	bv_doc_id__19_d9e2106
einem	bv_doc_id__19_d9e2108
Lande	bv_doc_id__19_d9e2110
gehört	bv_doc_id__19_d9e2112
<g/>
,	
Luft=	bv_doc_id__19_d9e2117
und	bv_doc_id__19_d9e2119
Kraftfahrzeuge	bv_doc_id__19_d9e2121
<g/>
,	
Bundesbahnen	bv_doc_id__19_d9e2125
<g/>
,	
Bundesstraßen	bv_doc_id__19_d9e2130
<g/>
.	
9.	bv_doc_id__19_d9e2140
Bergbauangelegenheiten	bv_doc_id__19_d9e2145
10.	bv_doc_id__19_d9e2150
Das	bv_doc_id__19_d9e2155
gesamte	bv_doc_id__19_d9e2157
Schulwesen	bv_doc_id__19_d9e2159
<g/>
,	
mit	bv_doc_id__19_d9e2163
Ausnahme	bv_doc_id__19_d9e2166
der	bv_doc_id__19_d9e2168
landwirtschaftlichen	bv_doc_id__19_d9e2170
Fach-	bv_doc_id__19_d9e2172
und	bv_doc_id__19_d9e2174
Fortbildungsschulen	bv_doc_id__19_d9e2176
<g/>
.	
11.	bv_doc_id__19_d9e2184
Das	bv_doc_id__19_d9e2189
Bundesfinanzwesen	bv_doc_id__19_d9e2191
<g/>
:	
die	bv_doc_id__19_d9e2195
Regelung	bv_doc_id__19_d9e2197
des	bv_doc_id__19_d9e2200
Bundeshaushaltes	bv_doc_id__19_d9e2202
<g/>
,	
der	bv_doc_id__19_d9e2206
Bundessteuern	bv_doc_id__19_d9e2208
<g/>
,	
der	bv_doc_id__19_d9e2213
Bundesschulden	bv_doc_id__19_d9e2215
<g/>
,	
des	bv_doc_id__19_d9e2219
Bundesvermögens	bv_doc_id__19_d9e2221
<g/>
,	
einschließlich	bv_doc_id__19_d9e2226
der	bv_doc_id__19_d9e2228
Bundesmonopole	bv_doc_id__19_d9e2230
<g/>
,	
die	bv_doc_id__19_d9e2234
Verteilung	bv_doc_id__19_d9e2236
der	bv_doc_id__19_d9e2239
Steuerquellen	bv_doc_id__19_d9e2241
zwischen	bv_doc_id__19_d9e2243
Bund	bv_doc_id__19_d9e2245
und	bv_doc_id__19_d9e2247
Ländern	bv_doc_id__19_d9e2249
<g/>
,	
wobei	bv_doc_id__19_d9e2254
als	bv_doc_id__19_d9e2256
Grundsatz	bv_doc_id__19_d9e2258
zu	bv_doc_id__19_d9e2260
gelten	bv_doc_id__19_d9e2262
hat	bv_doc_id__19_d9e2265
<g/>
,	
daß	bv_doc_id__19_d9e2269
zum	bv_doc_id__19_d9e2271
mindesten	bv_doc_id__19_d9e2273
das	bv_doc_id__19_d9e2275
Erträgnis	bv_doc_id__19_d9e2278
der	bv_doc_id__19_d9e2280
von	bv_doc_id__19_d9e2282
Grund	bv_doc_id__19_d9e2284
und	bv_doc_id__19_d9e2286
Boden	bv_doc_id__19_d9e2288
zu	bv_doc_id__19_d9e2291
entrichtenden	bv_doc_id__19_d9e2293
Steuern	bv_doc_id__19_d9e2295
<g/>
(	
Grund-	bv_doc_id__19_d9e2299
<g/>
,	
Haus-	bv_doc_id__19_d9e2304
<g/>
,	
bezw	bv_doc_id__19_d9e2308
<g/>
.	
Bodenwertsteuer	bv_doc_id__19_d9e2312
<g/>
)	
den	bv_doc_id__19_d9e2317
Ländern	bv_doc_id__19_d9e2319
zu	bv_doc_id__19_d9e2321
verbleiben	bv_doc_id__19_d9e2323
haben	bv_doc_id__19_d9e2325
<g/>
,	
daß	bv_doc_id__19_d9e2330
die	bv_doc_id__19_d9e2332
Steuer	bv_doc_id__19_d9e2334
im	bv_doc_id__19_d9e2336
Lande	bv_doc_id__19_d9e2338
der	bv_doc_id__19_d9e2340
Produktionsstätte	bv_doc_id__19_d9e2343
zu	bv_doc_id__19_d9e2345
entrichten	bv_doc_id__19_d9e2347
ist	bv_doc_id__19_d9e2349
und	bv_doc_id__19_d9e2351
daß	bv_doc_id__19_d9e2353
Doppelbesteuerung	bv_doc_id__19_d9e2356
zu	bv_doc_id__19_d9e2358
vermeiden	bv_doc_id__19_d9e2360
ist	bv_doc_id__19_d9e2362
<g/>
.	
12.	bv_doc_id__19_d9e2370
Das	bv_doc_id__19_d9e2375
bürgerliche	bv_doc_id__19_d9e2377
Recht	bv_doc_id__19_d9e2379
<g/>
,	
die	bv_doc_id__19_d9e2383
Organisation	bv_doc_id__19_d9e2386
der	bv_doc_id__19_d9e2388
Gerichte	bv_doc_id__19_d9e2390
<g/>
,	
die	bv_doc_id__19_d9e2394
Regelung	bv_doc_id__19_d9e2396
der	bv_doc_id__19_d9e2399
Verhältnisse	bv_doc_id__19_d9e2401
der	bv_doc_id__19_d9e2403
Advokaten	bv_doc_id__19_d9e2405
und	bv_doc_id__19_d9e2407
Notare	bv_doc_id__19_d9e2409
<g/>
,	
das	bv_doc_id__19_d9e2414
Polizei-	bv_doc_id__19_d9e2416
<g/>
,	
Bundessteuer=	bv_doc_id__19_d9e2420
und	bv_doc_id__19_d9e2422
Gefällsstrafrecht	bv_doc_id__19_d9e2425
<g/>
,	
das	bv_doc_id__19_d9e2429
gerichtliche	bv_doc_id__19_d9e2431
Verfahren	bv_doc_id__19_d9e2433
<g/>
.	
13.	bv_doc_id__19_d9e2440
Arbeitsrecht	bv_doc_id__19_d9e2445
<g/>
,	
Arbeitsschutz	bv_doc_id__19_d9e2449
<g/>
,	
einschließlich	bv_doc_id__19_d9e2453
der	bv_doc_id__19_d9e2456
Gewerbeinspektion	bv_doc_id__19_d9e2458
<g/>
,	
Arbeitsnachweis	bv_doc_id__19_d9e2462
und	bv_doc_id__19_d9e2464
Sozialversicherung	bv_doc_id__19_d9e2466
(Art.	bv_doc_id__19_d9e2469
36	bv_doc_id__19_d9e2471
<g/>
).	
14.	bv_doc_id__19_d9e2478
Preßrecht	bv_doc_id__19_d9e2483
<g/>
.	
15.	bv_doc_id__19_d9e2491
Kutusangelegenheiten	bv_doc_id__19_d9e2496
<g/>
.	
Art.	bv_doc_id__19_d9e2508
7.	bv_doc_id__19_d9e2510
Der	bv_doc_id__19_d9e2515
grundlegende	bv_doc_id__19_d9e2517
Wirkungskreis	bv_doc_id__19_d9e2519
des	bv_doc_id__19_d9e2521
Bundes	bv_doc_id__19_d9e2523
<g/>
.	
Zu	bv_doc_id__19_d9e2531
dem	bv_doc_id__19_d9e2533
grundlegenden	bv_doc_id__19_d9e2535
Wirkungskreis	bv_doc_id__19_d9e2537
des	bv_doc_id__19_d9e2539
Bundes	bv_doc_id__19_d9e2542
gehören	bv_doc_id__19_d9e2544
<g/>
:	
1.	bv_doc_id__19_d9e2552
Die	bv_doc_id__19_d9e2557
Organisation	bv_doc_id__19_d9e2559
der	bv_doc_id__19_d9e2561
Landesbehörden	bv_doc_id__19_d9e2563
<g/>
,	
die	bv_doc_id__19_d9e2568
Regelung	bv_doc_id__19_d9e2570
der	bv_doc_id__19_d9e2572
Rechte	bv_doc_id__19_d9e2574
der	bv_doc_id__19_d9e2576
öffentlichen	bv_doc_id__19_d9e2578
Angestellten	bv_doc_id__19_d9e2581
<g/>
,	
die	bv_doc_id__19_d9e2585
Regelung	bv_doc_id__19_d9e2587
des	bv_doc_id__19_d9e2589
Verwaltungsverfahrens	bv_doc_id__19_d9e2591
<g/>
.	
2.	bv_doc_id__19_d9e2599
Das	bv_doc_id__19_d9e2604
Versicherungswesen	bv_doc_id__19_d9e2606
mit	bv_doc_id__19_d9e2608
Ausnahme	bv_doc_id__19_d9e2610
der	bv_doc_id__19_d9e2612
Sozialversicherung	bv_doc_id__19_d9e2615
<g/>
.	
3.	bv_doc_id__19_d9e2622
Das	bv_doc_id__19_d9e2628
Fürsorgewesen	bv_doc_id__19_d9e2630
<g/>
,	
insbesondere	bv_doc_id__19_d9e2634
hinsichtlich	bv_doc_id__19_d9e2636
der	bv_doc_id__19_d9e2639
Kriegs¬	bv_doc_id__19_d9e2641
beschädigten	bv_doc_id__19_d9e2643
<g/>
,	
der	bv_doc_id__19_d9e2647
Kriegswitwen	bv_doc_id__19_d9e2649
und	bv_doc_id__19_d9e2652
=Waisen	bv_doc_id__19_d9e2654
<g/>
,	
der	bv_doc_id__19_d9e2658
Schutz	bv_doc_id__19_d9e2660
der	bv_doc_id__19_d9e2662
Mutterschaft	bv_doc_id__19_d9e2665
<g/>
,	
Säuglings=	bv_doc_id__19_d9e2669
und	bv_doc_id__19_d9e2671
Jugendfürsorge	bv_doc_id__19_d9e2673
<g/>
.	
4.	bv_doc_id__19_d9e2680
Volkswohnungs-	bv_doc_id__19_d9e2685
und	bv_doc_id__19_d9e2687
Heimstättenwesen	bv_doc_id__19_d9e2689
<g/>
.	
5.	bv_doc_id__19_d9e2696
Die	bv_doc_id__19_d9e2701
Energiewirtschaft	bv_doc_id__19_d9e2703
mit	bv_doc_id__19_d9e2705
Einschluß	bv_doc_id__19_d9e2707
der	bv_doc_id__19_d9e2709
Elektrizität	bv_doc_id__19_d9e2712
<g/>
,	
Kraft-	bv_doc_id__19_d9e2716
und	bv_doc_id__19_d9e2718
Maschinenanlagen	bv_doc_id__19_d9e2720
und	bv_doc_id__19_d9e2722
Regelung	bv_doc_id__19_d9e2725
der	bv_doc_id__19_d9e2727
technischen	bv_doc_id__19_d9e2729
Gebrauchsformen	bv_doc_id__19_d9e2731
<g/>
.	
6.	bv_doc_id__19_d9e2738
Die	bv_doc_id__19_d9e2744
Gesetzgebung	bv_doc_id__19_d9e2746
über	bv_doc_id__19_d9e2748
Berufsverbände	bv_doc_id__19_d9e2750
<g/>
,	
Planwirtschaft	bv_doc_id__19_d9e2755
und	bv_doc_id__19_d9e2757
Enteignung	bv_doc_id__19_d9e2759
<g/>
.	
7.	bv_doc_id__19_d9e2766
Der	bv_doc_id__19_d9e2771
Verkehr	bv_doc_id__19_d9e2773
mit	bv_doc_id__19_d9e2775
Nahrungs-	bv_doc_id__19_d9e2777
und	bv_doc_id__19_d9e2779
Genußmitteln	bv_doc_id__19_d9e2782
sowie	bv_doc_id__19_d9e2784
mit	bv_doc_id__19_d9e2786
notwendigen	bv_doc_id__19_d9e2788
Bedarfsgegenständen	bv_doc_id__19_d9e2790
<g/>
.	
8.	bv_doc_id__19_d9e2797
Das	bv_doc_id__19_d9e2802
Vereins=	bv_doc_id__19_d9e2804
und	bv_doc_id__19_d9e2806
Versammlungsrecht	bv_doc_id__19_d9e2808
<g/>
.	
9.	bv_doc_id__19_d9e2815
Die	bv_doc_id__19_d9e2821
Regelung	bv_doc_id__19_d9e2823
der	bv_doc_id__19_d9e2825
Religionsgesellschaften	bv_doc_id__19_d9e2827
<g/>
.	
10.	bv_doc_id__19_d9e2832
Personalstandsangelegenheiten	bv_doc_id__19_d9e2834
<g/>
,	
einschließlich	bv_doc_id__19_d9e2838
der	bv_doc_id__19_d9e2840
Matrikenführung	bv_doc_id__19_d9e2842
<g/>
.	
11.	bv_doc_id__19_d9e2850
Vermessungswesen	bv_doc_id__19_d9e2855
<g/>
.	
12.	bv_doc_id__19_d9e2862
Das	bv_doc_id__19_d9e2867
Heimatrecht	bv_doc_id__19_d9e2869
und	bv_doc_id__19_d9e2871
das	bv_doc_id__19_d9e2873
Landesbürgerrecht	bv_doc_id__19_d9e2875
<g/>
.	
13.	bv_doc_id__19_d9e2883
Das	bv_doc_id__19_d9e2889
Bestattungswesen	bv_doc_id__19_d9e2891
<g/>
.	
Art.	bv_doc_id__19_d9e2903
8.	bv_doc_id__19_d9e2905
Der	bv_doc_id__19_d9e2910
grundsätzliche	bv_doc_id__19_d9e2912
Wirkungskreis	bv_doc_id__19_d9e2914
<g/>
.	
Zum	bv_doc_id__19_d9e2921
grundsätzlichen	bv_doc_id__19_d9e2923
Wirkungskreis	bv_doc_id__19_d9e2925
des	bv_doc_id__19_d9e2927
Bundes	bv_doc_id__19_d9e2929
gehört	bv_doc_id__19_d9e2932
<g/>
:	
1.	bv_doc_id__19_d9e2940
Die	bv_doc_id__19_d9e2945
Gemeindegesetzgebung	bv_doc_id__19_d9e2947
<g/>
.	
2.	bv_doc_id__19_d9e2954
Das	bv_doc_id__19_d9e2959
Forstwesen	bv_doc_id__19_d9e2961
<g/>
.	
3.	bv_doc_id__19_d9e2968
Das	bv_doc_id__19_d9e2974
Agrarwesen	bv_doc_id__19_d9e2976
<g/>
.	
4.	bv_doc_id__19_d9e2983
Das	bv_doc_id__19_d9e2988
landwirtschaftliche	bv_doc_id__19_d9e2990
Fach=	bv_doc_id__19_d9e2992
und	bv_doc_id__19_d9e2994
Fortbildungsschulwesen	bv_doc_id__19_d9e2996
<g/>
.	
5.	bv_doc_id__19_d9e3004
Das	bv_doc_id__19_d9e3009
Bankwesen	bv_doc_id__19_d9e3011
<g/>
,	
soweit	bv_doc_id__19_d9e3015
es	bv_doc_id__19_d9e3017
nicht	bv_doc_id__19_d9e3020
in	bv_doc_id__19_d9e3022
den	bv_doc_id__19_d9e3024
ausschließlichen	bv_doc_id__19_d9e3026
Wirkungskreis	bv_doc_id__19_d9e3028
fällt	bv_doc_id__19_d9e3030
<g/>
.	
6.	bv_doc_id__19_d9e3038
Das	bv_doc_id__19_d9e3044
Bauwesen	bv_doc_id__19_d9e3046
<g/>
.	
7.	bv_doc_id__19_d9e3053
Das	bv_doc_id__19_d9e3058
Ernährungswesen	bv_doc_id__19_d9e3060
<g/>
.	
8.	bv_doc_id__19_d9e3067
Das	bv_doc_id__19_d9e3072
Wasserrechtwesen	bv_doc_id__19_d9e3074
<g/>
.	
9.	bv_doc_id__19_d9e3081
Organisation	bv_doc_id__19_d9e3087
und	bv_doc_id__19_d9e3089
Verwendung	bv_doc_id__19_d9e3091
der	bv_doc_id__19_d9e3093
Gendarmerie	bv_doc_id__19_d9e3095
sowie	bv_doc_id__19_d9e3098
der	bv_doc_id__19_d9e3100
Polizei	bv_doc_id__19_d9e3102
außerhalb	bv_doc_id__19_d9e3104
Wiens	bv_doc_id__19_d9e3106
<g/>
.	
Art.	bv_doc_id__19_d9e3118
9.	bv_doc_id__19_d9e3120
Die	bv_doc_id__19_d9e3125
Landesverfassungen	bv_doc_id__19_d9e3127
<g/>
.	
Jedes	bv_doc_id__19_d9e3134
Land	bv_doc_id__19_d9e3136
muß	bv_doc_id__19_d9e3138
eine	bv_doc_id__19_d9e3140
demokratische	bv_doc_id__19_d9e3142
<g/>
,	
republikanische	bv_doc_id__19_d9e3147
Verfassung	bv_doc_id__19_d9e3149
haben	bv_doc_id__19_d9e3151
<g/>
.	
Die	bv_doc_id__19_d9e3155
politische	bv_doc_id__19_d9e3158
Volksvertretung	bv_doc_id__19_d9e3160
in	bv_doc_id__19_d9e3162
Land	bv_doc_id__19_d9e3164
und	bv_doc_id__19_d9e3166
Gemeinde	bv_doc_id__19_d9e3168
muß	bv_doc_id__19_d9e3171
in	bv_doc_id__19_d9e3173
allgemeiner	bv_doc_id__19_d9e3175
<g/>
,	
gleicher	bv_doc_id__19_d9e3179
<g/>
,	
unmittelbarer	bv_doc_id__19_d9e3184
und	bv_doc_id__19_d9e3186
geheimer	bv_doc_id__19_d9e3188
Wahl	bv_doc_id__19_d9e3190
nach	bv_doc_id__19_d9e3192
den	bv_doc_id__19_d9e3194
Grundsätzen	bv_doc_id__19_d9e3197
der	bv_doc_id__19_d9e3199
Verhältniswahl	bv_doc_id__19_d9e3201
von	bv_doc_id__19_d9e3203
Männern	bv_doc_id__19_d9e3205
und	bv_doc_id__19_d9e3207
Frauen	bv_doc_id__19_d9e3210
gewählt	bv_doc_id__19_d9e3212
werden	bv_doc_id__19_d9e3214
<g/>
.	
Nur	bv_doc_id__19_d9e3218
die	bv_doc_id__19_d9e3220
Wahlberechtigung	bv_doc_id__19_d9e3223
in	bv_doc_id__19_d9e3225
die	bv_doc_id__19_d9e3227
Gemeinde	bv_doc_id__19_d9e3229
kann	bv_doc_id__19_d9e3231
durch	bv_doc_id__19_d9e3236
die	bv_doc_id__19_d9e3238
Bedingung	bv_doc_id__19_d9e3240
des	bv_doc_id__19_d9e3242
einjährigen	bv_doc_id__19_d9e3244
Aufenthaltes	bv_doc_id__19_d9e3246
in	bv_doc_id__19_d9e3249
der	bv_doc_id__19_d9e3251
Gemeinde	bv_doc_id__19_d9e3253
beschränkt	bv_doc_id__19_d9e3255
werden	bv_doc_id__19_d9e3257
<g/>
.	
Jedes	bv_doc_id__19_d9e3264
Land	bv_doc_id__19_d9e3266
muß	bv_doc_id__19_d9e3268
um	bv_doc_id__19_d9e3270
die	bv_doc_id__19_d9e3272
Gewährleistung	bv_doc_id__19_d9e3275
seiner	bv_doc_id__19_d9e3277
Verfassung	bv_doc_id__19_d9e3279
beim	bv_doc_id__19_d9e3281
Bund	bv_doc_id__19_d9e3283
ansuchen	bv_doc_id__19_d9e3285
<g/>
.	
Sofern	bv_doc_id__19_d9e3293
die	bv_doc_id__19_d9e3295
Landesverfassung	bv_doc_id__19_d9e3297
den	bv_doc_id__19_d9e3299
Vorschriften	bv_doc_id__19_d9e3301
der	bv_doc_id__19_d9e3304
Bundesverfassung	bv_doc_id__19_d9e3306
nicht	bv_doc_id__19_d9e3308
widerstreitet	bv_doc_id__19_d9e3310
<g/>
,	
hat	bv_doc_id__19_d9e3314
der	bv_doc_id__19_d9e3317
Bund	bv_doc_id__19_d9e3319
die	bv_doc_id__19_d9e3321
Landesversassung	bv_doc_id__19_d9e3323
zu	bv_doc_id__19_d9e3325
gewährleisten	bv_doc_id__19_d9e3327
<g/>
.	
Mit	bv_doc_id__19_d9e3332
der	bv_doc_id__19_d9e3334
Gewährleistung	bv_doc_id__19_d9e3336
übernimmt	bv_doc_id__19_d9e3338
der	bv_doc_id__19_d9e3340
Bund	bv_doc_id__19_d9e3343
die	bv_doc_id__19_d9e3345
Pflicht	bv_doc_id__19_d9e3347
<g/>
,	
die	bv_doc_id__19_d9e3351
Landesverfassung	bv_doc_id__19_d9e3353
gegen	bv_doc_id__19_d9e3356
innere	bv_doc_id__19_d9e3358
und	bv_doc_id__19_d9e3360
äußere	bv_doc_id__19_d9e3362
Angriffe	bv_doc_id__19_d9e3364
zu	bv_doc_id__19_d9e3366
schützen	bv_doc_id__19_d9e3369
<g/>
.	
Art.	bv_doc_id__19_d9e3380
10.	bv_doc_id__19_d9e3382
Die	bv_doc_id__19_d9e3387
Ausübung	bv_doc_id__19_d9e3389
der	bv_doc_id__19_d9e3391
Staatsgewalt	bv_doc_id__19_d9e3393
<g/>
.	
Die	bv_doc_id__19_d9e3400
Staatsgewalt	bv_doc_id__19_d9e3402
wird	bv_doc_id__19_d9e3404
in	bv_doc_id__19_d9e3406
Bundesangelegenheiten	bv_doc_id__19_d9e3408
durch	bv_doc_id__19_d9e3411
Organe	bv_doc_id__19_d9e3413
des	bv_doc_id__19_d9e3415
Bundes	bv_doc_id__19_d9e3417
auf	bv_doc_id__19_d9e3419
Grund	bv_doc_id__19_d9e3421
der	bv_doc_id__19_d9e3424
Bundesverfassung	bv_doc_id__19_d9e3426
<g/>
,	
in	bv_doc_id__19_d9e3430
Landesangelegenheiten	bv_doc_id__19_d9e3432
durch	bv_doc_id__19_d9e3434
Organe	bv_doc_id__19_d9e3437
der	bv_doc_id__19_d9e3439
Länder	bv_doc_id__19_d9e3441
auf	bv_doc_id__19_d9e3443
Grund	bv_doc_id__19_d9e3445
der	bv_doc_id__19_d9e3447
Landesverfassungen	bv_doc_id__19_d9e3450
ausgeübt	bv_doc_id__19_d9e3452
<g/>
.	
Soweit	bv_doc_id__19_d9e3459
den	bv_doc_id__19_d9e3461
Ländern	bv_doc_id__19_d9e3463
die	bv_doc_id__19_d9e3465
Durchführung	bv_doc_id__19_d9e3467
der	bv_doc_id__19_d9e3470
Bundesgesetze	bv_doc_id__19_d9e3472
überlassen	bv_doc_id__19_d9e3474
ist	bv_doc_id__19_d9e3476
<g/>
,	
sind	bv_doc_id__19_d9e3480
sie	bv_doc_id__19_d9e3483
verpflichtet	bv_doc_id__19_d9e3485
<g/>
,	
sich	bv_doc_id__19_d9e3489
der	bv_doc_id__19_d9e3491
Aufsicht	bv_doc_id__19_d9e3493
des	bv_doc_id__19_d9e3496
Bundes	bv_doc_id__19_d9e3498
zu	bv_doc_id__19_d9e3500
unterwerfen	bv_doc_id__19_d9e3502
und	bv_doc_id__19_d9e3504
über	bv_doc_id__19_d9e3506
Ersuchen	bv_doc_id__19_d9e3509
des	bv_doc_id__19_d9e3511
Bundes	bv_doc_id__19_d9e3513
Mängel	bv_doc_id__19_d9e3515
zu	bv_doc_id__19_d9e3517
beseitigen	bv_doc_id__19_d9e3519
<g/>
.	
I	bv_doc_id__19_d9e514
<g/>
.	
Hauptteil	bv_doc_id__19_d9e518
Aufbau	bv_doc_id__19_d9e523
und	bv_doc_id__19_d9e525
Aufgaben	bv_doc_id__19_d9e527
des	bv_doc_id__19_d9e529
Staates	bv_doc_id__19_d9e531
Art.	bv_doc_id__19_d9e538
1.	bv_doc_id__19_d9e540
Demokratische	bv_doc_id__19_d9e545
Republik	bv_doc_id__19_d9e547
<g/>
.	
Österreich	bv_doc_id__19_d9e554
ist	bv_doc_id__19_d9e556
eine	bv_doc_id__19_d9e558
demokratische	bv_doc_id__19_d9e560
Republik	bv_doc_id__19_d9e562
<g/>
;	
alle	bv_doc_id__19_d9e567
Gewalt	bv_doc_id__19_d9e569
im	bv_doc_id__19_d9e571
Staate	bv_doc_id__19_d9e573
geht	bv_doc_id__19_d9e575
vom	bv_doc_id__19_d9e578
Volke	bv_doc_id__19_d9e580
aus	bv_doc_id__19_d9e582
<g/>
.	
Jeder	bv_doc_id__19_d9e586
Staatsbürger	bv_doc_id__19_d9e588
hat	bv_doc_id__19_d9e591
Anteil	bv_doc_id__19_d9e593
an	bv_doc_id__19_d9e595
der	bv_doc_id__19_d9e597
wirtschaftlichen	bv_doc_id__19_d9e599
und	bv_doc_id__19_d9e601
politischen	bv_doc_id__19_d9e604
Macht	bv_doc_id__19_d9e606
der	bv_doc_id__19_d9e608
Gesamtheit	bv_doc_id__19_d9e610
<g/>
.	
Sicherung	bv_doc_id__19_d9e614
und	bv_doc_id__19_d9e617
Förderung	bv_doc_id__19_d9e619
der	bv_doc_id__19_d9e621
Gesamtheit	bv_doc_id__19_d9e623
und	bv_doc_id__19_d9e625
des	bv_doc_id__19_d9e627
einzelnen	bv_doc_id__19_d9e630
ist	bv_doc_id__19_d9e632
der	bv_doc_id__19_d9e634
Zweck	bv_doc_id__19_d9e636
des	bv_doc_id__19_d9e638
Staates	bv_doc_id__19_d9e640
<g/>
.	
Art.	bv_doc_id__19_d9e538
1.	bv_doc_id__19_d9e540
Demokratische	bv_doc_id__19_d9e545
Republik	bv_doc_id__19_d9e547
<g/>
.	
Österreich	bv_doc_id__19_d9e554
ist	bv_doc_id__19_d9e556
eine	bv_doc_id__19_d9e558
demokratische	bv_doc_id__19_d9e560
Republik	bv_doc_id__19_d9e562
<g/>
;	
alle	bv_doc_id__19_d9e567
Gewalt	bv_doc_id__19_d9e569
im	bv_doc_id__19_d9e571
Staate	bv_doc_id__19_d9e573
geht	bv_doc_id__19_d9e575
vom	bv_doc_id__19_d9e578
Volke	bv_doc_id__19_d9e580
aus	bv_doc_id__19_d9e582
<g/>
.	
Jeder	bv_doc_id__19_d9e586
Staatsbürger	bv_doc_id__19_d9e588
hat	bv_doc_id__19_d9e591
Anteil	bv_doc_id__19_d9e593
an	bv_doc_id__19_d9e595
der	bv_doc_id__19_d9e597
wirtschaftlichen	bv_doc_id__19_d9e599
und	bv_doc_id__19_d9e601
politischen	bv_doc_id__19_d9e604
Macht	bv_doc_id__19_d9e606
der	bv_doc_id__19_d9e608
Gesamtheit	bv_doc_id__19_d9e610
<g/>
.	
Sicherung	bv_doc_id__19_d9e614
und	bv_doc_id__19_d9e617
Förderung	bv_doc_id__19_d9e619
der	bv_doc_id__19_d9e621
Gesamtheit	bv_doc_id__19_d9e623
und	bv_doc_id__19_d9e625
des	bv_doc_id__19_d9e627
einzelnen	bv_doc_id__19_d9e630
ist	bv_doc_id__19_d9e632
der	bv_doc_id__19_d9e634
Zweck	bv_doc_id__19_d9e636
