<doc id="bv_doc_id__41" attrs="word lemma type">
e	bv_doc_id__41_d31e281
übertragen	bv_doc_id__41_d31e593
ist	bv_doc_id__41_d31e595
<g/>
.	
vertleibt	bv_doc_id__41_d31e599
sie	bv_doc_id__41_d31e601
in	bv_doc_id__41_d31e604
Wirkungs	bv_doc_id__41_d31e606
bereich	bv_doc_id__41_d31e608
der	bv_doc_id__41_d31e610
Jänser	bv_doc_id__41_d31e612
<g/>
.	
<g/>
(	
2	bv_doc_id__41_d31e619
<g/>
)	
Zrscwert	bv_doc_id__41_d31e623
der	bv_doc_id__41_d31e625
Bundesgesetzgebung	bv_doc_id__41_d31e627
bleß	bv_doc_id__41_d31e630
die	bv_doc_id__41_d31e632
Regelung	bv_doc_id__41_d31e634
der	bv_doc_id__41_d31e636
Grundsätze	bv_doc_id__41_d31e638
verbehalten	bv_doc_id__41_d31e640
ist	bv_doc_id__41_d31e643
<g/>
,	
obliegt	bv_doc_id__41_d31e647
die	bv_doc_id__41_d31e649
nähere	bv_doc_id__41_d31e651
Ausführung	bv_doc_id__41_d31e653
der	bv_doc_id__41_d31e656
Jondesgesetzgebung	bv_doc_id__41_d31e658
innermalb	bv_doc_id__41_d31e660
des	bv_doc_id__41_d31e662
bundesgesetzlich	bv_doc_id__41_d31e664
festgelerten	bv_doc_id__41_d31e666
Kanmens	bv_doc_id__41_d31e669
<g/>
.	
Das	bv_doc_id__41_d31e673
Bindesgesetz	bv_doc_id__41_d31e675
kann	bv_doc_id__41_d31e677
für	bv_doc_id__41_d31e679
die	bv_doc_id__41_d31e682
Erlassung	bv_doc_id__41_d31e684
der	bv_doc_id__41_d31e686
Ausführungsgesetze	bv_doc_id__41_d31e688
eine	bv_doc_id__41_d31e690
Frist	bv_doc_id__41_d31e692
bestimmen	bv_doc_id__41_d31e695
<g/>
,	
die	bv_doc_id__41_d31e699
nicht	bv_doc_id__41_d31e701
kirzer	bv_doc_id__41_d31e703
als	bv_doc_id__41_d31e705
drei	bv_doc_id__41_d31e708
Arnete	bv_doc_id__41_d31e710
und	bv_doc_id__41_d31e712
nicht	bv_doc_id__41_d31e714
länger	bv_doc_id__41_d31e716
als	bv_doc_id__41_d31e718
ein	bv_doc_id__41_d31e721
Jahr	bv_doc_id__41_d31e723
sein	bv_doc_id__41_d31e725
derf	bv_doc_id__41_d31e727
<g/>
.	
Wird	bv_doc_id__41_d31e731
diese	bv_doc_id__41_d31e734
Frist	bv_doc_id__41_d31e736
um	bv_doc_id__41_d31e738
einer	bv_doc_id__41_d31e740
landengesetzgebung	bv_doc_id__41_d31e742
nicht	bv_doc_id__41_d31e744
eingehalten	bv_doc_id__41_d31e747
<g/>
,	
so	bv_doc_id__41_d31e751
geht	bv_doc_id__41_d31e753
die	bv_doc_id__41_d31e755
Zuständigkert	bv_doc_id__41_d31e757
zur	bv_doc_id__41_d31e760
Erlessung	bv_doc_id__41_d31e762
des	bv_doc_id__41_d31e764
Ausführungsgesetzes	bv_doc_id__41_d31e766
für	bv_doc_id__41_d31e768
dieses	bv_doc_id__41_d31e770
Land	bv_doc_id__41_d31e773
auf	bv_doc_id__41_d31e775
den	bv_doc_id__41_d31e777
Bund	bv_doc_id__41_d31e779
über	bv_doc_id__41_d31e781
<g/>
.	
<g/>
(	
3	bv_doc_id__41_d31e788
<g/>
)	
Soll	bv_doc_id__41_d31e792
<g/>
.	
ein	bv_doc_id__41_d31e796
Akt	bv_doc_id__41_d31e799
der	bv_doc_id__41_d31e801
vollziehenden	bv_doc_id__41_d31e803
Gewalt	bv_doc_id__41_d31e805
für	bv_doc_id__41_d31e807
mehre	bv_doc_id__41_d31e809
<g/>
.	
re	bv_doc_id__41_d31e814
länder	bv_doc_id__41_d31e816
Rechtswirksankert	bv_doc_id__41_d31e818
äußern	bv_doc_id__41_d31e820
und	bv_doc_id__41_d31e822
ist	bv_doc_id__41_d31e825
in	bv_doc_id__41_d31e827
dem	bv_doc_id__41_d31e829
die	bv_doc_id__41_d31e831
Nagelegenheit	bv_doc_id__41_d31e833
regelnden	bv_doc_id__41_d31e835
Bundesgesetz	bv_doc_id__41_d31e838
nicht	bv_doc_id__41_d31e840
ein	bv_doc_id__41_d31e842
anderer	bv_doc_id__41_d31e844
Vergang	bv_doc_id__41_d31e846
vergesehen	bv_doc_id__41_d31e848
<g/>
,	
so	bv_doc_id__41_d31e853
feht	bv_doc_id__41_d31e855
die	bv_doc_id__41_d31e857
Zuständigkert	bv_doc_id__41_d31e859
für	bv_doc_id__41_d31e861
diesen	bv_doc_id__41_d31e864
Mt	bv_doc_id__41_d31e866
der	bv_doc_id__41_d31e868
Vellziehung	bv_doc_id__41_d31e870
auf	bv_doc_id__41_d31e872
den	bv_doc_id__41_d31e874
Bund	bv_doc_id__41_d31e877
über	bv_doc_id__41_d31e879
<g/>
.	
<g/>
(	
4	bv_doc_id__41_d31e885
<g/>
)	
Die	bv_doc_id__41_d31e890
auf	bv_doc_id__41_d31e892
Grind	bv_doc_id__41_d31e894
der	bv_doc_id__41_d31e896
Art.	bv_doc_id__41_d31e898
II	bv_doc_id__41_d31e900
und	bv_doc_id__41_d31e903
12	bv_doc_id__41_d31e905
zu	bv_doc_id__41_d31e907
erlassenden	bv_doc_id__41_d31e909
bundesgesetze	bv_doc_id__41_d31e911
haben	bv_doc_id__41_d31e913
verzwsehen	bv_doc_id__41_d31e916
<g/>
,	
eb	bv_doc_id__41_d31e920
und	bv_doc_id__41_d31e922
inniefern	bv_doc_id__41_d31e924
über	bv_doc_id__41_d31e926
Hatrag	bv_doc_id__41_d31e929
einer	bv_doc_id__41_d31e931
der	bv_doc_id__41_d31e933
beteiligten	bv_doc_id__41_d31e935
londesregierungen	bv_doc_id__41_d31e937
der	bv_doc_id__41_d31e939
Ntllzug	bv_doc_id__41_d31e942
auf	bv_doc_id__41_d31e944
den	bv_doc_id__41_d31e946
Bund	bv_doc_id__41_d31e948
übergeht	bv_doc_id__41_d31e950
<g/>
,	
wenn	bv_doc_id__41_d31e955
ein	bv_doc_id__41_d31e957
Mt	bv_doc_id__41_d31e959
der	bv_doc_id__41_d31e961
vollziehenden	bv_doc_id__41_d31e963
Gewalt	bv_doc_id__41_d31e965
eines	bv_doc_id__41_d31e968
Landes	bv_doc_id__41_d31e970
Ruckwirkungen	bv_doc_id__41_d31e972
auf	bv_doc_id__41_d31e974
ein	bv_doc_id__41_d31e976
anderes	bv_doc_id__41_d31e978
land	bv_doc_id__41_d31e981
zu	bv_doc_id__41_d31e983
äußern	bv_doc_id__41_d31e985
geeignet	bv_doc_id__41_d31e987
ist	bv_doc_id__41_d31e989
<g/>
,	
sofera	bv_doc_id__41_d31e994
sich	bv_doc_id__41_d31e996
die	bv_doc_id__41_d31e998
beteiligten	bv_doc_id__41_d31e1000
Länder	bv_doc_id__41_d31e1002
nicht	bv_doc_id__41_d31e1004
einigen	bv_doc_id__41_d31e1007
können	bv_doc_id__41_d31e1009
<g/>
.	
<g/>
(	
5	bv_doc_id__41_d31e1015
<g/>
)	
In	bv_doc_id__41_d31e1020
Angelegenheiten	bv_doc_id__41_d31e1022
die	bv_doc_id__41_d31e1024
nach	bv_doc_id__41_d31e1026
Art.	bv_doc_id__41_d31e1028
11	bv_doc_id__41_d31e1030
und	bv_doc_id__41_d31e1033
12	bv_doc_id__41_d31e1035
zur	bv_doc_id__41_d31e1037
Gänze	bv_doc_id__41_d31e1039
oder	bv_doc_id__41_d31e1041
nur	bv_doc_id__41_d31e1043
zur	bv_doc_id__41_d31e1046
Regelung	bv_doc_id__41_d31e1048
der	bv_doc_id__41_d31e1050
Grundsätze	bv_doc_id__41_d31e1052
der	bv_doc_id__41_d31e1054
Bundesgesetzgebung	bv_doc_id__41_d31e1056
verbehalten	bv_doc_id__41_d31e1059
sind	bv_doc_id__41_d31e1061
<g/>
,	
steht	bv_doc_id__41_d31e1065
dem	bv_doc_id__41_d31e1067
Bunde	bv_doc_id__41_d31e1069
das	bv_doc_id__41_d31e1072
Recht	bv_doc_id__41_d31e1074
zu	bv_doc_id__41_d31e1076
<g/>
.	
die	bv_doc_id__41_d31e1080
Einhaltung	bv_doc_id__41_d31e1082
der	bv_doc_id__41_d31e1085
von	bv_doc_id__41_d31e1087
ihm	bv_doc_id__41_d31e1089
erlassenen	bv_doc_id__41_d31e1091
Verschriften	bv_doc_id__41_d31e1093
wahrzu	bv_doc_id__41_d31e1095
nehnen	bv_doc_id__41_d31e1098
<g/>
.	
«	bv_doc_id__41_d31e1102
-3-	bv_doc_id__41_d31e1106
Der	bv_doc_id__41_d31e1108
Artikel	bv_doc_id__41_d31e1111
wird	bv_doc_id__41_d31e1113
in	bv_doc_id__41_d31e1115
dieser	bv_doc_id__41_d31e1117
Fassung	bv_doc_id__41_d31e1119
augenomnen	bv_doc_id__41_d31e1121
<g/>
,	
obwohl	bv_doc_id__41_d31e1126
der	bv_doc_id__41_d31e1128
Versitzende	bv_doc_id__41_d31e1130
den	bv_doc_id__41_d31e1132
Asicht	bv_doc_id__41_d31e1134
Ausdruck	bv_doc_id__41_d31e1137
gibt	bv_doc_id__41_d31e1139
<g/>
,	
dass	bv_doc_id__41_d31e1143
es	bv_doc_id__41_d31e1145
legistisch	bv_doc_id__41_d31e1147
richtiger	bv_doc_id__41_d31e1150
wäre	bv_doc_id__41_d31e1152
den	bv_doc_id__41_d31e1154
Artikel	bv_doc_id__41_d31e1156
zu	bv_doc_id__41_d31e1158
terlen	bv_doc_id__41_d31e1160
<g/>
:	
auf	bv_doc_id__41_d31e1165
Bekurwortung	bv_doc_id__41_d31e1167
Dr	bv_doc_id__41_d31e1169
<g/>
.	
Se	bv_doc_id__41_d31e1173
ipe	bv_doc_id__41_d31e1176
Is	bv_doc_id__41_d31e1178
entscheidet	bv_doc_id__41_d31e1180
sich	bv_doc_id__41_d31e1182
der	bv_doc_id__41_d31e1184
Unterausschuss	bv_doc_id__41_d31e1186
aus	bv_doc_id__41_d31e1189
politisch	bv_doc_id__41_d31e1191
<g/>
-	
taktischen	bv_doc_id__41_d31e1195
Gründen	bv_doc_id__41_d31e1197
für	bv_doc_id__41_d31e1199
die	bv_doc_id__41_d31e1202
ungeteilte	bv_doc_id__41_d31e1204
Annahme	bv_doc_id__41_d31e1206
<g/>
.	
Im	bv_doc_id__41_d31e1210
Hrablicke	bv_doc_id__41_d31e1212
auf	bv_doc_id__41_d31e1215
die	bv_doc_id__41_d31e1217
verausgegangent	bv_doc_id__41_d31e1219
gestrige	bv_doc_id__41_d31e1221
Besprechung	bv_doc_id__41_d31e1223
belent	bv_doc_id__41_d31e1225
Dr	bv_doc_id__41_d31e1228
<g/>
.	
Se	bv_doc_id__41_d31e1232
ipe	bv_doc_id__41_d31e1234
1	bv_doc_id__41_d31e1236
<g/>
,	
dass	bv_doc_id__41_d31e1241
das	bv_doc_id__41_d31e1243
gestern	bv_doc_id__41_d31e1245
angemeldéde	bv_doc_id__41_d31e1247
Uincritatsvotum	bv_doc_id__41_d31e1249
nicht	bv_doc_id__41_d31e1251
in	bv_doc_id__41_d31e1254
Fera	bv_doc_id__41_d31e1256
des	bv_doc_id__41_d31e1258
Abs	bv_doc_id__41_d31e1260
<g/>
.	
3.	bv_doc_id__41_d31e1264
Art.	bv_doc_id__41_d31e1267
14	bv_doc_id__41_d31e1269
des	bv_doc_id__41_d31e1271
Antrags	bv_doc_id__41_d31e1273
Dr	bv_doc_id__41_d31e1275
<g/>
.	
May	bv_doc_id__41_d31e1280
r	bv_doc_id__41_d31e1282
<g/>
(	
888	bv_doc_id__41_d31e1286
d	bv_doc_id__41_d31e1288
<g/>
.	
B	bv_doc_id__41_d31e1293
<g/>
.)	
zu	bv_doc_id__41_d31e1297
fassen	bv_doc_id__41_d31e1299
sei	bv_doc_id__41_d31e1301
<g/>
,	
vielmehr	bv_doc_id__41_d31e1306
halte	bv_doc_id__41_d31e1308
seine	bv_doc_id__41_d31e1310
Parter	bv_doc_id__41_d31e1312
am	bv_doc_id__41_d31e1314
Mertlaute	bv_doc_id__41_d31e1316
des	bv_doc_id__41_d31e1319
Linzer	bv_doc_id__41_d31e1321
Untwurfes	bv_doc_id__41_d31e1323
fest	bv_doc_id__41_d31e1325
<g/>
.	
kei	bv_doc_id__41_d31e1329
der	bv_doc_id__41_d31e1332
folgenden	bv_doc_id__41_d31e1334
Abstimmung	bv_doc_id__41_d31e1336
über	bv_doc_id__41_d31e1338
einen	bv_doc_id__41_d31e1340
von	bv_doc_id__41_d31e1342
der	bv_doc_id__41_d31e1345
Stastskanzlei	bv_doc_id__41_d31e1347
formulierten	bv_doc_id__41_d31e1349
Antikel	bv_doc_id__41_d31e1351
wird	bv_doc_id__41_d31e1353
Abs	bv_doc_id__41_d31e1355
<g/>
.	
l	bv_doc_id__41_d31e1360
unverändert	bv_doc_id__41_d31e1362
<g/>
.	
angenommen	bv_doc_id__41_d31e1366
<g/>
,	
Abs	bv_doc_id__41_d31e1371
<g/>
.	
2	bv_doc_id__41_d31e1375
ebenfalls	bv_doc_id__41_d31e1377
<g/>
,	
nur	bv_doc_id__41_d31e1381
wird	bv_doc_id__41_d31e1384
über	bv_doc_id__41_d31e1386
Antrag	bv_doc_id__41_d31e1388
des	bv_doc_id__41_d31e1390
Abg	bv_doc_id__41_d31e1392
<g/>
.	
Fin	bv_doc_id__41_d31e1397
k	bv_doc_id__41_d31e1399
nach	bv_doc_id__41_d31e1401
dem	bv_doc_id__41_d31e1403
Werte	bv_doc_id__41_d31e1405
einnerhalbe	bv_doc_id__41_d31e1407
<g/>
:	
nacht	bv_doc_id__41_d31e1412
Mechen«	bv_doc_id__41_d31e1414
eingesetzt	bv_doc_id__41_d31e1416
<g/>
.	
Abs	bv_doc_id__41_d31e1420
<g/>
.	
4	bv_doc_id__41_d31e1425
des	bv_doc_id__41_d31e1427
vorgelegten	bv_doc_id__41_d31e1429
Entwurfes	bv_doc_id__41_d31e1431
entfällt	bv_doc_id__41_d31e1433
auf	bv_doc_id__41_d31e1436
Grund	bv_doc_id__41_d31e1438
der	bv_doc_id__41_d31e1440
gestern	bv_doc_id__41_d31e1442
gefassten	bv_doc_id__41_d31e1444
beschlüsse	bv_doc_id__41_d31e1446
<g/>
,	
wahrend	bv_doc_id__41_d31e1451
die	bv_doc_id__41_d31e1453
Absätze	bv_doc_id__41_d31e1455
3	bv_doc_id__41_d31e1457
und	bv_doc_id__41_d31e1459
3	bv_doc_id__41_d31e1462
des	bv_doc_id__41_d31e1464
Katwurkes	bv_doc_id__41_d31e1466
in	bv_doc_id__41_d31e1468
geänderter	bv_doc_id__41_d31e1470
Form	bv_doc_id__41_d31e1472
angenommen	bv_doc_id__41_d31e1475
werden	bv_doc_id__41_d31e1477
<g/>
.	
Der	bv_doc_id__41_d31e1481
Artikel	bv_doc_id__41_d31e1483
leutet	bv_doc_id__41_d31e1485
aufmehr	bv_doc_id__41_d31e1488
<g/>
:	
»	bv_doc_id__41_d31e1492
<g/>
(	
1	bv_doc_id__41_d31e1496
<g/>
)	
Ein	bv_doc_id__41_d31e1501
Gesetzesbeschluss	bv_doc_id__41_d31e1503
des	bv_doc_id__41_d31e1505
Nationalrates	bv_doc_id__41_d31e1507
kann	bv_doc_id__41_d31e1509
<g/>
,	
someit	bv_doc_id__41_d31e1514
nicht	bv_doc_id__41_d31e1516
in	bv_doc_id__41_d31e1518
diesem	bv_doc_id__41_d31e1520
Ortikel	bv_doc_id__41_d31e1522
anderes	bv_doc_id__41_d31e1524
bestimmt	bv_doc_id__41_d31e1527
ist	bv_doc_id__41_d31e1529
<g/>
,	
nur	bv_doc_id__41_d31e1533
dann	bv_doc_id__41_d31e1535
kundgemacht	bv_doc_id__41_d31e1537
werden	bv_doc_id__41_d31e1540
<g/>
,	
wenn	bv_doc_id__41_d31e1544
der	bv_doc_id__41_d31e1546
Bundesrat	bv_doc_id__41_d31e1548
gegen	bv_doc_id__41_d31e1550
diesen	bv_doc_id__41_d31e1553
Beschlus-	bv_doc_id__41_d31e1555
keinen	bv_doc_id__41_d31e1557
Einspruch	bv_doc_id__41_d31e1559
erheben	bv_doc_id__41_d31e1561
hät	bv_doc_id__41_d31e1563
<g/>
.	
<g/>
(	
21	bv_doc_id__41_d31e1570
Der	bv_doc_id__41_d31e1572
Einspruch	bv_doc_id__41_d31e1574
muss	bv_doc_id__41_d31e1576
den	bv_doc_id__41_d31e1579
Natignalrat	bv_doc_id__41_d31e1581
innerhalb	bv_doc_id__41_d31e1583
acht	bv_doc_id__41_d31e1585
Wochen	bv_doc_id__41_d31e1587
nach	bv_doc_id__41_d31e1589
Einlangen	bv_doc_id__41_d31e1592
des	bv_doc_id__41_d31e1594
Gepetzesbeschlusses	bv_doc_id__41_d31e1596
beim	bv_doc_id__41_d31e1598
Bundesrat	bv_doc_id__41_d31e1600
mitgeteilt	bv_doc_id__41_d31e1602
werden	bv_doc_id__41_d31e1605
und	bv_doc_id__41_d31e1607
mit	bv_doc_id__41_d31e1609
Grunden	bv_doc_id__41_d31e1611
versehen	bv_doc_id__41_d31e1613
sern	bv_doc_id__41_d31e1615
<g/>
.	
<g/>
(	
3	bv_doc_id__41_d31e1622
<g/>
)	
Wiederholt	bv_doc_id__41_d31e1626
der	bv_doc_id__41_d31e1628
Bundeörgt	bv_doc_id__41_d31e1631
seinen	bv_doc_id__41_d31e1633
ursprünglichen	bv_doc_id__41_d31e1635
Beschluss	bv_doc_id__41_d31e1637
<g/>
,	
so	bv_doc_id__41_d31e1641
ist	bv_doc_id__41_d31e1644
dieser	bv_doc_id__41_d31e1646
zu	bv_doc_id__41_d31e1648
beurkunden	bv_doc_id__41_d31e1650
und	bv_doc_id__41_d31e1652
kundzumachen	bv_doc_id__41_d31e1654
<g/>
.	
Reschliesst	bv_doc_id__41_d31e1659
der	bv_doc_id__41_d31e1661
Bundesrat	bv_doc_id__41_d31e1663
keinen	bv_doc_id__41_d31e1665
Eiaspruch	bv_doc_id__41_d31e1667
zu	bv_doc_id__41_d31e1670
erheben	bv_doc_id__41_d31e1672
oder	bv_doc_id__41_d31e1674
wird	bv_doc_id__41_d31e1676
ingerhalb	bv_doc_id__41_d31e1678
der	bv_doc_id__41_d31e1680
im	bv_doc_id__41_d31e1683
zweiten	bv_doc_id__41_d31e1685
Asatz	bv_doc_id__41_d31e1687
festgesetzten	bv_doc_id__41_d31e1689
Frist	bv_doc_id__41_d31e1691
kein	bv_doc_id__41_d31e1693
mit	bv_doc_id__41_d31e1696
Begrundung	bv_doc_id__41_d31e1698
versehener	bv_doc_id__41_d31e1700
Einspruch	bv_doc_id__41_d31e1702
erhaben	bv_doc_id__41_d31e1704
<g/>
,	
so	bv_doc_id__41_d31e1709
ist	bv_doc_id__41_d31e1711
der	bv_doc_id__41_d31e1713
Geselzesteschlus	bv_doc_id__41_d31e1715
zu	bv_doc_id__41_d31e1717
beurkunden	bv_doc_id__41_d31e1719
und	bv_doc_id__41_d31e1722
kundzumachen	bv_doc_id__41_d31e1724
<g/>
.	
4	bv_doc_id__41_d31e1730
<g/>
(	
4	bv_doc_id__41_d31e1735
<g/>
)	
Die	bv_doc_id__41_d31e1739
Bewilligung	bv_doc_id__41_d31e1741
des	bv_doc_id__41_d31e1743
Bundesvoranschlages	bv_doc_id__41_d31e1745
und	bv_doc_id__41_d31e1748
die	bv_doc_id__41_d31e1750
Genehmigung	bv_doc_id__41_d31e1752
der	bv_doc_id__41_d31e1754
Rechnungsabschlüsse	bv_doc_id__41_d31e1756
<g/>
,	
die	bv_doc_id__41_d31e1761
Aufnahme	bv_doc_id__41_d31e1763
und	bv_doc_id__41_d31e1765
Konvertierung	bv_doc_id__41_d31e1767
von	bv_doc_id__41_d31e1769
Bundesadleihen	bv_doc_id__41_d31e1771
und	bv_doc_id__41_d31e1774
die	bv_doc_id__41_d31e1776
Verkügung	bv_doc_id__41_d31e1778
über	bv_doc_id__41_d31e1780
das	bv_doc_id__41_d31e1782
Bundesvermögen	bv_doc_id__41_d31e1784
sind	bv_doc_id__41_d31e1787
ausschließlich	bv_doc_id__41_d31e1789
Sache	bv_doc_id__41_d31e1791
des	bv_doc_id__41_d31e1793
Natienelrates	bv_doc_id__41_d31e1795
<g/>
.	
Hiebei	bv_doc_id__41_d31e1800
erklärt	bv_doc_id__41_d31e1802
es	bv_doc_id__41_d31e1804
der	bv_doc_id__41_d31e1806
fereitzende	bv_doc_id__41_d31e1808
als	bv_doc_id__41_d31e1810
unznerkelhaft	bv_doc_id__41_d31e1813
<g/>
.	
daß	bv_doc_id__41_d31e1817
auch	bv_doc_id__41_d31e1819
jedes	bv_doc_id__41_d31e1821
Nachtragsbudgets	bv_doc_id__41_d31e1823
als	bv_doc_id__41_d31e1826
Veranschlag	bv_doc_id__41_d31e1828
bezeichnet	bv_doc_id__41_d31e1830
werden	bv_doc_id__41_d31e1832
kann	bv_doc_id__41_d31e1834
<g/>
.	
Der	bv_doc_id__41_d31e1839
Unterausschuß	bv_doc_id__41_d31e1841
berät	bv_doc_id__41_d31e1843
sodenn	bv_doc_id__41_d31e1845
die	bv_doc_id__41_d31e1847
Festsetzung	bv_doc_id__41_d31e1849
der	bv_doc_id__41_d31e1852
Mitgliederzahl	bv_doc_id__41_d31e1854
des	bv_doc_id__41_d31e1856
Bundesretes	bv_doc_id__41_d31e1858
<g/>
.	
Die	bv_doc_id__41_d31e1862
Fassung	bv_doc_id__41_d31e1865
lr	bv_doc_id__41_d31e1867
<g/>
.	
Mayrs	bv_doc_id__41_d31e1871
erklärt	bv_doc_id__41_d31e1873
Dr	bv_doc_id__41_d31e1875
<g/>
.	
Daaneberg	bv_doc_id__41_d31e1880
als	bv_doc_id__41_d31e1882
unannehmbar	bv_doc_id__41_d31e1884
vom	bv_doc_id__41_d31e1886
Standpunkte	bv_doc_id__41_d31e1888
seiner	bv_doc_id__41_d31e1891
Partei	bv_doc_id__41_d31e1893
<g/>
:	
er	bv_doc_id__41_d31e1897
bittet	bv_doc_id__41_d31e1899
um	bv_doc_id__41_d31e1901
priazipielle	bv_doc_id__41_d31e1904
Abstimmung	bv_doc_id__41_d31e1906
über	bv_doc_id__41_d31e1908
die	bv_doc_id__41_d31e1910
einschlägigen	bv_doc_id__41_d31e1912
Bestimmungen	bv_doc_id__41_d31e1914
des	bv_doc_id__41_d31e1917
sozialdemskratischen	bv_doc_id__41_d31e1919
Verfessungsantrages	bv_doc_id__41_d31e1921
<g/>
.	
Niegegen	bv_doc_id__41_d31e1925
wendet	bv_doc_id__41_d31e1927
sich	bv_doc_id__41_d31e1930
jedoch	bv_doc_id__41_d31e1932
unter	bv_doc_id__41_d31e1934
Hinneis	bv_doc_id__41_d31e1936
auf	bv_doc_id__41_d31e1938
den	bv_doc_id__41_d31e1940
beschränkten	bv_doc_id__41_d31e1943
Wirkungskreis	bv_doc_id__41_d31e1945
des	bv_doc_id__41_d31e1947
Kundes	bv_doc_id__41_d31e1949
Verfflr	bv_doc_id__41_d31e1951
<g/>
.	
Seipel	bv_doc_id__41_d31e1956
<g/>
.	
Abg	bv_doc_id__41_d31e1960
<g/>
.	
Clesdin	bv_doc_id__41_d31e1964
meint	bv_doc_id__41_d31e1966
dem	bv_doc_id__41_d31e1969
sozieldemekratischen	bv_doc_id__41_d31e1971
Standpunkte	bv_doc_id__41_d31e1973
bei	bv_doc_id__41_d31e1975
Wahrung	bv_doc_id__41_d31e1977
des	bv_doc_id__41_d31e1979
foderslistischen	bv_doc_id__41_d31e1982
Grundgedankens	bv_doc_id__41_d31e1984
entgegenzukommen	bv_doc_id__41_d31e1986
<g/>
,	
indem	bv_doc_id__41_d31e1990
er	bv_doc_id__41_d31e1992
die	bv_doc_id__41_d31e1995
Erhohung	bv_doc_id__41_d31e1997
der	bv_doc_id__41_d31e1999
Grundzohl	bv_doc_id__41_d31e2001
der	bv_doc_id__41_d31e2003
Kandate	bv_doc_id__41_d31e2005
eines	bv_doc_id__41_d31e2008
Krealandes	bv_doc_id__41_d31e2010
von	bv_doc_id__41_d31e2012
drei	bv_doc_id__41_d31e2014
auf	bv_doc_id__41_d31e2016
vier	bv_doc_id__41_d31e2018
Stimmen	bv_doc_id__41_d31e2021
beantragt	bv_doc_id__41_d31e2023
<g/>
.	
Die	bv_doc_id__41_d31e2027
Zählung	bv_doc_id__41_d31e2029
der	bv_doc_id__41_d31e2031
feslstimmen	bv_doc_id__41_d31e2034
wäre	bv_doc_id__41_d31e2036
zu	bv_doc_id__41_d31e2038
unterlassen	bv_doc_id__41_d31e2040
<g/>
.	
Im	bv_doc_id__41_d31e2044
allgemeinen	bv_doc_id__41_d31e2047
dürke	bv_doc_id__41_d31e2049
kein	bv_doc_id__41_d31e2051
land	bv_doc_id__41_d31e2053
mehr	bv_doc_id__41_d31e2055
ale	bv_doc_id__41_d31e2057
zwei	bv_doc_id__41_d31e2060
Fünftel	bv_doc_id__41_d31e2062
aller	bv_doc_id__41_d31e2064
Stimmen	bv_doc_id__41_d31e2066
besitzen	bv_doc_id__41_d31e2068
<g/>
.	
Dr	bv_doc_id__41_d31e2073
<g/>
.	
Deaneberg	bv_doc_id__41_d31e2077
sieht	bv_doc_id__41_d31e2079
in	bv_doc_id__41_d31e2081
diesem	bv_doc_id__41_d31e2083
Antrag	bv_doc_id__41_d31e2086
eher	bv_doc_id__41_d31e2088
eine	bv_doc_id__41_d31e2090
Verschärfung	bv_doc_id__41_d31e2092
der	bv_doc_id__41_d31e2094
Gegensätze	bv_doc_id__41_d31e2096
<g/>
,	
de	bv_doc_id__41_d31e2101
Verarlberg	bv_doc_id__41_d31e2103
im	bv_doc_id__41_d31e2105
kundesret	bv_doc_id__41_d31e2107
scviel	bv_doc_id__41_d31e2109
Abgeerdnete	bv_doc_id__41_d31e2112
hätte	bv_doc_id__41_d31e2114
als	bv_doc_id__41_d31e2116
in	bv_doc_id__41_d31e2118
der	bv_doc_id__41_d31e2120
heutigen	bv_doc_id__41_d31e2122
Nationalversammlung	bv_doc_id__41_d31e2125
<g/>
.	
Nach	bv_doc_id__41_d31e2129
Anschauung	bv_doc_id__41_d31e2131
seiner	bv_doc_id__41_d31e2133
Partei	bv_doc_id__41_d31e2135
bedeuten	bv_doc_id__41_d31e2138
die	bv_doc_id__41_d31e2140
drei	bv_doc_id__41_d31e2142
Vertreter	bv_doc_id__41_d31e2144
schon	bv_doc_id__41_d31e2146
eine	bv_doc_id__41_d31e2148
außerordentliche	bv_doc_id__41_d31e2151
Begünstigung	bv_doc_id__41_d31e2153
der	bv_doc_id__41_d31e2155
kleinsten	bv_doc_id__41_d31e2157
Länder	bv_doc_id__41_d31e2159
gegenüber	bv_doc_id__41_d31e2161
den	bv_doc_id__41_d31e2164
größeren	bv_doc_id__41_d31e2166
und	bv_doc_id__41_d31e2168
namentlich	bv_doc_id__41_d31e2170
gegenüber	bv_doc_id__41_d31e2172
kien	bv_doc_id__41_d31e2174
<g/>
.	
Er	bv_doc_id__41_d31e2179
mochte	bv_doc_id__41_d31e2181
unterscheiden	bv_doc_id__41_d31e2183
<g/>
:	
Eine	bv_doc_id__41_d31e2187
Cruppe	bv_doc_id__41_d31e2190
unter400-000	bv_doc_id__41_d31e2192
Einwehnern	bv_doc_id__41_d31e2194
<g/>
:	
Verarlberge	bv_doc_id__41_d31e2198
Solzburk	bv_doc_id__41_d31e2200
<g/>
.	
Tirel	bv_doc_id__41_d31e2205
und	bv_doc_id__41_d31e2207
das	bv_doc_id__41_d31e2209
heutige	bv_doc_id__41_d31e2211
Käraten	bv_doc_id__41_d31e2213
<g/>
,	
wozu	bv_doc_id__41_d31e2218
noch	bv_doc_id__41_d31e2220
das	bv_doc_id__41_d31e2222
Burgenland	bv_doc_id__41_d31e2224
käme	bv_doc_id__41_d31e2226
<g/>
:	
eine	bv_doc_id__41_d31e2231
