<doc id="bv_doc_id__39" attrs="word lemma type">
Protokoll	bv_doc_id__39_d28e307
geartete	bv_doc_id__39_d28e10267
Majorität	bv_doc_id__39_d28e10269
des	bv_doc_id__39_d28e10271
Landtages	bv_doc_id__39_d28e10273
Landesumlagen	bv_doc_id__39_d28e10276
beschließen	bv_doc_id__39_d28e10278
<g/>
,	
die	bv_doc_id__39_d28e10282
Für	bv_doc_id__39_d28e10284
die	bv_doc_id__39_d28e10286
Gemeinde	bv_doc_id__39_d28e10289
Wien	bv_doc_id__39_d28e10291
katastrophal	bv_doc_id__39_d28e10293
wären	bv_doc_id__39_d28e10295
<g/>
,	
da	bv_doc_id__39_d28e10299
die	bv_doc_id__39_d28e10302
Gemeinde	bv_doc_id__39_d28e10304
s0f	bv_doc_id__39_d28e10306
aller	bv_doc_id__39_d28e10308
Landesunlagen	bv_doc_id__39_d28e10310
zahle	bv_doc_id__39_d28e10312
<g/>
.	
Die	bv_doc_id__39_d28e10317
Kompliziertheit	bv_doc_id__39_d28e10319
sei	bv_doc_id__39_d28e10321
so	bv_doc_id__39_d28e10323
groß	bv_doc_id__39_d28e10325
<g/>
,	
daß	bv_doc_id__39_d28e10330
es	bv_doc_id__39_d28e10332
nach	bv_doc_id__39_d28e10334
seiner	bv_doc_id__39_d28e10336
Anschauung	bv_doc_id__39_d28e10338
zu	bv_doc_id__39_d28e10341
keiner	bv_doc_id__39_d28e10343
Trennung	bv_doc_id__39_d28e10345
kommen	bv_doc_id__39_d28e10347
könne	bv_doc_id__39_d28e10349
<g/>
.	
Der	bv_doc_id__39_d28e10354
Varsitzende	bv_doc_id__39_d28e10356
faßt	bv_doc_id__39_d28e10358
das	bv_doc_id__39_d28e10360
Ergebnis	bv_doc_id__39_d28e10362
der	bv_doc_id__39_d28e10364
Beratungen	bv_doc_id__39_d28e10367
darin	bv_doc_id__39_d28e10369
zusammen	bv_doc_id__39_d28e10371
<g/>
,	
daß	bv_doc_id__39_d28e10375
Wien	bv_doc_id__39_d28e10377
die	bv_doc_id__39_d28e10380
Einsnaheheit	bv_doc_id__39_d28e10382
wie	bv_doc_id__39_d28e10384
ein	bv_doc_id__39_d28e10386
Land	bv_doc_id__39_d28e10388
bekammen	bv_doc_id__39_d28e10390
müsse	bv_doc_id__39_d28e10393
<g/>
,	
und	bv_doc_id__39_d28e10397
zwar	bv_doc_id__39_d28e10399
sonchl	bv_doc_id__39_d28e10401
bezüglich	bv_doc_id__39_d28e10403
der	bv_doc_id__39_d28e10406
Steuergals	bv_doc_id__39_d28e10408
auch	bv_doc_id__39_d28e10410
bezüglich	bv_doc_id__39_d28e10412
der	bv_doc_id__39_d28e10414
Anleihen	bv_doc_id__39_d28e10416
<g/>
.	
Der	bv_doc_id__39_d28e10421
gemeinsame	bv_doc_id__39_d28e10423
Aufwand	bv_doc_id__39_d28e10425
müsse	bv_doc_id__39_d28e10427
auf	bv_doc_id__39_d28e10429
Grund	bv_doc_id__39_d28e10432
besonderer	bv_doc_id__39_d28e10434
Vereinbarungen	bv_doc_id__39_d28e10436
gedeckt	bv_doc_id__39_d28e10438
werden	bv_doc_id__39_d28e10440
<g/>
,	
Profkel	bv_doc_id__39_d28e10445
sens	bv_doc_id__39_d28e10447
vermittelnde	bv_doc_id__39_d28e10449
Anregung	bv_doc_id__39_d28e10451
<g/>
,	
daß	bv_doc_id__39_d28e10455
Iien	bv_doc_id__39_d28e10458
in	bv_doc_id__39_d28e10460
finanzieller	bv_doc_id__39_d28e10462
Hinsicht	bv_doc_id__39_d28e10464
<g/>
,	
unbeschadet	bv_doc_id__39_d28e10468
seiner	bv_doc_id__39_d28e10471
Stellung	bv_doc_id__39_d28e10473
als	bv_doc_id__39_d28e10475
Gemeinde	bv_doc_id__39_d28e10477
<g/>
,	
die	bv_doc_id__39_d28e10481
Stellung	bv_doc_id__39_d28e10484
eines	bv_doc_id__39_d28e10486
selbständigen	bv_doc_id__39_d28e10488
Landes	bv_doc_id__39_d28e10490
erhalten	bv_doc_id__39_d28e10492
soll	bv_doc_id__39_d28e10494
<g/>
,	
findet	bv_doc_id__39_d28e10499
die	bv_doc_id__39_d28e10501
Zustinnung	bv_doc_id__39_d28e10503
des	bv_doc_id__39_d28e10505
Unterausschuesss	bv_doc_id__39_d28e10507
<g/>
.	
Der	bv_doc_id__39_d28e10512
fursitzende	bv_doc_id__39_d28e10514
fügt	bv_doc_id__39_d28e10516
N.1.	bv_doc_id__39_d28e10518
18	bv_doc_id__39_d28e10523
hinzu	bv_doc_id__39_d28e10528
<g/>
,	
daß	bv_doc_id__39_d28e10532
der	bv_doc_id__39_d28e10534
Magzstrat	bv_doc_id__39_d28e10536
Kompstenzen	bv_doc_id__39_d28e10539
zu	bv_doc_id__39_d28e10541
übernehmen	bv_doc_id__39_d28e10543
hat	bv_doc_id__39_d28e10545
<g/>
,	
die	bv_doc_id__39_d28e10549
bisher	bv_doc_id__39_d28e10552
der	bv_doc_id__39_d28e10554
nieder-Osterreichiachen	bv_doc_id__39_d28e10556
Landesregierung	bv_doc_id__39_d28e10558
zustanden	bv_doc_id__39_d28e10560
<g/>
.	
Auch	bv_doc_id__39_d28e10565
müßte	bv_doc_id__39_d28e10567
eine	bv_doc_id__39_d28e10569
besondere	bv_doc_id__39_d28e10571
zweite	bv_doc_id__39_d28e10573
Instenz	bv_doc_id__39_d28e10575
für	bv_doc_id__39_d28e10578
Wien	bv_doc_id__39_d28e10580
in	bv_doc_id__39_d28e10582
Gestalt	bv_doc_id__39_d28e10584
einer	bv_doc_id__39_d28e10586
Kommission	bv_doc_id__39_d28e10588
gebildet	bv_doc_id__39_d28e10591
werden	bv_doc_id__39_d28e10593
<g/>
,	
die	bv_doc_id__39_d28e10597
zusammengesetzt	bv_doc_id__39_d28e10599
wäre	bv_doc_id__39_d28e10601
aus	bv_doc_id__39_d28e10604
rechtskundigen	bv_doc_id__39_d28e10606
Verwaltungsbeamten	bv_doc_id__39_d28e10608
der	bv_doc_id__39_d28e10610
Gemeinde	bv_doc_id__39_d28e10612
Wien	bv_doc_id__39_d28e10614
und	bv_doc_id__39_d28e10617
aus	bv_doc_id__39_d28e10619
Gemeinderäten	bv_doc_id__39_d28e10621
<g/>
.	
Der	bv_doc_id__39_d28e10625
administrative	bv_doc_id__39_d28e10627
Instanzenzug	bv_doc_id__39_d28e10630
ginge	bv_doc_id__39_d28e10632
unmittelbar	bv_doc_id__39_d28e10634
zu	bv_doc_id__39_d28e10636
den	bv_doc_id__39_d28e10638
Bundesämtern	bv_doc_id__39_d28e10640
<g/>
.	
Abgenrdveter	bv_doc_id__39_d28e10645
Dr	bv_doc_id__39_d28e10647
<g/>
.	
Weiskirchner	bv_doc_id__39_d28e10651
bespricht	bv_doc_id__39_d28e10653
die	bv_doc_id__39_d28e10656
Schwierigkeit	bv_doc_id__39_d28e10658
einer	bv_doc_id__39_d28e10660
solchen	bv_doc_id__39_d28e10662
Lösung	bv_doc_id__39_d28e10664
<g/>
,	
da	bv_doc_id__39_d28e10669
Hien	bv_doc_id__39_d28e10671
bisher	bv_doc_id__39_d28e10673
vom	bv_doc_id__39_d28e10675
Landesausschuß	bv_doc_id__39_d28e10677
eximiert	bv_doc_id__39_d28e10679
war	bv_doc_id__39_d28e10682
<g/>
,	
nun	bv_doc_id__39_d28e10686
aber	bv_doc_id__39_d28e10688
bei	bv_doc_id__39_d28e10690
Uebertretungen	bv_doc_id__39_d28e10692
der	bv_doc_id__39_d28e10695
Gewerbeordnung	bv_doc_id__39_d28e10697
<g/>
,	
die	bv_doc_id__39_d28e10701
mit	bv_doc_id__39_d28e10703
20	bv_doc_id__39_d28e10705
K	bv_doc_id__39_d28e10708
bestraft	bv_doc_id__39_d28e10710
würden	bv_doc_id__39_d28e10712
<g/>
,	
als	bv_doc_id__39_d28e10716
zweite	bv_doc_id__39_d28e10718
Instanz	bv_doc_id__39_d28e10721
die	bv_doc_id__39_d28e10723
gemischte	bv_doc_id__39_d28e10725
Kommission	bv_doc_id__39_d28e10727
entscheiden	bv_doc_id__39_d28e10729
müßte	bv_doc_id__39_d28e10731
<g/>
.	
Er	bv_doc_id__39_d28e10736
wäre	bv_doc_id__39_d28e10738
für	bv_doc_id__39_d28e10740
die	bv_doc_id__39_d28e10742
Belassung	bv_doc_id__39_d28e10744
der	bv_doc_id__39_d28e10747
Landesregierung	bv_doc_id__39_d28e10749
als	bv_doc_id__39_d28e10751
zweite	bv_doc_id__39_d28e10753
Instanz	bv_doc_id__39_d28e10755
<g/>
.	
Dr	bv_doc_id__39_d28e10760
<g/>
.	
Se	bv_doc_id__39_d28e10764
i	bv_doc_id__39_d28e10766
<g/>
.	
p	bv_doc_id__39_d28e10770
el	bv_doc_id__39_d28e10773
erwähnt	bv_doc_id__39_d28e10775
die	bv_doc_id__39_d28e10777
Sorge	bv_doc_id__39_d28e10779
der	bv_doc_id__39_d28e10781
Hiener	bv_doc_id__39_d28e10783
Bevolkerung	bv_doc_id__39_d28e10786
<g/>
,	
daß	bv_doc_id__39_d28e10790
bei	bv_doc_id__39_d28e10792
einer	bv_doc_id__39_d28e10794
Trennung	bv_doc_id__39_d28e10796
Wiens	bv_doc_id__39_d28e10799
von	bv_doc_id__39_d28e10801
Nieder-Oesterreich	bv_doc_id__39_d28e10803
eine	bv_doc_id__39_d28e10805
Landesre	bv_doc_id__39_d28e10807
gierung	bv_doc_id__39_d28e10809
zur	bv_doc_id__39_d28e10812
Macht	bv_doc_id__39_d28e10814
käme	bv_doc_id__39_d28e10816
<g/>
,	
die	bv_doc_id__39_d28e10820
Hien	bv_doc_id__39_d28e10822
nichts	bv_doc_id__39_d28e10825
mehr	bv_doc_id__39_d28e10827
angeht	bv_doc_id__39_d28e10829
und	bv_doc_id__39_d28e10831
die	bv_doc_id__39_d28e10833
sich	bv_doc_id__39_d28e10835
daher	bv_doc_id__39_d28e10838
zu	bv_doc_id__39_d28e10840
Hien	bv_doc_id__39_d28e10842
so	bv_doc_id__39_d28e10844
verhielte	bv_doc_id__39_d28e10846
<g/>
,	
wie	bv_doc_id__39_d28e10851
etwa	bv_doc_id__39_d28e10853
die	bv_doc_id__39_d28e10855
ober-österreichische	bv_doc_id__39_d28e10857
<g/>
.	
Dr	bv_doc_id__39_d28e10861
<g/>
.	
Dan	bv_doc_id__39_d28e10866
a	bv_doc_id__39_d28e10868
e	bv_doc_id__39_d28e10870
berg	bv_doc_id__39_d28e10872
reist	bv_doc_id__39_d28e10874
dagegen	bv_doc_id__39_d28e10877
darauf	bv_doc_id__39_d28e10879
hin	bv_doc_id__39_d28e10881
<g/>
,	
daß	bv_doc_id__39_d28e10885
die	bv_doc_id__39_d28e10887
Wiener	bv_doc_id__39_d28e10890
Abgeordneten	bv_doc_id__39_d28e10892
im	bv_doc_id__39_d28e10894
Landtags	bv_doc_id__39_d28e10896
nach	bv_doc_id__39_d28e10898
immer	bv_doc_id__39_d28e10900
die	bv_doc_id__39_d28e10903
Majorität	bv_doc_id__39_d28e10905
besitzen	bv_doc_id__39_d28e10907
<g/>
,	
Präsident	bv_doc_id__39_d28e10911
Seitz	bv_doc_id__39_d28e10913
erklärt	bv_doc_id__39_d28e10916
sich	bv_doc_id__39_d28e10918
zum	bv_doc_id__39_d28e10920
Entgegenkommen	bv_doc_id__39_d28e10922
bereit	bv_doc_id__39_d28e10924
<g/>
,	
wenach	bv_doc_id__39_d28e10929
die	bv_doc_id__39_d28e10931
Landesregierung	bv_doc_id__39_d28e10933
in	bv_doc_id__39_d28e10935
allen	bv_doc_id__39_d28e10937
Belangen	bv_doc_id__39_d28e10939
<g/>
,	
in	bv_doc_id__39_d28e10944
denen	bv_doc_id__39_d28e10946
sie	bv_doc_id__39_d28e10948
nur	bv_doc_id__39_d28e10950
für	bv_doc_id__39_d28e10952
das	bv_doc_id__39_d28e10955
Land	bv_doc_id__39_d28e10957
entscheidet	bv_doc_id__39_d28e10959
<g/>
,	
auch	bv_doc_id__39_d28e10963
nur	bv_doc_id__39_d28e10965
vom	bv_doc_id__39_d28e10968
Land	bv_doc_id__39_d28e10970
gewählt	bv_doc_id__39_d28e10972
wird	bv_doc_id__39_d28e10974
und	bv_doc_id__39_d28e10976
nur	bv_doc_id__39_d28e10978
in	bv_doc_id__39_d28e10981
gemeinsamen	bv_doc_id__39_d28e10983
Angelegenheiten	bv_doc_id__39_d28e10985
durch	bv_doc_id__39_d28e10987
die	bv_doc_id__39_d28e10989
Vertreter	bv_doc_id__39_d28e10991
Hiens	bv_doc_id__39_d28e10994
erweitert	bv_doc_id__39_d28e10996
wird	bv_doc_id__39_d28e10998
<g/>
.	
Die	bv_doc_id__39_d28e11002
Zahl	bv_doc_id__39_d28e11004
der	bv_doc_id__39_d28e11007
gemeinsamen	bv_doc_id__39_d28e11009
Angelegenheiten	bv_doc_id__39_d28e11011
wird	bv_doc_id__39_d28e11013
voraussichtlich	bv_doc_id__39_d28e11015
sehr	bv_doc_id__39_d28e11017
geringe	bv_doc_id__39_d28e11020
sez	bv_doc_id__39_d28e11022
<g/>
.	
Dr	bv_doc_id__39_d28e11026
<g/>
.	
Meiskirchner	bv_doc_id__39_d28e11030
bleibt	bv_doc_id__39_d28e11033
bei	bv_doc_id__39_d28e11035
seiner	bv_doc_id__39_d28e11037
Anschauung	bv_doc_id__39_d28e11039
<g/>
,	
daß	bv_doc_id__39_d28e11043
die	bv_doc_id__39_d28e11046
Bevölkerung	bv_doc_id__39_d28e11048
dem	bv_doc_id__39_d28e11050
Rechtszug	bv_doc_id__39_d28e11052
zur	bv_doc_id__39_d28e11054
Lagdesregierung	bv_doc_id__39_d28e11056
mehr	bv_doc_id__39_d28e11059
Vertrauen	bv_doc_id__39_d28e11061
entgegenbringe	bv_doc_id__39_d28e11063
<g/>
,	
Prof	bv_doc_id__39_d28e11067
<g/>
.	
Dr	bv_doc_id__39_d28e11072
<g/>
.	
Se	bv_doc_id__39_d28e11076
ipel	bv_doc_id__39_d28e11078
möchte	bv_doc_id__39_d28e11080
einen	bv_doc_id__39_d28e11082
allgemeinen	bv_doc_id__39_d28e11085
Satz	bv_doc_id__39_d28e11087
<g/>
,	
der	bv_doc_id__39_d28e11091
auf	bv_doc_id__39_d28e11093
die	bv_doc_id__39_d28e11095
Netwendigkeit	bv_doc_id__39_d28e11098
der	bv_doc_id__39_d28e11100
Trennung	bv_doc_id__39_d28e11102
hinweist	bv_doc_id__39_d28e11104
<g/>
,	
vorziehen	bv_doc_id__39_d28e11108
<g/>
,	
un	bv_doc_id__39_d28e11113
nicht	bv_doc_id__39_d28e11115
die	bv_doc_id__39_d28e11117
Verfassung	bv_doc_id__39_d28e11119
mit	bv_doc_id__39_d28e11121
umfangreichen	bv_doc_id__39_d28e11124
detaillierten	bv_doc_id__39_d28e11126
Bestimmungen	bv_doc_id__39_d28e11128
zu	bv_doc_id__39_d28e11130
überlasten	bv_doc_id__39_d28e11132
<g/>
,	
was	bv_doc_id__39_d28e11137
nach	bv_doc_id__39_d28e11139
Anschauung	bv_doc_id__39_d28e11141
Dr	bv_doc_id__39_d28e11143
<g/>
.	
Neiskirchn	bv_doc_id__39_d28e11147
e	bv_doc_id__39_d28e11150
r	bv_doc_id__39_d28e11152
&	bv_doc_id__39_d28e11154
prinzipiell	bv_doc_id__39_d28e11156
jede	bv_doc_id__39_d28e11158
Statutargemeinde	bv_doc_id__39_d28e11160
verlangen	bv_doc_id__39_d28e11163
kön	bv_doc_id__39_d28e11165
<g/>
.	
s	bv_doc_id__39_d28e11169
Präsident	bv_doc_id__39_d28e11171
Seitz	bv_doc_id__39_d28e11173
ist	bv_doc_id__39_d28e11176
der	bv_doc_id__39_d28e11178
Anschauung	bv_doc_id__39_d28e11180
<g/>
,	
daß	bv_doc_id__39_d28e11184
ach	bv_doc_id__39_d28e11186
Oesterreich	bv_doc_id__39_d28e11189
noch	bv_doc_id__39_d28e11191
in	bv_doc_id__39_d28e11193
der	bv_doc_id__39_d28e11195
Revolution	bv_doc_id__39_d28e11197
befinde	bv_doc_id__39_d28e11199
<g/>
,	
der	bv_doc_id__39_d28e11204
End	bv_doc_id__39_d28e11206
daher	bv_doc_id__39_d28e11208
19	bv_doc_id__39_d28e11212
auch	bv_doc_id__39_d28e11217
sagen	bv_doc_id__39_d28e11219
könne	bv_doc_id__39_d28e11221
<g/>
,	
diese	bv_doc_id__39_d28e11225
Agenden	bv_doc_id__39_d28e11228
übertrage	bv_doc_id__39_d28e11230
ich	bv_doc_id__39_d28e11232
in	bv_doc_id__39_d28e11234
der	bv_doc_id__39_d28e11236
Formdaß	bv_doc_id__39_d28e11238
ich	bv_doc_id__39_d28e11241
die	bv_doc_id__39_d28e11243
Statthaltereibefugnis	bv_doc_id__39_d28e11245
einer	bv_doc_id__39_d28e11247
gewählten	bv_doc_id__39_d28e11249
Regierung	bv_doc_id__39_d28e11251
übertrage	bv_doc_id__39_d28e11254
<g/>
.	
Prof	bv_doc_id__39_d28e11258
<g/>
.	
K	bv_doc_id__39_d28e11262
el	bv_doc_id__39_d28e11264
s	bv_doc_id__39_d28e11267
e	bv_doc_id__39_d28e11269
n	bv_doc_id__39_d28e11271
<g/>
:	
Gegenwärtig	bv_doc_id__39_d28e11275
kann	bv_doc_id__39_d28e11277
die	bv_doc_id__39_d28e11280
Landesordnung	bv_doc_id__39_d28e11282
durch	bv_doc_id__39_d28e11284
Staatsgesetz	bv_doc_id__39_d28e11286
abgeändert	bv_doc_id__39_d28e11288
werden	bv_doc_id__39_d28e11290
<g/>
.	
Wie	bv_doc_id__39_d28e11295
sich	bv_doc_id__39_d28e11297
aus	bv_doc_id__39_d28e11299
der	bv_doc_id__39_d28e11301
Staatsgesetzgebung	bv_doc_id__39_d28e11303
erweisen	bv_doc_id__39_d28e11306
läßt	bv_doc_id__39_d28e11308
<g/>
,	
so	bv_doc_id__39_d28e11312
könnte	bv_doc_id__39_d28e11314
auch	bv_doc_id__39_d28e11316
durch	bv_doc_id__39_d28e11319
Staatsgesetz	bv_doc_id__39_d28e11321
angeordnet	bv_doc_id__39_d28e11323
werden	bv_doc_id__39_d28e11325
<g/>
,	
daß	bv_doc_id__39_d28e11329
der	bv_doc_id__39_d28e11332
Landtag	bv_doc_id__39_d28e11334
aus	bv_doc_id__39_d28e11336
zwei	bv_doc_id__39_d28e11338
Kürien	bv_doc_id__39_d28e11340
gebildet	bv_doc_id__39_d28e11342
wird	bv_doc_id__39_d28e11345
<g/>
.	
Beide	bv_doc_id__39_d28e11349
wählen	bv_doc_id__39_d28e11351
je	bv_doc_id__39_d28e11353
eine	bv_doc_id__39_d28e11355
Landesregierung	bv_doc_id__39_d28e11358
für	bv_doc_id__39_d28e11360
ihre	bv_doc_id__39_d28e11362
Angelegenheiten	bv_doc_id__39_d28e11364
<g/>
,	
was	bv_doc_id__39_d28e11368
deshalb	bv_doc_id__39_d28e11371
von	bv_doc_id__39_d28e11373
Wichtigkeit	bv_doc_id__39_d28e11375
sei	bv_doc_id__39_d28e11377
<g/>
,	
weil	bv_doc_id__39_d28e11381
wir	bv_doc_id__39_d28e11384
einen	bv_doc_id__39_d28e11386
verantwortlichen	bv_doc_id__39_d28e11388
Landeshauptmann	bv_doc_id__39_d28e11390
haben	bv_doc_id__39_d28e11392
müssen	bv_doc_id__39_d28e11394
<g/>
.	
Es	bv_doc_id__39_d28e11399
wäre	bv_doc_id__39_d28e11401
ferner	bv_doc_id__39_d28e11403
denkbar	bv_doc_id__39_d28e11405
<g/>
,	
daß	bv_doc_id__39_d28e11410
beide	bv_doc_id__39_d28e11412
Kurien	bv_doc_id__39_d28e11414
zur	bv_doc_id__39_d28e11416
Regelung	bv_doc_id__39_d28e11418
gemeinsamer	bv_doc_id__39_d28e11420
Angelegenheiten	bv_doc_id__39_d28e11423
zusammentreten	bv_doc_id__39_d28e11425
<g/>
.	
Die	bv_doc_id__39_d28e11429
Konstruktion	bv_doc_id__39_d28e11431
eines	bv_doc_id__39_d28e11433
solchen	bv_doc_id__39_d28e11436
Doppellandes	bv_doc_id__39_d28e11438
wäre	bv_doc_id__39_d28e11440
jetzt	bv_doc_id__39_d28e11442
verfassungsrechtlich	bv_doc_id__39_d28e11444
möglich	bv_doc_id__39_d28e11446
<g/>
,	
künftig	bv_doc_id__39_d28e11451
aber	bv_doc_id__39_d28e11453
durch	bv_doc_id__39_d28e11455
Bundesgesetz	bv_doc_id__39_d28e11457
nicht	bv_doc_id__39_d28e11459
mehr	bv_doc_id__39_d28e11462
<g/>
.	
Der	bv_doc_id__39_d28e11466
Magistratsdirekter	bv_doc_id__39_d28e11468
erhielte	bv_doc_id__39_d28e11470
einen	bv_doc_id__39_d28e11472
anderen	bv_doc_id__39_d28e11475
Namen	bv_doc_id__39_d28e11477
<g/>
.	
Vom	bv_doc_id__39_d28e11481
Standpunkte	bv_doc_id__39_d28e11483
des	bv_doc_id__39_d28e11485
Bundes	bv_doc_id__39_d28e11488
sei	bv_doc_id__39_d28e11490
am	bv_doc_id__39_d28e11492
wichtigsten	bv_doc_id__39_d28e11494
<g/>
,	
daß	bv_doc_id__39_d28e11498
der	bv_doc_id__39_d28e11501
Landeshauptmann	bv_doc_id__39_d28e11503
von	bv_doc_id__39_d28e11505
Wien	bv_doc_id__39_d28e11507
die	bv_doc_id__39_d28e11509
Gleichstellung	bv_doc_id__39_d28e11511
<g/>
,	
wie	bv_doc_id__39_d28e11516
alle	bv_doc_id__39_d28e11518
anderen	bv_doc_id__39_d28e11520
Landeshauptmänner	bv_doc_id__39_d28e11522
erhält	bv_doc_id__39_d28e11524
<g/>
,	
d	bv_doc_id__39_d28e11529
<g/>
.	
h	bv_doc_id__39_d28e11533
<g/>
.,	
daß	bv_doc_id__39_d28e11537
er	bv_doc_id__39_d28e11540
dem	bv_doc_id__39_d28e11542
Bunde	bv_doc_id__39_d28e11544
gegenüber	bv_doc_id__39_d28e11546
verantwortlich	bv_doc_id__39_d28e11548
ist	bv_doc_id__39_d28e11550
<g/>
.	
Gegen	bv_doc_id__39_d28e11555
einen	bv_doc_id__39_d28e11557
solchen	bv_doc_id__39_d28e11559
staatlichen	bv_doc_id__39_d28e11561
Eingriff	bv_doc_id__39_d28e11563
könne	bv_doc_id__39_d28e11566
man	bv_doc_id__39_d28e11568
Bedenken	bv_doc_id__39_d28e11570
geltend	bv_doc_id__39_d28e11572
machen	bv_doc_id__39_d28e11574
<g/>
;	
als	bv_doc_id__39_d28e11579
Entschuldigung	bv_doc_id__39_d28e11581
müsse	bv_doc_id__39_d28e11583
dienen	bv_doc_id__39_d28e11585
<g/>
,	
daß	bv_doc_id__39_d28e11589
es	bv_doc_id__39_d28e11592
das	bv_doc_id__39_d28e11594
letztemal	bv_doc_id__39_d28e11596
und	bv_doc_id__39_d28e11598
nach	bv_doc_id__39_d28e11600
der	bv_doc_id__39_d28e11602
neuen	bv_doc_id__39_d28e11605
Verkünftig	bv_doc_id__39_d28e11607
fassungkunmtglich	bv_doc_id__39_d28e11609
sei	bv_doc_id__39_d28e11611
<g/>
.	
Der	bv_doc_id__39_d28e11615
Landtag	bv_doc_id__39_d28e11618
wäre	bv_doc_id__39_d28e11620
ein	bv_doc_id__39_d28e11622
einheitlicher	bv_doc_id__39_d28e11624
Apparat	bv_doc_id__39_d28e11626
<g/>
,	
doch	bv_doc_id__39_d28e11631
bestünden	bv_doc_id__39_d28e11633
gewissermassen	bv_doc_id__39_d28e11635
zwei	bv_doc_id__39_d28e11637
Landesausschüsse	bv_doc_id__39_d28e11639
<g/>
.	
Der	bv_doc_id__39_d28e11644
Vargitzende	bv_doc_id__39_d28e11646
ersucht	bv_doc_id__39_d28e11648
hierauf	bv_doc_id__39_d28e11650
mit	bv_doc_id__39_d28e11652
Zustimmung	bv_doc_id__39_d28e11654
des	bv_doc_id__39_d28e11657
Unterausschusses	bv_doc_id__39_d28e11659
Prof	bv_doc_id__39_d28e11661
<g/>
.	
Dr	bv_doc_id__39_d28e11665
<g/>
.	
Kelsen	bv_doc_id__39_d28e11670
sobald	bv_doc_id__39_d28e11672
als	bv_doc_id__39_d28e11674
möglich	bv_doc_id__39_d28e11676
Formulierungen	bv_doc_id__39_d28e11678
seiner	bv_doc_id__39_d28e11680
Anregungen	bv_doc_id__39_d28e11683
vorzulegen	bv_doc_id__39_d28e11685
<g/>
.	
Uebrigens	bv_doc_id__39_d28e11689
wäre	bv_doc_id__39_d28e11691
auch	bv_doc_id__39_d28e11693
eine	bv_doc_id__39_d28e11696
Neufermulierung	bv_doc_id__39_d28e11698
des	bv_doc_id__39_d28e11700
Artikels	bv_doc_id__39_d28e11702
26	bv_doc_id__39_d28e11704
notwendig	bv_doc_id__39_d28e11706
<g/>
.	
weselbst	bv_doc_id__39_d28e11711
die	bv_doc_id__39_d28e11713
Gemeinde	bv_doc_id__39_d28e11715
Nien	bv_doc_id__39_d28e11717
als	bv_doc_id__39_d28e11719
gleichberechtigter	bv_doc_id__39_d28e11722
Teilnehmer	bv_doc_id__39_d28e11724
im	bv_doc_id__39_d28e11726
Bundesrat	bv_doc_id__39_d28e11728
eingefügt	bv_doc_id__39_d28e11730
werden	bv_doc_id__39_d28e11732
müßte	bv_doc_id__39_d28e11735
<g/>
.	
Er	bv_doc_id__39_d28e11739
hebt	bv_doc_id__39_d28e11741
neuerlich	bv_doc_id__39_d28e11743
die	bv_doc_id__39_d28e11745
Benachteiligung	bv_doc_id__39_d28e11748
des	bv_doc_id__39_d28e11750
Hiener	bv_doc_id__39_d28e11752
Arbeiterstandes	bv_doc_id__39_d28e11754
dadurch	bv_doc_id__39_d28e11756
hervor	bv_doc_id__39_d28e11758
<g/>
,	
daß	bv_doc_id__39_d28e11763
man	bv_doc_id__39_d28e11765
den	bv_doc_id__39_d28e11767
kleinsten	bv_doc_id__39_d28e11769
Ländern	bv_doc_id__39_d28e11771
drei	bv_doc_id__39_d28e11774
Vertreter	bv_doc_id__39_d28e11776
im	bv_doc_id__39_d28e11778
Bundesrat	bv_doc_id__39_d28e11780
<g/>
,	
anstatt	bv_doc_id__39_d28e11784
eines	bv_doc_id__39_d28e11787
einzigen	bv_doc_id__39_d28e11789
zuerkannt	bv_doc_id__39_d28e11791
hat	bv_doc_id__39_d28e11793
<g/>
.	
Prof	bv_doc_id__39_d28e11797
<g/>
.	
Dr	bv_doc_id__39_d28e11802
<g/>
.	
Seipel	bv_doc_id__39_d28e11806
meint	bv_doc_id__39_d28e11808
<g/>
,	
daß	bv_doc_id__39_d28e11813
der	bv_doc_id__39_d28e11815
soz	bv_doc_id__39_d28e11817
<g/>
.	
dem	bv_doc_id__39_d28e11821
<g/>
.	
Partei	bv_doc_id__39_d28e11826
auf	bv_doc_id__39_d28e11828
Grund	bv_doc_id__39_d28e11830
des	bv_doc_id__39_d28e11832
312	bv_doc_id__39_d28e11834
20	bv_doc_id__39_d28e11839
Verhältniswahlrechtes	bv_doc_id__39_d28e11841
in	bv_doc_id__39_d28e11843
jedem	bv_doc_id__39_d28e11845
Land	bv_doc_id__39_d28e11847
ein	bv_doc_id__39_d28e11849
Vertreter	bv_doc_id__39_d28e11852
gesichert	bv_doc_id__39_d28e11854
sei	bv_doc_id__39_d28e11856
<g/>
,	
was	bv_doc_id__39_d28e11860
der	bv_doc_id__39_d28e11862
Vazgitzende	bv_doc_id__39_d28e11865
bezweifelt	bv_doc_id__39_d28e11867
<g/>
,	
indem	bv_doc_id__39_d28e11871
er	bv_doc_id__39_d28e11873
annimmt	bv_doc_id__39_d28e11875
<g/>
,	
daß	bv_doc_id__39_d28e11880
in	bv_doc_id__39_d28e11882
einem	bv_doc_id__39_d28e11884
Landtag	bv_doc_id__39_d28e11886
<g/>
,	
der	bv_doc_id__39_d28e11891
aus	bv_doc_id__39_d28e11893
lauter	bv_doc_id__39_d28e11895
