<doc id="bv_doc_id__33" attrs="word lemma type">
Bekanntlich	bv_doc_id__33_d24e235
der	bv_doc_id__33_d24e14308
Nationalrat	bv_doc_id__33_d24e14310
der	bv_doc_id__33_d24e14312
Bundesregierung	bv_doc_id__33_d24e14315
oder	bv_doc_id__33_d24e14317
einzelnen	bv_doc_id__33_d24e14319
ihrer	bv_doc_id__33_d24e14321
Mitglieder	bv_doc_id__33_d24e14323
durch	bv_doc_id__33_d24e14325
ausdrückliche	bv_doc_id__33_d24e14328
Entschließung	bv_doc_id__33_d24e14330
das	bv_doc_id__33_d24e14332
Vertrauen	bv_doc_id__33_d24e14334
<g/>
,	
so	bv_doc_id__33_d24e14338
ist	bv_doc_id__33_d24e14341
eine	bv_doc_id__33_d24e14343
neue	bv_doc_id__33_d24e14345
Bundesregierung	bv_doc_id__33_d24e14347
zu	bv_doc_id__33_d24e14349
bestellen	bv_doc_id__33_d24e14351
oder	bv_doc_id__33_d24e14354
der	bv_doc_id__33_d24e14356
betreffende	bv_doc_id__33_d24e14358
Bundes	bv_doc_id__33_d24e14360
minister	bv_doc_id__33_d24e14362
seines	bv_doc_id__33_d24e14364
Amtes	bv_doc_id__33_d24e14367
zu	bv_doc_id__33_d24e14369
entheben	bv_doc_id__33_d24e14371
<g/>
.	
<g/>
(	
2	bv_doc_id__33_d24e14383
<g/>
)	
Zu	bv_doc_id__33_d24e14388
einem	bv_doc_id__33_d24e14390
Beschlusse	bv_doc_id__33_d24e14392
des	bv_doc_id__33_d24e14394
Nationalrates	bv_doc_id__33_d24e14397
<g/>
,	
mit	bv_doc_id__33_d24e14401
dem	bv_doc_id__33_d24e14403
das	bv_doc_id__33_d24e14405
Vertrauen	bv_doc_id__33_d24e14407
versagt	bv_doc_id__33_d24e14410
wird	bv_doc_id__33_d24e14412
<g/>
,	
ist	bv_doc_id__33_d24e14416
die	bv_doc_id__33_d24e14418
Anwesenheit	bv_doc_id__33_d24e14420
der	bv_doc_id__33_d24e14423
Hälfte	bv_doc_id__33_d24e14425
der	bv_doc_id__33_d24e14427
Mitglieder	bv_doc_id__33_d24e14429
des	bv_doc_id__33_d24e14431
Nationalrates	bv_doc_id__33_d24e14433
erforderlich	bv_doc_id__33_d24e14436
<g/>
.	
Doch	bv_doc_id__33_d24e14440
ist	bv_doc_id__33_d24e14442
<g/>
,	
wenn	bv_doc_id__33_d24e14446
es	bv_doc_id__33_d24e14449
ein	bv_doc_id__33_d24e14451
Fünftel	bv_doc_id__33_d24e14453
der	bv_doc_id__33_d24e14455
anwesenden	bv_doc_id__33_d24e14457
Mitglieder	bv_doc_id__33_d24e14459
verlangt	bv_doc_id__33_d24e14462
<g/>
,	
die	bv_doc_id__33_d24e14466
Abstimmung	bv_doc_id__33_d24e14468
auf	bv_doc_id__33_d24e14470
den	bv_doc_id__33_d24e14472
zweitnächsten	bv_doc_id__33_d24e14475
Werttag	bv_doc_id__33_d24e14477
zu	bv_doc_id__33_d24e14479
vertagen	bv_doc_id__33_d24e14481
<g/>
.	
Eine	bv_doc_id__33_d24e14485
neuerliche	bv_doc_id__33_d24e14488
Vertagung	bv_doc_id__33_d24e14490
der	bv_doc_id__33_d24e14492
Abstimmung	bv_doc_id__33_d24e14494
kann	bv_doc_id__33_d24e14496
nur	bv_doc_id__33_d24e14498
auf	bv_doc_id__33_d24e14501
Beschluß	bv_doc_id__33_d24e14503
des	bv_doc_id__33_d24e14505
Nationalrates	bv_doc_id__33_d24e14507
erfolgen	bv_doc_id__33_d24e14509
<g/>
.	
<g/>
(	
3	bv_doc_id__33_d24e14520
<g/>
)	
Die	bv_doc_id__33_d24e14525
gesamte	bv_doc_id__33_d24e14527
Bundesregierung	bv_doc_id__33_d24e14529
und	bv_doc_id__33_d24e14531
ihre	bv_doc_id__33_d24e14534
einzelnen	bv_doc_id__33_d24e14536
Mitglieder	bv_doc_id__33_d24e14538
werden	bv_doc_id__33_d24e14540
in	bv_doc_id__33_d24e14542
den	bv_doc_id__33_d24e14544
gesetzlich	bv_doc_id__33_d24e14547
bestimmten	bv_doc_id__33_d24e14549
Fällen	bv_doc_id__33_d24e14551
oder	bv_doc_id__33_d24e14553
auf	bv_doc_id__33_d24e14555
ihren	bv_doc_id__33_d24e14557
Wunsch	bv_doc_id__33_d24e14560
vom	bv_doc_id__33_d24e14562
Bundespräsidenten	bv_doc_id__33_d24e14564
ihres	bv_doc_id__33_d24e14566
Amtes	bv_doc_id__33_d24e14568
enthoben	bv_doc_id__33_d24e14570
<g/>
.	
Artikel	bv_doc_id__33_d24e14581
63.	bv_doc_id__33_d24e14583
Die	bv_doc_id__33_d24e14588
Mitglieder	bv_doc_id__33_d24e14590
der	bv_doc_id__33_d24e14592
Bundesregierung	bv_doc_id__33_d24e14594
<g/>
(	
Urtikel	bv_doc_id__33_d24e14599
60	bv_doc_id__33_d24e14601
und	bv_doc_id__33_d24e14603
61	bv_doc_id__33_d24e14605
<g/>
)	
sind	bv_doc_id__33_d24e14609
gemäß	bv_doc_id__33_d24e14612
Artitel	bv_doc_id__33_d24e14614
152	bv_doc_id__33_d24e14616
dem	bv_doc_id__33_d24e14618
Nationalrate	bv_doc_id__33_d24e14620
verantwörtlich	bv_doc_id__33_d24e14622
<g/>
.	
Artitel	bv_doc_id__33_d24e14627
64.	bv_doc_id__33_d24e14629
<g/>
(	
1	bv_doc_id__33_d24e14638
<g/>
)	
Zur	bv_doc_id__33_d24e14643
Besorgung	bv_doc_id__33_d24e14645
der	bv_doc_id__33_d24e14647
Geschäfte	bv_doc_id__33_d24e14649
der	bv_doc_id__33_d24e14652
Bundesverwaltung	bv_doc_id__33_d24e14654
sind	bv_doc_id__33_d24e14656
die	bv_doc_id__33_d24e14658
Bundesministerien	bv_doc_id__33_d24e14660
und	bv_doc_id__33_d24e14662
die	bv_doc_id__33_d24e14665
ihnen	bv_doc_id__33_d24e14667
unterstellten	bv_doc_id__33_d24e14669
Umter	bv_doc_id__33_d24e14671
berüsen	bv_doc_id__33_d24e14673
<g/>
.	
2	bv_doc_id__33_d24e14682
<g/>
)	
Die	bv_doc_id__33_d24e14687
Zahl	bv_doc_id__33_d24e14689
der	bv_doc_id__33_d24e14691
Bundesministerien	bv_doc_id__33_d24e14693
<g/>
,	
ihr	bv_doc_id__33_d24e14698
Wirkungskreis	bv_doc_id__33_d24e14700
und	bv_doc_id__33_d24e14702
ihre	bv_doc_id__33_d24e14704
Einrichtung	bv_doc_id__33_d24e14706
werden	bv_doc_id__33_d24e14709
durch	bv_doc_id__33_d24e14711
Bundegesetz	bv_doc_id__33_d24e14713
bestimmt	bv_doc_id__33_d24e14715
<g/>
.	
3	bv_doc_id__33_d24e14724
<g/>
)	
Der	bv_doc_id__33_d24e14729
Bundeskanzler	bv_doc_id__33_d24e14731
und	bv_doc_id__33_d24e14733
die	bv_doc_id__33_d24e14735
Bundesminister	bv_doc_id__33_d24e14738
sonnen	bv_doc_id__33_d24e14740
ausnahmsweise	bv_doc_id__33_d24e14742
auch	bv_doc_id__33_d24e14744
mit	bv_doc_id__33_d24e14746
der	bv_doc_id__33_d24e14748
Führung	bv_doc_id__33_d24e14751
eines	bv_doc_id__33_d24e14753
weiten	bv_doc_id__33_d24e14755
Bundesministeriums	bv_doc_id__33_d24e14757
betraut	bv_doc_id__33_d24e14759
werden	bv_doc_id__33_d24e14761
<g/>
.	
Artikel	bv_doc_id__33_d24e14766
65	bv_doc_id__33_d24e14768
fällt	bv_doc_id__33_d24e14770
aus	bv_doc_id__33_d24e14772
<g/>
.)	
Artikel	bv_doc_id__33_d24e14782
66.	bv_doc_id__33_d24e14784
<g/>
(	
1	bv_doc_id__33_d24e14793
<g/>
)	
In	bv_doc_id__33_d24e14798
besonderen	bv_doc_id__33_d24e14800
Fällen	bv_doc_id__33_d24e14802
kann	bv_doc_id__33_d24e14804
die	bv_doc_id__33_d24e14807
Bestellung	bv_doc_id__33_d24e14809
von	bv_doc_id__33_d24e14811
Bundesministern	bv_doc_id__33_d24e14813
auch	bv_doc_id__33_d24e14815
ohne	bv_doc_id__33_d24e14817
gleichzeitige	bv_doc_id__33_d24e14820
Betrauung	bv_doc_id__33_d24e14822
mit	bv_doc_id__33_d24e14824
der	bv_doc_id__33_d24e14826
Führung	bv_doc_id__33_d24e14828
eines	bv_doc_id__33_d24e14830
Bundesministeriums	bv_doc_id__33_d24e14833
erfolgen	bv_doc_id__33_d24e14835
<g/>
.	
<g/>
(	
2	bv_doc_id__33_d24e14846
<g/>
)	
Den	bv_doc_id__33_d24e14851
Bundesministern	bv_doc_id__33_d24e14853
können	bv_doc_id__33_d24e14855
zur	bv_doc_id__33_d24e14857
Unterstützung	bv_doc_id__33_d24e14860
in	bv_doc_id__33_d24e14862
der	bv_doc_id__33_d24e14864
Geschäftsführung	bv_doc_id__33_d24e14866
und	bv_doc_id__33_d24e14868
zur	bv_doc_id__33_d24e14870
parlamentarischen	bv_doc_id__33_d24e14873
Vertretung	bv_doc_id__33_d24e14875
Staatssetreiäre	bv_doc_id__33_d24e14877
beigegeben	bv_doc_id__33_d24e14879
werden	bv_doc_id__33_d24e14881
<g/>
,	
die	bv_doc_id__33_d24e14886
in	bv_doc_id__33_d24e14888
gleicher	bv_doc_id__33_d24e14890
Weise	bv_doc_id__33_d24e14892
bestellt	bv_doc_id__33_d24e14894
werden	bv_doc_id__33_d24e14896
wie	bv_doc_id__33_d24e14899
die	bv_doc_id__33_d24e14901
Bundesminister	bv_doc_id__33_d24e14903
<g/>
.	
3	bv_doc_id__33_d24e14912
<g/>
)	
Der	bv_doc_id__33_d24e14917
Staatssekretär	bv_doc_id__33_d24e14919
ist	bv_doc_id__33_d24e14921
dem	bv_doc_id__33_d24e14923
Bundesminister	bv_doc_id__33_d24e14926
unterstellt	bv_doc_id__33_d24e14928
und	bv_doc_id__33_d24e14930
an	bv_doc_id__33_d24e14932
seine	bv_doc_id__33_d24e14934
Weisungen	bv_doc_id__33_d24e14936
gebunden	bv_doc_id__33_d24e14939
<g/>
.	
<g/>
(	
Artikel	bv_doc_id__33_d24e14947
67	bv_doc_id__33_d24e14949
fällt	bv_doc_id__33_d24e14952
aus	bv_doc_id__33_d24e14954
<g/>
.)	
3.	bv_doc_id__33_d24e14963
Das	bv_doc_id__33_d24e14966
Bundesheer	bv_doc_id__33_d24e14968
<g/>
.	
<g/>
(	
Artitel	bv_doc_id__33_d24e14975
68	bv_doc_id__33_d24e14977
fallt	bv_doc_id__33_d24e14979
aus	bv_doc_id__33_d24e14981
<g/>
.)	
Artikel	bv_doc_id__33_d24e14991
69.	bv_doc_id__33_d24e14993
<g/>
(	
1	bv_doc_id__33_d24e15002
<g/>
)	
Dem	bv_doc_id__33_d24e15007
Bundesheer	bv_doc_id__33_d24e15009
liegt	bv_doc_id__33_d24e15011
der	bv_doc_id__33_d24e15013
Schutz	bv_doc_id__33_d24e15016
der	bv_doc_id__33_d24e15018
Grenzen	bv_doc_id__33_d24e15020
der	bv_doc_id__33_d24e15022
Repubüit	bv_doc_id__33_d24e15024
ob	bv_doc_id__33_d24e15026
<g/>
.	
12	bv_doc_id__33_d24e15036
<g/>
)	
Das	bv_doc_id__33_d24e15041
Bundesheer	bv_doc_id__33_d24e15043
ist	bv_doc_id__33_d24e15045
<g/>
,	
soweit	bv_doc_id__33_d24e15050
die	bv_doc_id__33_d24e15052
gesetzmäßige	bv_doc_id__33_d24e15054
bürgerliche	bv_doc_id__33_d24e15056
Gewalt	bv_doc_id__33_d24e15058
seine	bv_doc_id__33_d24e15060
Mitwirtung	bv_doc_id__33_d24e15063
in	bv_doc_id__33_d24e15065
Anspruch	bv_doc_id__33_d24e15067
nimmt	bv_doc_id__33_d24e15069
<g/>
,	
zum	bv_doc_id__33_d24e15073
schub	bv_doc_id__33_d24e15076
der	bv_doc_id__33_d24e15078
verfaffungsmäßigen	bv_doc_id__33_d24e15080
Einrich	bv_doc_id__33_d24e15082
tungen	bv_doc_id__33_d24e15084
sowie	bv_doc_id__33_d24e15086
zur	bv_doc_id__33_d24e15089
Aufrechterhaltung	bv_doc_id__33_d24e15091
der	bv_doc_id__33_d24e15093
Oednung	bv_doc_id__33_d24e15095
und	bv_doc_id__33_d24e15097
Sicherheit	bv_doc_id__33_d24e15099
im	bv_doc_id__33_d24e15102
Innern	bv_doc_id__33_d24e15104
überhaupt	bv_doc_id__33_d24e15106
und	bv_doc_id__33_d24e15108
zur	bv_doc_id__33_d24e15110
Hilfeleistung	bv_doc_id__33_d24e15112
bei	bv_doc_id__33_d24e15115
Flementarereignissen	bv_doc_id__33_d24e15117
und	bv_doc_id__33_d24e15119
Unglücksfallen	bv_doc_id__33_d24e15121
außergewöhnlichen	bv_doc_id__33_d24e15123
Umfanges	bv_doc_id__33_d24e15125
bestimmt	bv_doc_id__33_d24e15128
<g/>
.	
Artikel	bv_doc_id__33_d24e15138
70.	bv_doc_id__33_d24e15140
<g/>
(	
1	bv_doc_id__33_d24e15149
<g/>
)	
Über	bv_doc_id__33_d24e15154
das	bv_doc_id__33_d24e15156
Heer	bv_doc_id__33_d24e15158
verfügt	bv_doc_id__33_d24e15160
der	bv_doc_id__33_d24e15163
Nationalrat	bv_doc_id__33_d24e15165
<g/>
.	
Insoweit	bv_doc_id__33_d24e15169
diesem	bv_doc_id__33_d24e15171
nicht	bv_doc_id__33_d24e15173
durch	bv_doc_id__33_d24e15176
das	bv_doc_id__33_d24e15178
Wehrgesetz	bv_doc_id__33_d24e15180
die	bv_doc_id__33_d24e15182
unmittelbare	bv_doc_id__33_d24e15184
Verfügung	bv_doc_id__33_d24e15186
vorbehalten	bv_doc_id__33_d24e15189
ist	bv_doc_id__33_d24e15191
<g/>
,	
wird	bv_doc_id__33_d24e15195
mit	bv_doc_id__33_d24e15197
der	bv_doc_id__33_d24e15199
Verfügung	bv_doc_id__33_d24e15202
die	bv_doc_id__33_d24e15204
Bundesregierung	bv_doc_id__33_d24e15206
oder	bv_doc_id__33_d24e15208
innerhalt	bv_doc_id__33_d24e15210
der	bv_doc_id__33_d24e15212
von	bv_doc_id__33_d24e15215
dieser	bv_doc_id__33_d24e15217
erteilten	bv_doc_id__33_d24e15219
Ermächtigung	bv_doc_id__33_d24e15221
der	bv_doc_id__33_d24e15223
zuständige	bv_doc_id__33_d24e15225
Bundesminister	bv_doc_id__33_d24e15228
betraut	bv_doc_id__33_d24e15230
<g/>
.	
12	bv_doc_id__33_d24e15239
zuwieweit	bv_doc_id__33_d24e15242
auch	bv_doc_id__33_d24e15244
die	bv_doc_id__33_d24e15246
Behörden	bv_doc_id__33_d24e15248
der	bv_doc_id__33_d24e15251
Länder	bv_doc_id__33_d24e15253
und	bv_doc_id__33_d24e15255
Gemeinden	bv_doc_id__33_d24e15257
die	bv_doc_id__33_d24e15259
Mitwirtung	bv_doc_id__33_d24e15261
des	bv_doc_id__33_d24e15264
Bundesheeres	bv_doc_id__33_d24e15266
zu	bv_doc_id__33_d24e15268
den	bv_doc_id__33_d24e15270
im	bv_doc_id__33_d24e15272
Artitel	bv_doc_id__33_d24e15274
69.	bv_doc_id__33_d24e15277
Übsat	bv_doc_id__33_d24e15279
2	bv_doc_id__33_d24e15281
<g/>
,	
erwähnten	bv_doc_id__33_d24e15285
Zweden	bv_doc_id__33_d24e15287
unmitterbar	bv_doc_id__33_d24e15290
in	bv_doc_id__33_d24e15292
Anspruch	bv_doc_id__33_d24e15294
nehmen	bv_doc_id__33_d24e15296
können	bv_doc_id__33_d24e15298
<g/>
,	
bestimm	bv_doc_id__33_d24e15303
das	bv_doc_id__33_d24e15305
Wehrgeset	bv_doc_id__33_d24e15307
<g/>
.	
Artitel	bv_doc_id__33_d24e15311
71.	bv_doc_id__33_d24e15313
Durch	bv_doc_id__33_d24e15316
Bundesgesetz	bv_doc_id__33_d24e15318
wird	bv_doc_id__33_d24e15320
geregelt	bv_doc_id__33_d24e15322
<g/>
,	
inwieweit	bv_doc_id__33_d24e15326
die	bv_doc_id__33_d24e15329
Lander	bv_doc_id__33_d24e15331
bei	bv_doc_id__33_d24e15333
der	bv_doc_id__33_d24e15335
Ergänzung	bv_doc_id__33_d24e15337
<g/>
,	
Verpflegung	bv_doc_id__33_d24e15342
und	bv_doc_id__33_d24e15344
Unterbringung	bv_doc_id__33_d24e15346
des	bv_doc_id__33_d24e15348
Heeres	bv_doc_id__33_d24e15350
und	bv_doc_id__33_d24e15352
der	bv_doc_id__33_d24e15355
Beistellung	bv_doc_id__33_d24e15357
seiner	bv_doc_id__33_d24e15359
sonstigen	bv_doc_id__33_d24e15361
Erfordernisse	bv_doc_id__33_d24e15363
mitwirken	bv_doc_id__33_d24e15365
<g/>
.	
B	bv_doc_id__33_d24e15370
<g/>
.	
Von	bv_doc_id__33_d24e15374
der	bv_doc_id__33_d24e15376
Gerichtsbarkeit	bv_doc_id__33_d24e15378
des	bv_doc_id__33_d24e15381
Bundes	bv_doc_id__33_d24e15383
<g/>
.	
Artikel	bv_doc_id__33_d24e15394
72.	bv_doc_id__33_d24e15396
<g/>
(	
1	bv_doc_id__33_d24e15405
<g/>
)	
Alle	bv_doc_id__33_d24e15410
Gerichtsbarkeit	bv_doc_id__33_d24e15412
geht	bv_doc_id__33_d24e15414
vom	bv_doc_id__33_d24e15416
Bunde	bv_doc_id__33_d24e15419
aus	bv_doc_id__33_d24e15421
<g/>
.	
<g/>
(	
2	bv_doc_id__33_d24e15432
<g/>
)	
Die	bv_doc_id__33_d24e15437
Urteile	bv_doc_id__33_d24e15439
und	bv_doc_id__33_d24e15441
Erlenntnisse	bv_doc_id__33_d24e15443
werden	bv_doc_id__33_d24e15446
im	bv_doc_id__33_d24e15448
Namen	bv_doc_id__33_d24e15450
der	bv_doc_id__33_d24e15452
Republik	bv_doc_id__33_d24e15454
verkündet	bv_doc_id__33_d24e15456
und	bv_doc_id__33_d24e15459
ausgefertigt	bv_doc_id__33_d24e15461
<g/>
.	
Artikel	bv_doc_id__33_d24e15471
73.	bv_doc_id__33_d24e15473
<g/>
(	
1	bv_doc_id__33_d24e15482
<g/>
)	
Die	bv_doc_id__33_d24e15487
Verfassung	bv_doc_id__33_d24e15489
und	bv_doc_id__33_d24e15491
Zuständigkeit	bv_doc_id__33_d24e15493
der	bv_doc_id__33_d24e15496
Gerichte	bv_doc_id__33_d24e15498
wird	bv_doc_id__33_d24e15500
durch	bv_doc_id__33_d24e15502
Bundesgesetz	bv_doc_id__33_d24e15504
festgestellt	bv_doc_id__33_d24e15506
<g/>
.	
<g/>
(	
2	bv_doc_id__33_d24e15518
<g/>
)	
Niemand	bv_doc_id__33_d24e15523
darf	bv_doc_id__33_d24e15525
seinem	bv_doc_id__33_d24e15527
ordentlichen	bv_doc_id__33_d24e15529
Richter	bv_doc_id__33_d24e15532
entzogen	bv_doc_id__33_d24e15534
werden	bv_doc_id__33_d24e15536
<g/>
.	
<g/>
(	
3	bv_doc_id__33_d24e15547
<g/>
)	
Ausnahmsgerichte	bv_doc_id__33_d24e15552
sind	bv_doc_id__33_d24e15554
nur	bv_doc_id__33_d24e15556
in	bv_doc_id__33_d24e15558
den	bv_doc_id__33_d24e15561
im	bv_doc_id__33_d24e15563
Geser	bv_doc_id__33_d24e15565
vorausbestimmten	bv_doc_id__33_d24e15567
Fällen	bv_doc_id__33_d24e15569
zulassig	bv_doc_id__33_d24e15571
<g/>
.	
Es	bv_doc_id__33_d24e15576
ein	bv_doc_id__33_d24e15578
solcher	bv_doc_id__33_d24e15580
Fall	bv_doc_id__33_d24e15582
vorliegt	bv_doc_id__33_d24e15584
und	bv_doc_id__33_d24e15587
wann	bv_doc_id__33_d24e15589
die	bv_doc_id__33_d24e15591
Birtsamkeit	bv_doc_id__33_d24e15593
des	bv_doc_id__33_d24e15595
Ausnahms	bv_doc_id__33_d24e15597
<g/>
.	
gerichtes	bv_doc_id__33_d24e15602
aufzuhören	bv_doc_id__33_d24e15604
hat	bv_doc_id__33_d24e15606
<g/>
,	
wird	bv_doc_id__33_d24e15610
<g/>
,	
abgesehen	bv_doc_id__33_d24e15615
von	bv_doc_id__33_d24e15617
den	bv_doc_id__33_d24e15619
in	bv_doc_id__33_d24e15621
der	bv_doc_id__33_d24e15623
Strafprozeßordnung	bv_doc_id__33_d24e15626
geregelten	bv_doc_id__33_d24e15628
Fällen	bv_doc_id__33_d24e15630
<g/>
,	
von	bv_doc_id__33_d24e15634
der	bv_doc_id__33_d24e15636
Bundesregierung	bv_doc_id__33_d24e15639
festgesetzt	bv_doc_id__33_d24e15641
<g/>
.	
Die	bv_doc_id__33_d24e15645
Bundesregierung	bv_doc_id__33_d24e15647
ist	bv_doc_id__33_d24e15649
verpflichtet	bv_doc_id__33_d24e15652
jeben	bv_doc_id__33_d24e15654
solchen	bv_doc_id__33_d24e15656
Beschluß	bv_doc_id__33_d24e15658
ungesäumt	bv_doc_id__33_d24e15660
dem	bv_doc_id__33_d24e15662
Nationalrat	bv_doc_id__33_d24e15665
und	bv_doc_id__33_d24e15667
dem	bv_doc_id__33_d24e15669
Bundesrat	bv_doc_id__33_d24e15671
vorzulegen	bv_doc_id__33_d24e15673
und	bv_doc_id__33_d24e15675
auf	bv_doc_id__33_d24e15678
Beschluß	bv_doc_id__33_d24e15680
einer	bv_doc_id__33_d24e15682
der	bv_doc_id__33_d24e15684
beiden	bv_doc_id__33_d24e15686
Körperschaften	bv_doc_id__33_d24e15688
sofort	bv_doc_id__33_d24e15691
außer	bv_doc_id__33_d24e15693
Kraft	bv_doc_id__33_d24e15695
zu	bv_doc_id__33_d24e15697
setzen	bv_doc_id__33_d24e15699
<g/>
.	
<g/>
(	
4	bv_doc_id__33_d24e15710
<g/>
)	
Das	bv_doc_id__33_d24e15715
Verfahren	bv_doc_id__33_d24e15717
wegen	bv_doc_id__33_d24e15719
Verletzungen	bv_doc_id__33_d24e15721
des	bv_doc_id__33_d24e15724
Völkerrechtes	bv_doc_id__33_d24e15726
wird	bv_doc_id__33_d24e15728
dem	bv_doc_id__33_d24e15730
Verfassungsgerichtshof	bv_doc_id__33_d24e15732
übertragen	bv_doc_id__33_d24e15734
<g/>
.	
Artikel	bv_doc_id__33_d24e15745
74.	bv_doc_id__33_d24e15747
Die	bv_doc_id__33_d24e15752
Militärgerichtsbarkeit	bv_doc_id__33_d24e15754
ist	bv_doc_id__33_d24e15756
—	bv_doc_id__33_d24e15758
außer	bv_doc_id__33_d24e15760
für	bv_doc_id__33_d24e15763
Kriegszeiten	bv_doc_id__33_d24e15765
—	bv_doc_id__33_d24e15767
aufgehoben	bv_doc_id__33_d24e15769
<g/>
.	
Artikel	bv_doc_id__33_d24e15779
75.	bv_doc_id__33_d24e15781
Die	bv_doc_id__33_d24e15786
Todesstrafe	bv_doc_id__33_d24e15788
im	bv_doc_id__33_d24e15790
ordentlichen	bv_doc_id__33_d24e15792
Verfahren	bv_doc_id__33_d24e15794
ist	bv_doc_id__33_d24e15797
abgeschafft	bv_doc_id__33_d24e15799
<g/>
.	
Artikel	bv_doc_id__33_d24e15809
76.	bv_doc_id__33_d24e15811
<g/>
(	
1	bv_doc_id__33_d24e15820
<g/>
)	
Die	bv_doc_id__33_d24e15825
Richter	bv_doc_id__33_d24e15827
werden	bv_doc_id__33_d24e15829
—	bv_doc_id__33_d24e15831
sofern	bv_doc_id__33_d24e15834
nicht	bv_doc_id__33_d24e15836
in	bv_doc_id__33_d24e15838
der	bv_doc_id__33_d24e15840
Verfassung	bv_doc_id__33_d24e15842
oder	bv_doc_id__33_d24e15844
in	bv_doc_id__33_d24e15847
dem	bv_doc_id__33_d24e15849
Gerichtsverfassungsgesehzt	bv_doc_id__33_d24e15851
anderes	bv_doc_id__33_d24e15853
bestimmt	bv_doc_id__33_d24e15855
ist	bv_doc_id__33_d24e15857
-auf	bv_doc_id__33_d24e15860
Grund	bv_doc_id__33_d24e15862
von	bv_doc_id__33_d24e15864
Besetzungsvorschlägen	bv_doc_id__33_d24e15866
der	bv_doc_id__33_d24e15868
durch	bv_doc_id__33_d24e15870
die	bv_doc_id__33_d24e15873
Gerichtsverfassung	bv_doc_id__33_d24e15875
dazu	bv_doc_id__33_d24e15877
bestimmten	bv_doc_id__33_d24e15879
Senate	bv_doc_id__33_d24e15881
auf	bv_doc_id__33_d24e15883
Antrag	bv_doc_id__33_d24e15886
der	bv_doc_id__33_d24e15888
Bundesregierung	bv_doc_id__33_d24e15890
vom	bv_doc_id__33_d24e15892
Bundespräfidenten	bv_doc_id__33_d24e15894
oder	bv_doc_id__33_d24e15896
auf	bv_doc_id__33_d24e15899
Grund	bv_doc_id__33_d24e15901
seiner	bv_doc_id__33_d24e15903
Fr	bv_doc_id__33_d24e15905
<g/>
.	
mächtigung	bv_doc_id__33_d24e15909
vom	bv_doc_id__33_d24e15912
zuständigen	bv_doc_id__33_d24e15914
Bundesminister	bv_doc_id__33_d24e15916
ernannt	bv_doc_id__33_d24e15918
<g/>
.	
<g/>
(	
3	bv_doc_id__33_d24e15929
<g/>
)	
Der	bv_doc_id__33_d24e15934
dem	bv_doc_id__33_d24e15936
zuständigen	bv_doc_id__33_d24e15938
Bundesminister	bv_doc_id__33_d24e15940
vorzulegende	bv_doc_id__33_d24e15943
und	bv_doc_id__33_d24e15945
von	bv_doc_id__33_d24e15947
ihm	bv_doc_id__33_d24e15949
an	bv_doc_id__33_d24e15951
die	bv_doc_id__33_d24e15953
Bundesregierung	bv_doc_id__33_d24e15956
zu	bv_doc_id__33_d24e15958
leitende	bv_doc_id__33_d24e15960
Besetungsvorschlag	bv_doc_id__33_d24e15962
hat	bv_doc_id__33_d24e15964
<g/>
,	
wenn	bv_doc_id__33_d24e15969
genügend	bv_doc_id__33_d24e15971
Bewerber	bv_doc_id__33_d24e15973
vorhanden	bv_doc_id__33_d24e15975
sind	bv_doc_id__33_d24e15977
<g/>
,	
mindestens	bv_doc_id__33_d24e15982
drei	bv_doc_id__33_d24e15984
Personen	bv_doc_id__33_d24e15986
wenn	bv_doc_id__33_d24e15988
aber	bv_doc_id__33_d24e15990
mehr	bv_doc_id__33_d24e15992
als	bv_doc_id__33_d24e15995
eine	bv_doc_id__33_d24e15997
Stelle	bv_doc_id__33_d24e15999
zu	bv_doc_id__33_d24e16001
besetzen	bv_doc_id__33_d24e16003
ist	bv_doc_id__33_d24e16005
<g/>
,	
mindestens	bv_doc_id__33_d24e16010
doppelt	bv_doc_id__33_d24e16012
so	bv_doc_id__33_d24e16014
viel	bv_doc_id__33_d24e16016
Personen	bv_doc_id__33_d24e16018
zu	bv_doc_id__33_d24e16021
umfassen	bv_doc_id__33_d24e16023
<g/>
,	
als	bv_doc_id__33_d24e16027
Richter	bv_doc_id__33_d24e16029
zu	bv_doc_id__33_d24e16031
ernennen	bv_doc_id__33_d24e16034
sind	bv_doc_id__33_d24e16036
<g/>
.	
Artitel	bv_doc_id__33_d24e16040
77.	bv_doc_id__33_d24e16042
<g/>
(	
1	bv_doc_id__33_d24e16051
<g/>
)	
Die	bv_doc_id__33_d24e16056
Richter	bv_doc_id__33_d24e16058
sind	bv_doc_id__33_d24e16060
in	bv_doc_id__33_d24e16062
Ausübung	bv_doc_id__33_d24e16065
ihres	bv_doc_id__33_d24e16067
richterlichen	bv_doc_id__33_d24e16069
Amtes	bv_doc_id__33_d24e16071
unabhängig	bv_doc_id__33_d24e16073
<g/>
.	
12	bv_doc_id__33_d24e16082
<g/>
)	
In	bv_doc_id__33_d24e16087
Ausüburg	bv_doc_id__33_d24e16089
seines	bv_doc_id__33_d24e16091
richterlichen	bv_doc_id__33_d24e16093
Amtes	bv_doc_id__33_d24e16096
befindet	bv_doc_id__33_d24e16098
sich	bv_doc_id__33_d24e16100
ein	bv_doc_id__33_d24e16102
Richter	bv_doc_id__33_d24e16104
bei	bv_doc_id__33_d24e16106
