<doc id="bv_doc_id__36" attrs="word lemma type">
Protokoll	bv_doc_id__36_d27e271
Kompetenzstrhitigkeiten	bv_doc_id__36_d27e1956
nicht	bv_doc_id__36_d27e1958
zu	bv_doc_id__36_d27e1960
vermeiden	bv_doc_id__36_d27e1962
wären	bv_doc_id__36_d27e1964
<g/>
,	
daß	bv_doc_id__36_d27e1969
andererseits	bv_doc_id__36_d27e1971
aberfauch	bv_doc_id__36_d27e1973
Angelegenheitsn	bv_doc_id__36_d27e1975
in	bv_doc_id__36_d27e1977
der	bv_doc_id__36_d27e1979
Verfassung	bv_doc_id__36_d27e1982
erwännt	bv_doc_id__36_d27e1984
werden	bv_doc_id__36_d27e1986
ulssen	bv_doc_id__36_d27e1988
<g/>
,	
die	bv_doc_id__36_d27e1992
leiDen	bv_doc_id__36_d27e1995
Staatsant	bv_doc_id__36_d27e1997
zugencfen	bv_doc_id__36_d27e1999
<g/>
,	
die	bv_doc_id__36_d27e2003
z	bv_doc_id__36_d27e2005
<g/>
.	
B	bv_doc_id__36_d27e2010
<g/>
.	
die	bv_doc_id__36_d27e2014
Vermaltungsgerichtsbarkeit	bv_doc_id__36_d27e2016
<g/>
.	
zügt	bv_doc_id__36_d27e2021
AinTrof	bv_doc_id__36_d27e2023
<g/>
.	
dr	bv_doc_id__36_d27e2027
<g/>
.	
Kelsen	bv_doc_id__36_d27e2031
zu	bv_doc_id__36_d27e2034
<g/>
,	
daß	bv_doc_id__36_d27e2038
zwar	bv_doc_id__36_d27e2040
er	bv_doc_id__36_d27e2042
die	bv_doc_id__36_d27e2044
inzer	bv_doc_id__36_d27e2047
untwirfe	bv_doc_id__36_d27e2049
wie	bv_doc_id__36_d27e2051
alle	bv_doc_id__36_d27e2053
übrigen	bv_doc_id__36_d27e2055
mangelhaft	bv_doc_id__36_d27e2057
und	bv_doc_id__36_d27e2060
refornbedürftisg	bv_doc_id__36_d27e2062
seten	bv_doc_id__36_d27e2064
<g/>
.	
daß	bv_doc_id__36_d27e2068
sich	bv_doc_id__36_d27e2070
aber	bv_doc_id__36_d27e2073
eine	bv_doc_id__36_d27e2075
Kompgtenzabgresizung	bv_doc_id__36_d27e2077
wie	bv_doc_id__36_d27e2079
sie	bv_doc_id__36_d27e2081
der	bv_doc_id__36_d27e2083
Entwurf	bv_doc_id__36_d27e2086
Dr	bv_doc_id__36_d27e2088
Renners	bv_doc_id__36_d27e2090
versucht	bv_doc_id__36_d27e2092
naca	bv_doc_id__36_d27e2094
zwei	bv_doc_id__36_d27e2096
besichtspanhten	bv_doc_id__36_d27e2099
<g/>
)	
nicht	bv_doc_id__36_d27e2103
durchrühren	bv_doc_id__36_d27e2105
lüsse	bv_doc_id__36_d27e2107
und	bv_doc_id__36_d27e2109
Unstignigkeitzin	bv_doc_id__36_d27e2112
Mefolge	bv_doc_id__36_d27e2114
nabe	bv_doc_id__36_d27e2116
<g/>
.	
Iner	bv_doc_id__36_d27e2120
er	bv_doc_id__36_d27e2122
redst	bv_doc_id__36_d27e2125
einer	bv_doc_id__36_d27e2127
lähpens	bv_doc_id__36_d27e2129
6	bv_doc_id__36_d27e2133
gesetzgebung	bv_doc_id__36_d27e2139
das	bv_doc_id__36_d27e2141
dort	bv_doc_id__36_d27e2143
<g/>
,	
nur	bv_doc_id__36_d27e2147
müsse	bv_doc_id__36_d27e2150
narh	bv_doc_id__36_d27e2152
die	bv_doc_id__36_d27e2154
kunder	bv_doc_id__36_d27e2156
verpflichten	bv_doc_id__36_d27e2158
<g/>
,	
diese	bv_doc_id__36_d27e2163
Gesetze	bv_doc_id__36_d27e2165
dinren	bv_doc_id__36_d27e2167
einer	bv_doc_id__36_d27e2169
bestinnten	bv_doc_id__36_d27e2171
Frist	bv_doc_id__36_d27e2173
durcundführen	bv_doc_id__36_d27e2176
<g/>
.	
der	bv_doc_id__36_d27e2180
Vorsitzende	bv_doc_id__36_d27e2182
bringt	bv_doc_id__36_d27e2184
hierauf	bv_doc_id__36_d27e2186
der	bv_doc_id__36_d27e2189
Antrar	bv_doc_id__36_d27e2191
Dr	bv_doc_id__36_d27e2193
<g/>
.	
Seinel	bv_doc_id__36_d27e2197
zur	bv_doc_id__36_d27e2199
Abstinnung	bv_doc_id__36_d27e2202
<g/>
,	
das	bv_doc_id__36_d27e2206
die	bv_doc_id__36_d27e2208
Dreiteilung	bv_doc_id__36_d27e2210
beizthalten	bv_doc_id__36_d27e2212
get	bv_doc_id__36_d27e2215
<g/>
,	
wanit	bv_doc_id__36_d27e2219
implichte	bv_doc_id__36_d27e2221
festgestellt	bv_doc_id__36_d27e2223
wird	bv_doc_id__36_d27e2225
<g/>
,	
daß	bv_doc_id__36_d27e2230
alles	bv_doc_id__36_d27e2232
<g/>
,	
was	bv_doc_id__36_d27e2236
nicht	bv_doc_id__36_d27e2238
ausdrücklich	bv_doc_id__36_d27e2241
den	bv_doc_id__36_d27e2243
Kunde	bv_doc_id__36_d27e2245
verbehalten	bv_doc_id__36_d27e2247
ist	bv_doc_id__36_d27e2249
<g/>
,	
in	bv_doc_id__36_d27e2254
den	bv_doc_id__36_d27e2256
Uirkungekreis	bv_doc_id__36_d27e2258
der	bv_doc_id__36_d27e2260
Lünder	bv_doc_id__36_d27e2262
fallt	bv_doc_id__36_d27e2264
<g/>
(	
Antrag	bv_doc_id__36_d27e2269
angenommen	bv_doc_id__36_d27e2271
<g/>
).	
seiters	bv_doc_id__36_d27e2275
beantragt	bv_doc_id__36_d27e2277
er	bv_doc_id__36_d27e2280
<g/>
,	
dad	bv_doc_id__36_d27e2284
mit	bv_doc_id__36_d27e2286
Rücksient	bv_doc_id__36_d27e2288
auf	bv_doc_id__36_d27e2290
die	bv_doc_id__36_d27e2293
vorliegende	bv_doc_id__36_d27e2295
Cegenüberstellung	bv_doc_id__36_d27e2297
des	bv_doc_id__36_d27e2299
carietlica-sozialen	bv_doc_id__36_d27e2301
und	bv_doc_id__36_d27e2303
des	bv_doc_id__36_d27e2306
sozialdenokratischen	bv_doc_id__36_d27e2308
Entwarfes	bv_doc_id__36_d27e2310
in	bv_doc_id__36_d27e2312
der	bv_doc_id__36_d27e2314
linzer	bv_doc_id__36_d27e2316
rassung	bv_doc_id__36_d27e2319
<g/>
-	
der	bv_doc_id__36_d27e2323
großdeutsche	bv_doc_id__36_d27e2325
entnurf	bv_doc_id__36_d27e2327
wird	bv_doc_id__36_d27e2329
sieh	bv_doc_id__36_d27e2332
unschner	bv_doc_id__36_d27e2334
mitbenandeln	bv_doc_id__36_d27e2336
lassen	bv_doc_id__36_d27e2338
<g/>
.	
den	bv_doc_id__36_d27e2342
inzer	bv_doc_id__36_d27e2345
Intwurf	bv_doc_id__36_d27e2347
als	bv_doc_id__36_d27e2349
Grundiage	bv_doc_id__36_d27e2351
der	bv_doc_id__36_d27e2353
Verhandiung	bv_doc_id__36_d27e2355
zu	bv_doc_id__36_d27e2358
nehnen	bv_doc_id__36_d27e2360
<g/>
,	
wobei	bv_doc_id__36_d27e2364
es	bv_doc_id__36_d27e2366
notim	bv_doc_id__36_d27e2368
Art.	bv_doc_id__36_d27e2371
10.	bv_doc_id__36_d27e2373
wendig	bv_doc_id__36_d27e2375
sein	bv_doc_id__36_d27e2377
wird	bv_doc_id__36_d27e2379
<g/>
,	
is	bv_doc_id__36_d27e2384
nur	bv_doc_id__36_d27e2386
teitreien	bv_doc_id__36_d27e2388
benandelte	bv_doc_id__36_d27e2390
Dinge	bv_doc_id__36_d27e2392
geneindan	bv_doc_id__36_d27e2394
mit	bv_doc_id__36_d27e2397
Frt	bv_doc_id__36_d27e2399
<g/>
.	
11	bv_doc_id__36_d27e2403
zu	bv_doc_id__36_d27e2405
benandeln	bv_doc_id__36_d27e2407
<g/>
.	
<g/>
(	
angenomnen	bv_doc_id__36_d27e2414
<g/>
).	
leitet	bv_doc_id__36_d27e2418
hierauf	bv_doc_id__36_d27e2420
EingelDer	bv_doc_id__36_d27e2423
VorsitzendNeßerabungen	bv_doc_id__36_d27e2425
ein	bv_doc_id__36_d27e2427
und	bv_doc_id__36_d27e2429
das	bv_doc_id__36_d27e2431
Subkomitée	bv_doc_id__36_d27e2433
besculießt	bv_doc_id__36_d27e2436
über	bv_doc_id__36_d27e2438
seinen	bv_doc_id__36_d27e2440
Antrag	bv_doc_id__36_d27e2442
<g/>
,	
daß	bv_doc_id__36_d27e2446
abs	bv_doc_id__36_d27e2449
<g/>
.	
1	bv_doc_id__36_d27e2453
des	bv_doc_id__36_d27e2455
Art.10	bv_doc_id__36_d27e2457
zu	bv_doc_id__36_d27e2459
lauten	bv_doc_id__36_d27e2462
het	bv_doc_id__36_d27e2464
<g/>
:	
Fundessache	bv_doc_id__36_d27e2468
ist	bv_doc_id__36_d27e2470
die	bv_doc_id__36_d27e2472
Gertzgehung	bv_doc_id__36_d27e2475
und	bv_doc_id__36_d27e2477
Voliziehung	bv_doc_id__36_d27e2479
in	bv_doc_id__36_d27e2481
falcens	bv_doc_id__36_d27e2483
den	bv_doc_id__36_d27e2485
Argelegenheiten	bv_doc_id__36_d27e2488
<g/>
.	
In	bv_doc_id__36_d27e2492
Felgenden	bv_doc_id__36_d27e2494
daben	bv_doc_id__36_d27e2496
darn	bv_doc_id__36_d27e2498
die	bv_doc_id__36_d27e2501
Gestinnten	bv_doc_id__36_d27e2503
Ertikeln	bv_doc_id__36_d27e2505
zu	bv_doc_id__36_d27e2507
entfallen	bv_doc_id__36_d27e2509
<g/>
.	
zu	bv_doc_id__36_d27e2514
rkt	bv_doc_id__36_d27e2516
<g/>
.	
I	bv_doc_id__36_d27e2520
empfichlt	bv_doc_id__36_d27e2522
der	bv_doc_id__36_d27e2524
Berichterstatter	bv_doc_id__36_d27e2527
nach	bv_doc_id__36_d27e2529
den	bv_doc_id__36_d27e2531
Tort	bv_doc_id__36_d27e2533
<g/>
,	
Ausland	bv_doc_id__36_d27e2537
einenZügen	bv_doc_id__36_d27e2540
<g/>
:	
lusbesondere	bv_doc_id__36_d27e2544
der	bv_doc_id__36_d27e2546
abschlutallen	bv_doc_id__36_d27e2548
7	bv_doc_id__36_d27e2553
zwar	bv_doc_id__36_d27e2558
nach	bv_doc_id__36_d27e2560
Arscheu	bv_doc_id__36_d27e2562
Frärel	bv_doc_id__36_d27e2564
<g/>
.	
ung	bv_doc_id__36_d27e2569
des	bv_doc_id__36_d27e2571
Staubssekretire	bv_doc_id__36_d27e2573
tr	bv_doc_id__36_d27e2575
<g/>
.	
larr	bv_doc_id__36_d27e2579
nient	bv_doc_id__36_d27e2582
notwendig	bv_doc_id__36_d27e2584
sei	bv_doc_id__36_d27e2586
<g/>
,	
aber	bv_doc_id__36_d27e2590
<g/>
,	
e	bv_doc_id__36_d27e2595
—einen	bv_doc_id__36_d27e2597
wische	bv_doc_id__36_d27e2599
des	bv_doc_id__36_d27e2601
Stautsantes	bv_doc_id__36_d27e2603
für	bv_doc_id__36_d27e2605
Kenseres	bv_doc_id__36_d27e2608
entgegenkonnk	bv_doc_id__36_d27e2610
<g/>
,	
-	bv_doc_id__36_d27e2614
<g/>
.	
Nächden	bv_doc_id__36_d27e2618
auch	bv_doc_id__36_d27e2621
Pros	bv_doc_id__36_d27e2623
<g/>
.	
Dr	bv_doc_id__36_d27e2627
<g/>
.	
elsen	bv_doc_id__36_d27e2631
diesen	bv_doc_id__36_d27e2634
Vornchtag	bv_doc_id__36_d27e2636
unterstütri	bv_doc_id__36_d27e2638
<g/>
.	
weil	bv_doc_id__36_d27e2642
sich	bv_doc_id__36_d27e2644
in	bv_doc_id__36_d27e2647
den	bv_doc_id__36_d27e2649
Fändern	bv_doc_id__36_d27e2651
die	bv_doc_id__36_d27e2653
Fendenz	bv_doc_id__36_d27e2655
zum	bv_doc_id__36_d27e2657
Abschluß	bv_doc_id__36_d27e2660
von	bv_doc_id__36_d27e2662
Staatsvertrügen	bv_doc_id__36_d27e2664
zeige	bv_doc_id__36_d27e2666
<g/>
,	
wird	bv_doc_id__36_d27e2670
der	bv_doc_id__36_d27e2673
Antrag	bv_doc_id__36_d27e2675
angenomnen	bv_doc_id__36_d27e2677
<g/>
.	
In	bv_doc_id__36_d27e2681
diesem	bv_doc_id__36_d27e2683
Zusamnennänge	bv_doc_id__36_d27e2686
gelangt	bv_doc_id__36_d27e2688
auch	bv_doc_id__36_d27e2690
die	bv_doc_id__36_d27e2692
Frage	bv_doc_id__36_d27e2694
zur	bv_doc_id__36_d27e2696
Trörterung	bv_doc_id__36_d27e2699
<g/>
,	
wer	bv_doc_id__36_d27e2703
zur	bv_doc_id__36_d27e2705
Kriegserklärung	bv_doc_id__36_d27e2707
kompetent	bv_doc_id__36_d27e2709
sei	bv_doc_id__36_d27e2712
<g/>
,	
wobei	bv_doc_id__36_d27e2716
itaatssekretär	bv_doc_id__36_d27e2718
Dr	bv_doc_id__36_d27e2720
<g/>
.	
Mayr	bv_doc_id__36_d27e2725
dur	bv_doc_id__36_d27e2727
die	bv_doc_id__36_d27e2729
Schrierigkeit	bv_doc_id__36_d27e2731
hinweist	bv_doc_id__36_d27e2733
<g/>
;	
daß	bv_doc_id__36_d27e2738
es	bv_doc_id__36_d27e2740
noch	bv_doc_id__36_d27e2742
nicht	bv_doc_id__36_d27e2744
eicher	bv_doc_id__36_d27e2746
sei	bv_doc_id__36_d27e2748
<g/>
,	
in	bv_doc_id__36_d27e2753
welcher	bv_doc_id__36_d27e2755
Form	bv_doc_id__36_d27e2757
die	bv_doc_id__36_d27e2759
Gesetzgebung	bv_doc_id__36_d27e2761
durchgefüart	bv_doc_id__36_d27e2764
wird	bv_doc_id__36_d27e2766
<g/>
.	
-	bv_doc_id__36_d27e2770
Bundeerat	bv_doc_id__36_d27e2772
oder	bv_doc_id__36_d27e2774
dundestug	bv_doc_id__36_d27e2777
<g/>
.	
Ia	bv_doc_id__36_d27e2781
sei	bv_doc_id__36_d27e2783
fraglich	bv_doc_id__36_d27e2785
<g/>
,	
welche	bv_doc_id__36_d27e2790
orgabe	bv_doc_id__36_d27e2792
ein	bv_doc_id__36_d27e2794
solches	bv_doc_id__36_d27e2796
besetz	bv_doc_id__36_d27e2798
zu	bv_doc_id__36_d27e2800
beschließen	bv_doc_id__36_d27e2803
<g/>
.	
hätten	bv_doc_id__36_d27e2807
<g/>
,	
nicht	bv_doc_id__36_d27e2811
fraglich	bv_doc_id__36_d27e2813
gei	bv_doc_id__36_d27e2816
es	bv_doc_id__36_d27e2818
aber	bv_doc_id__36_d27e2820
<g/>
,	
daß	bv_doc_id__36_d27e2824
die	bv_doc_id__36_d27e2826
Länder	bv_doc_id__36_d27e2829
eine	bv_doc_id__36_d27e2831
Kriegserzlärung	bv_doc_id__36_d27e2833
nicht	bv_doc_id__36_d27e2835
beschließen	bv_doc_id__36_d27e2837
können	bv_doc_id__36_d27e2839
<g/>
.	
Prof	bv_doc_id__36_d27e2844
<g/>
.	
Dr	bv_doc_id__36_d27e2848
<g/>
.	
Kelsen	bv_doc_id__36_d27e2852
gibt	bv_doc_id__36_d27e2855
zu	bv_doc_id__36_d27e2857
bedenken	bv_doc_id__36_d27e2859
<g/>
,	
das	bv_doc_id__36_d27e2863
wir	bv_doc_id__36_d27e2865
nach	bv_doc_id__36_d27e2868
dem	bv_doc_id__36_d27e2870
Friedensvertrag	bv_doc_id__36_d27e2872
keinch	bv_doc_id__36_d27e2874
Trieg	bv_doc_id__36_d27e2876
fuhren	bv_doc_id__36_d27e2878
dürfen	bv_doc_id__36_d27e2881
und	bv_doc_id__36_d27e2883
auch	bv_doc_id__36_d27e2885
kein	bv_doc_id__36_d27e2887
lnetrament	bv_doc_id__36_d27e2889
dafür	bv_doc_id__36_d27e2891
schon	bv_doc_id__36_d27e2894
das	bv_doc_id__36_d27e2896
politihaben	bv_doc_id__36_d27e2898
<g/>
.	
wirdeessich	bv_doc_id__36_d27e2902
senen	bv_doc_id__36_d27e2904
Tründenfnicat	bv_doc_id__36_d27e2907
enpfeulen	bv_doc_id__36_d27e2909
<g/>
,	
au	bv_doc_id__36_d27e2913
die	bv_doc_id__36_d27e2915
spitze	bv_doc_id__36_d27e2917
dieser	bv_doc_id__36_d27e2920
Verfussung	bv_doc_id__36_d27e2922
die	bv_doc_id__36_d27e2924
Kriegserklärung	bv_doc_id__36_d27e2926
zu	bv_doc_id__36_d27e2928
stellen	bv_doc_id__36_d27e2930
<g/>
.	
flch	bv_doc_id__36_d27e2935
Staatssekreter	bv_doc_id__36_d27e2937
Nr	bv_doc_id__36_d27e2939
<g/>
.	
12Ir	bv_doc_id__36_d27e2943
möchte	bv_doc_id__36_d27e2946
nur	bv_doc_id__36_d27e2948
das	bv_doc_id__36_d27e2950
unbedingt	bv_doc_id__36_d27e2952
Notwendige	bv_doc_id__36_d27e2954
aufnehmen	bv_doc_id__36_d27e2956
<g/>
.	
Funkt	bv_doc_id__36_d27e2961
2	bv_doc_id__36_d27e2963
wird	bv_doc_id__36_d27e2965
in	bv_doc_id__36_d27e2967
der	bv_doc_id__36_d27e2969
inzer	bv_doc_id__36_d27e2972
Fasenee	bv_doc_id__36_d27e2974
angenommen	bv_doc_id__36_d27e2976
<g/>
,	
Nar	bv_doc_id__36_d27e2980
wird	bv_doc_id__36_d27e2982
über	bv_doc_id__36_d27e2985
antrag	bv_doc_id__36_d27e2987
des	bv_doc_id__36_d27e2989
8	bv_doc_id__36_d27e2993
Vorsitzenden	bv_doc_id__36_d27e2998
anstatt	bv_doc_id__36_d27e3000
des	bv_doc_id__36_d27e3002
lortes	bv_doc_id__36_d27e3004
<g/>
,	
dieseur	bv_doc_id__36_d27e3009
das	bv_doc_id__36_d27e3011
dort	bv_doc_id__36_d27e3013
<g/>
,	
lan	bv_doc_id__36_d27e3017
gesetzt	bv_doc_id__36_d27e3019
<g/>
.	
Dei	bv_doc_id__36_d27e3024
Pkt	bv_doc_id__36_d27e3026
<g/>
.	
3	bv_doc_id__36_d27e3030
entwickelt	bv_doc_id__36_d27e3032
sich	bv_doc_id__36_d27e3035
über	bv_doc_id__36_d27e3037
die	bv_doc_id__36_d27e3039
Einfährung	bv_doc_id__36_d27e3041
der	bv_doc_id__36_d27e3043
Pürgerliste	bv_doc_id__36_d27e3045
eine	bv_doc_id__36_d27e3048
längere	bv_doc_id__36_d27e3050
Auseinandersetzung	bv_doc_id__36_d27e3052
<g/>
,	
in	bv_doc_id__36_d27e3056
deren	bv_doc_id__36_d27e3058
Verlauf	bv_doc_id__36_d27e3061
Win	bv_doc_id__36_d27e3063
<g/>
.	
tat	bv_doc_id__36_d27e3067
Dri	bv_doc_id__36_d27e3069
Prbeklich	bv_doc_id__36_d27e3071
und	bv_doc_id__36_d27e3074
Sekt	bv_doc_id__36_d27e3076
<g/>
.	
tat	bv_doc_id__36_d27e3080
dr	bv_doc_id__36_d27e3082
<g/>
.	
Mannlicher	bv_doc_id__36_d27e3087
den	bv_doc_id__36_d27e3089
Vert	bv_doc_id__36_d27e3091
der	bv_doc_id__36_d27e3093
Führung	bv_doc_id__36_d27e3095
solcher	bv_doc_id__36_d27e3097
listen	bv_doc_id__36_d27e3100
nach	bv_doc_id__36_d27e3102
belgischen	bv_doc_id__36_d27e3104
Muster	bv_doc_id__36_d27e3106
mit	bv_doc_id__36_d27e3108
<g/>
)	
der	bv_doc_id__36_d27e3113
Vichtigkeit	bv_doc_id__36_d27e3115
dieses	bv_doc_id__36_d27e3117
Behelfes	bv_doc_id__36_d27e3119
besi	bv_doc_id__36_d27e3121
wahlen	bv_doc_id__36_d27e3123
in	bv_doc_id__36_d27e3126
den	bv_doc_id__36_d27e3128
Bundestag	bv_doc_id__36_d27e3130
und	bv_doc_id__36_d27e3132
bei	bv_doc_id__36_d27e3134
Volksabstinmungen	bv_doc_id__36_d27e3136
begränden	bv_doc_id__36_d27e3139
<g/>
,	
Dr	bv_doc_id__36_d27e3143
<g/>
.	
Danneberg	bv_doc_id__36_d27e3147
und	bv_doc_id__36_d27e3149
X	bv_doc_id__36_d27e3152
<g/>
.	
12-	bv_doc_id__36_d27e3156
dgrach	bv_doc_id__36_d27e3158
aber	bv_doc_id__36_d27e3160
der	bv_doc_id__36_d27e3162
Anschauung	bv_doc_id__36_d27e3165
<g/>
(	
sind	bv_doc_id__36_d27e3169
<g/>
,	
daß	bv_doc_id__36_d27e3173
bpi	bv_doc_id__36_d27e3175
den	bv_doc_id__36_d27e3178
ranlen	bv_doc_id__36_d27e3180
<g/>
,	
trotzdem	bv_doc_id__36_d27e3184
wehgen	bv_doc_id__36_d27e3186
der	bv_doc_id__36_d27e3188
unvermeidlichen	bv_doc_id__36_d27e3191
Mangelhaftigheit	bv_doc_id__36_d27e3193
solcher	bv_doc_id__36_d27e3195
Aufzeichnungen	bv_doc_id__36_d27e3197
jedesnal	bv_doc_id__36_d27e3199
nehe	bv_doc_id__36_d27e3201
fählerlisten	bv_doc_id__36_d27e3204
unentbehrlich	bv_doc_id__36_d27e3206
wären	bv_doc_id__36_d27e3208
uhd	bv_doc_id__36_d27e3210
die	bv_doc_id__36_d27e3212
Zosten	bv_doc_id__36_d27e3214
der	bv_doc_id__36_d27e3217
Fridenthaltung	bv_doc_id__36_d27e3219
ramentlich	bv_doc_id__36_d27e3221
in	bv_doc_id__36_d27e3223
der	bv_doc_id__36_d27e3225
Miltionenstadt	bv_doc_id__36_d27e3227
Wien	bv_doc_id__36_d27e3230
die	bv_doc_id__36_d27e3232
Finanzielle	bv_doc_id__36_d27e3234
letsthöfsfanigkeit	bv_doc_id__36_d27e3236
des	bv_doc_id__36_d27e3238
Silastes	bv_doc_id__36_d27e3240
meit	bv_doc_id__36_d27e3243
übersteigen	bv_doc_id__36_d27e3245
<g/>
.	
Zeinesfalls	bv_doc_id__36_d27e3249
dürfe	bv_doc_id__36_d27e3251
die	bv_doc_id__36_d27e3253
Khfnanne	bv_doc_id__36_d27e3256
in	bv_doc_id__36_d27e3258
Die	bv_doc_id__36_d27e3260
Bürgerliste	bv_doc_id__36_d27e3262
an	bv_doc_id__36_d27e3264
eine	bv_doc_id__36_d27e3266
gesißee	bv_doc_id__36_d27e3269
Seshartigkeit	bv_doc_id__36_d27e3271
gebunden	bv_doc_id__36_d27e3273
werden	bv_doc_id__36_d27e3275
<g/>
.	
Staafssekretär	bv_doc_id__36_d27e3279
Dr	bv_doc_id__36_d27e3282
<g/>
.	
Ma	bv_doc_id__36_d27e3286
y	bv_doc_id__36_d27e3288
r	bv_doc_id__36_d27e3290
erklärt	bv_doc_id__36_d27e3292
<g/>
,	
er	bv_doc_id__36_d27e3297
habe	bv_doc_id__36_d27e3299
<g/>
(	
sich	bv_doc_id__36_d27e3303
verpflichtet	bv_doc_id__36_d27e3305
gefühlt	bv_doc_id__36_d27e3308
<g/>
,	
nervorzuheben	bv_doc_id__36_d27e3312
<g/>
,	
das	bv_doc_id__36_d27e3316
die	bv_doc_id__36_d27e3318
Traxis	bv_doc_id__36_d27e3321
für	bv_doc_id__36_d27e3323
die	bv_doc_id__36_d27e3325
Bürgerlisten	bv_doc_id__36_d27e3327
spreche	bv_doc_id__36_d27e3329
<g/>
,	
während	bv_doc_id__36_d27e3334
Dr	bv_doc_id__36_d27e3336
<g/>
.	
Selpel	bv_doc_id__36_d27e3340
gegen	bv_doc_id__36_d27e3342
eine	bv_doc_id__36_d27e3344
Streichung	bv_doc_id__36_d27e3347
des	bv_doc_id__36_d27e3349
Beisatzee	bv_doc_id__36_d27e3351
nichts	bv_doc_id__36_d27e3353
einzuwenden	bv_doc_id__36_d27e3355
hat	bv_doc_id__36_d27e3357
<g/>
,	
weil	bv_doc_id__36_d27e3362
die	bv_doc_id__36_d27e3364
Angelegenheit	bv_doc_id__36_d27e3366
noch	bv_doc_id__36_d27e3368
nieut	bv_doc_id__36_d27e3370
spruchreif	bv_doc_id__36_d27e3373
sei	bv_doc_id__36_d27e3375
<g/>
.	
da	bv_doc_id__36_d27e3379
auch	bv_doc_id__36_d27e3381
der	bv_doc_id__36_d27e3383
Voreitzknde	bv_doc_id__36_d27e3386
den	bv_doc_id__36_d27e3388
Beisatz	bv_doc_id__36_d27e3390
nicht	bv_doc_id__36_d27e3392
für	bv_doc_id__36_d27e3394
notwendiehält	bv_doc_id__36_d27e3396
<g/>
,	
weil	bv_doc_id__36_d27e3401
die	bv_doc_id__36_d27e3403
Voltzienung	bv_doc_id__36_d27e3405
in	bv_doc_id__36_d27e3407
aulangeflegenheiten	bv_doc_id__36_d27e3409
9	bv_doc_id__36_d27e3414
7	bv_doc_id__36_d27e3419
vor	bv_doc_id__36_d27e3421
dem	bv_doc_id__36_d27e3423
Worte	bv_doc_id__36_d27e3425
<g/>
,	
Bundesfinanzen	bv_doc_id__36_d27e3430
und	bv_doc_id__36_d27e3435
vol	bv_doc_id__36_d27e3437
indessachs	bv_doc_id__36_d27e3439
set	bv_doc_id__36_d27e3441
daher	bv_doc_id__36_d27e3443
<g/>
(	
Bundesregierung	bv_doc_id__36_d27e3448
unddie	bv_doc_id__36_d27e3450
e	bv_doc_id__36_d27e3452
enterung	bv_doc_id__36_d27e3454
etwer	bv_doc_id__36_d27e3456
bürgerliste	bv_doc_id__36_d27e3459
verfügen	bv_doc_id__36_d27e3461
könne	bv_doc_id__36_d27e3463
<g/>
,	
wird	bv_doc_id__36_d27e3467
gunkts1	bv_doc_id__36_d27e3469
der	bv_doc_id__36_d27e3472
Tessuag	bv_doc_id__36_d27e3474
des	bv_doc_id__36_d27e3476
Entwarfee	bv_doc_id__36_d27e3478
augesonne	bv_doc_id__36_d27e3480
jedoch	bv_doc_id__36_d27e3482
entrattt	bv_doc_id__36_d27e3485
der	bv_doc_id__36_d27e3487
Sechsatz	bv_doc_id__36_d27e3489
<g/>
,	
sonie	bv_doc_id__36_d27e3493
die	bv_doc_id__36_d27e3495
Einrichtung	bv_doc_id__36_d27e3498
und	bv_doc_id__36_d27e3500
Wiürung	bv_doc_id__36_d27e3502
der	bv_doc_id__36_d27e3504
Bür	bv_doc_id__36_d27e3506
<g/>
,	
er	bv_doc_id__36_d27e3511
Tister	bv_doc_id__36_d27e3513
<g/>
.	
Ei	bv_doc_id__36_d27e3517
Reginne	bv_doc_id__36_d27e3519
des	bv_doc_id__36_d27e3521
Mettes	bv_doc_id__36_d27e3524
4hit	bv_doc_id__36_d27e3526
in	bv_doc_id__36_d27e3528
Gegensatz	bv_doc_id__36_d27e3530
zur	bv_doc_id__36_d27e3532
sonstigen	bv_doc_id__36_d27e3534
Streiehung	bv_doc_id__36_d27e3537
der	bv_doc_id__36_d27e3539
bestimnte	bv_doc_id__36_d27e3541
Artikel	bv_doc_id__36_d27e3543
<g/>
)	
stehen	bv_doc_id__36_d27e3547
zu	bv_doc_id__36_d27e3550
bleiben	bv_doc_id__36_d27e3552
<g/>
,	
hinrichtlieh	bv_doc_id__36_d27e3556
des	bv_doc_id__36_d27e3558
übrigeh	bv_doc_id__36_d27e3560
ortlautes	bv_doc_id__36_d27e3563
verweist	bv_doc_id__36_d27e3565
der	bv_doc_id__36_d27e3567
Voreitzenke	bv_doc_id__36_d27e3569
auf	bv_doc_id__36_d27e3571
den	bv_doc_id__36_d27e3573
feraerlöchen	bv_doc_id__36_d27e3576
Antwurz	bv_doc_id__36_d27e3578
<g/>
,	
dersaiar	bv_doc_id__36_d27e3582
überall	bv_doc_id__36_d27e3584
<g/>
,	
wo	bv_doc_id__36_d27e3589
vor	bv_doc_id__36_d27e3591
den	bv_doc_id__36_d27e3593
Ländern	bv_doc_id__36_d27e3595
die	bv_doc_id__36_d27e3597
fiede	bv_doc_id__36_d27e3599
ist	bv_doc_id__36_d27e3602
<g/>
,	
auch	bv_doc_id__36_d27e3606
die	bv_doc_id__36_d27e3608
Semeindent	bv_doc_id__36_d27e3610
