<doc id="bv_doc_id__5" attrs="word lemma type">
Erster	bv_doc_id__5_d38e564
Beamte	bv_doc_id__5_d38e17065
werden	bv_doc_id__5_d38e17068
beseitigt	bv_doc_id__5_d38e17070
<g/>
.	
Die	bv_doc_id__5_d38e17077
Grundlagen	bv_doc_id__5_d38e17079
des	bv_doc_id__5_d38e17081
Beamtenverhältnisses	bv_doc_id__5_d38e17083
sind	bv_doc_id__5_d38e17085
durch	bv_doc_id__5_d38e17088
Bundesgesetz	bv_doc_id__5_d38e17090
zuregeln	bv_doc_id__5_d38e17092
<g/>
.	
Art.	bv_doc_id__5_d38e17102
144.	bv_doc_id__5_d38e17104
Die	bv_doc_id__5_d38e17109
Anstellung	bv_doc_id__5_d38e17111
der	bv_doc_id__5_d38e17113
Beamten	bv_doc_id__5_d38e17115
erfolgt	bv_doc_id__5_d38e17117
auf	bv_doc_id__5_d38e17120
Lebenszeit	bv_doc_id__5_d38e17122
<g/>
,	
soweit	bv_doc_id__5_d38e17126
nicht	bv_doc_id__5_d38e17128
durch	bv_doc_id__5_d38e17130
Gesetz	bv_doc_id__5_d38e17133
etwas	bv_doc_id__5_d38e17135
anderes	bv_doc_id__5_d38e17137
bestimmt	bv_doc_id__5_d38e17139
ist	bv_doc_id__5_d38e17141
<g/>
.	
Ruhegehalt	bv_doc_id__5_d38e17146
und	bv_doc_id__5_d38e17148
Hinterbliebenenversorgung	bv_doc_id__5_d38e17150
werden	bv_doc_id__5_d38e17152
gesetzlich	bv_doc_id__5_d38e17154
geregelt	bv_doc_id__5_d38e17156
<g/>
.	
Die	bv_doc_id__5_d38e17161
wohlerworbenen	bv_doc_id__5_d38e17163
Rechte	bv_doc_id__5_d38e17165
der	bv_doc_id__5_d38e17167
Beamten	bv_doc_id__5_d38e17169
sind	bv_doc_id__5_d38e17172
unverletzlich	bv_doc_id__5_d38e17174
<g/>
.	
Für	bv_doc_id__5_d38e17178
die	bv_doc_id__5_d38e17180
vermögensrechtlichen	bv_doc_id__5_d38e17182
Ansprüche	bv_doc_id__5_d38e17185
der	bv_doc_id__5_d38e17187
Beamten	bv_doc_id__5_d38e17189
steht	bv_doc_id__5_d38e17191
der	bv_doc_id__5_d38e17193
Rechtsweg	bv_doc_id__5_d38e17195
offen	bv_doc_id__5_d38e17198
<g/>
.	
Die	bv_doc_id__5_d38e17205
Beamten	bv_doc_id__5_d38e17207
können	bv_doc_id__5_d38e17209
nur	bv_doc_id__5_d38e17211
unter	bv_doc_id__5_d38e17213
den	bv_doc_id__5_d38e17216
gesetzlich	bv_doc_id__5_d38e17218
bestimmten	bv_doc_id__5_d38e17220
Voraussetzungen	bv_doc_id__5_d38e17222
und	bv_doc_id__5_d38e17224
Formen	bv_doc_id__5_d38e17226
vorläufig	bv_doc_id__5_d38e17229
ihres	bv_doc_id__5_d38e17231
Amtes	bv_doc_id__5_d38e17233
enthoben	bv_doc_id__5_d38e17235
<g/>
,	
einstweilen	bv_doc_id__5_d38e17239
oder	bv_doc_id__5_d38e17242
endgültig	bv_doc_id__5_d38e17244
in	bv_doc_id__5_d38e17246
den	bv_doc_id__5_d38e17248
Ruhestand	bv_doc_id__5_d38e17250
oder	bv_doc_id__5_d38e17252
in	bv_doc_id__5_d38e17255
ein	bv_doc_id__5_d38e17257
anderes	bv_doc_id__5_d38e17259
Amt	bv_doc_id__5_d38e17261
mit	bv_doc_id__5_d38e17263
geringerem	bv_doc_id__5_d38e17265
Gehalt	bv_doc_id__5_d38e17268
versetzt	bv_doc_id__5_d38e17270
werden	bv_doc_id__5_d38e17272
<g/>
.	
Gegen	bv_doc_id__5_d38e17279
jedes	bv_doc_id__5_d38e17281
dienstliche	bv_doc_id__5_d38e17283
Straferkenntnis	bv_doc_id__5_d38e17285
muß	bv_doc_id__5_d38e17287
ein	bv_doc_id__5_d38e17290
Beschwerdeweg	bv_doc_id__5_d38e17292
und	bv_doc_id__5_d38e17294
die	bv_doc_id__5_d38e17296
Möglich-	bv_doc_id__5_d38e17298
keit	bv_doc_id__5_d38e17303
eines	bv_doc_id__5_d38e17305
Wiederaufnahmeverfahrens	bv_doc_id__5_d38e17307
eröffnet	bv_doc_id__5_d38e17309
sein	bv_doc_id__5_d38e17311
<g/>
.	
In	bv_doc_id__5_d38e17316
die	bv_doc_id__5_d38e17318
Nachweise	bv_doc_id__5_d38e17320
über	bv_doc_id__5_d38e17322
die	bv_doc_id__5_d38e17324
Person	bv_doc_id__5_d38e17326
des	bv_doc_id__5_d38e17329
Beamten	bv_doc_id__5_d38e17331
sind	bv_doc_id__5_d38e17333
Eintragungen	bv_doc_id__5_d38e17335
von	bv_doc_id__5_d38e17337
ihm	bv_doc_id__5_d38e17339
ungünstigen	bv_doc_id__5_d38e17342
Tatsachen	bv_doc_id__5_d38e17344
erst	bv_doc_id__5_d38e17346
vorzunehmen	bv_doc_id__5_d38e17348
<g/>
,	
wenn	bv_doc_id__5_d38e17352
dem	bv_doc_id__5_d38e17355
Beamten	bv_doc_id__5_d38e17357
Gelegenheit	bv_doc_id__5_d38e17359
gegeben	bv_doc_id__5_d38e17361
war	bv_doc_id__5_d38e17363
<g/>
,	
sich	bv_doc_id__5_d38e17368
über	bv_doc_id__5_d38e17370
sie	bv_doc_id__5_d38e17372
zu	bv_doc_id__5_d38e17374
äußern	bv_doc_id__5_d38e17376
<g/>
.	
Dem	bv_doc_id__5_d38e17381
Beamten	bv_doc_id__5_d38e17383
ist	bv_doc_id__5_d38e17385
Einsicht	bv_doc_id__5_d38e17387
in	bv_doc_id__5_d38e17389
seine	bv_doc_id__5_d38e17391
Personalnachweise	bv_doc_id__5_d38e17394
zu	bv_doc_id__5_d38e17396
gewähren	bv_doc_id__5_d38e17398
<g/>
.	
Die	bv_doc_id__5_d38e17405
Unverletzlichkeit	bv_doc_id__5_d38e17407
der	bv_doc_id__5_d38e17409
wohlerworbenen	bv_doc_id__5_d38e17411
Rechte	bv_doc_id__5_d38e17413
und	bv_doc_id__5_d38e17416
die	bv_doc_id__5_d38e17418
Offenhaltung	bv_doc_id__5_d38e17420
des	bv_doc_id__5_d38e17422
Rechtsweges	bv_doc_id__5_d38e17424
für	bv_doc_id__5_d38e17426
die	bv_doc_id__5_d38e17429
vermögensrechtlichen	bv_doc_id__5_d38e17431
Ansprüche	bv_doc_id__5_d38e17433
werden	bv_doc_id__5_d38e17435
besonders	bv_doc_id__5_d38e17437
auch	bv_doc_id__5_d38e17439
den	bv_doc_id__5_d38e17442
Berufssoldaten	bv_doc_id__5_d38e17444
gewährleistet	bv_doc_id__5_d38e17446
<g/>
.	
Im	bv_doc_id__5_d38e17450
übrigen	bv_doc_id__5_d38e17452
wird	bv_doc_id__5_d38e17455
ihre	bv_doc_id__5_d38e17457
Stellung	bv_doc_id__5_d38e17459
durch	bv_doc_id__5_d38e17461
Bundesgesetz	bv_doc_id__5_d38e17463
geregelt	bv_doc_id__5_d38e17465
<g/>
.	
Art.	bv_doc_id__5_d38e17477
145.	bv_doc_id__5_d38e17479
Die	bv_doc_id__5_d38e17484
Denkmäler	bv_doc_id__5_d38e17486
der	bv_doc_id__5_d38e17488
Kunst	bv_doc_id__5_d38e17490
<g/>
,	
der	bv_doc_id__5_d38e17495
Geschichte	bv_doc_id__5_d38e17497
und	bv_doc_id__5_d38e17499
der	bv_doc_id__5_d38e17501
Natur	bv_doc_id__5_d38e17503
sowie	bv_doc_id__5_d38e17505
die	bv_doc_id__5_d38e17508
Landschaft	bv_doc_id__5_d38e17510
genießen	bv_doc_id__5_d38e17512
den	bv_doc_id__5_d38e17514
Schutz	bv_doc_id__5_d38e17516
und	bv_doc_id__5_d38e17518
die	bv_doc_id__5_d38e17521
Pflege	bv_doc_id__5_d38e17523
des	bv_doc_id__5_d38e17525
Staates	bv_doc_id__5_d38e17527
<g/>
.	
Es	bv_doc_id__5_d38e17534
ist	bv_doc_id__5_d38e17536
Sache	bv_doc_id__5_d38e17538
des	bv_doc_id__5_d38e17540
Bundes	bv_doc_id__5_d38e17542
<g/>
,	
die	bv_doc_id__5_d38e17547
Abwanderung	bv_doc_id__5_d38e17549
des	bv_doc_id__5_d38e17551
Kunstbesitzes	bv_doc_id__5_d38e17553
in	bv_doc_id__5_d38e17555
das	bv_doc_id__5_d38e17558
Ausland	bv_doc_id__5_d38e17560
zu	bv_doc_id__5_d38e17562
verhüten	bv_doc_id__5_d38e17564
<g/>
.	
Art.	bv_doc_id__5_d38e17574
146.	bv_doc_id__5_d38e17576
Der	bv_doc_id__5_d38e17581
Religionsunterricht	bv_doc_id__5_d38e17583
ist	bv_doc_id__5_d38e17585
ordentliches	bv_doc_id__5_d38e17587
Lehrfach	bv_doc_id__5_d38e17589
der	bv_doc_id__5_d38e17592
Schulen	bv_doc_id__5_d38e17594
mit	bv_doc_id__5_d38e17596
Ausnahmen	bv_doc_id__5_d38e17598
der	bv_doc_id__5_d38e17600
bekenntnisfreien	bv_doc_id__5_d38e17602
<g/>
(	
weltlichen	bv_doc_id__5_d38e17607
<g/>
)	
Schulen	bv_doc_id__5_d38e17611
<g/>
.	
Seine	bv_doc_id__5_d38e17615
Erteilung	bv_doc_id__5_d38e17618
wird	bv_doc_id__5_d38e17620
im	bv_doc_id__5_d38e17622
Rahmen	bv_doc_id__5_d38e17624
der	bv_doc_id__5_d38e17626
Schulgesetzgebung	bv_doc_id__5_d38e17628
geregelt	bv_doc_id__5_d38e17631
<g/>
.	
Der	bv_doc_id__5_d38e17635
Religionsunterricht	bv_doc_id__5_d38e17637
wird	bv_doc_id__5_d38e17639
in	bv_doc_id__5_d38e17641
Uebereinstimmung	bv_doc_id__5_d38e17644
mit	bv_doc_id__5_d38e17646
den	bv_doc_id__5_d38e17648
Grundsätzen	bv_doc_id__5_d38e17650
der	bv_doc_id__5_d38e17652
betreffenden	bv_doc_id__5_d38e17654
Religionsgesellschaft	bv_doc_id__5_d38e17657
unbeschadet	bv_doc_id__5_d38e17659
des	bv_doc_id__5_d38e17661
Aufsichtsrechttes	bv_doc_id__5_d38e17663
des	bv_doc_id__5_d38e17665
Staates	bv_doc_id__5_d38e17667
erteilt	bv_doc_id__5_d38e17670
<g/>
.	
Die	bv_doc_id__5_d38e17679
Erteilung	bv_doc_id__5_d38e17681
religiösen	bv_doc_id__5_d38e17683
Unterrichtes	bv_doc_id__5_d38e17685
und	bv_doc_id__5_d38e17687
die	bv_doc_id__5_d38e17690
Vornahme	bv_doc_id__5_d38e17692
kirchlicher	bv_doc_id__5_d38e17694
Verrichtungen	bv_doc_id__5_d38e17696
bleibt	bv_doc_id__5_d38e17698
der	bv_doc_id__5_d38e17700
Willenserklärung	bv_doc_id__5_d38e17703
der	bv_doc_id__5_d38e17705
Lehrer	bv_doc_id__5_d38e17707
<g/>
,	
die	bv_doc_id__5_d38e17711
Teilnahme	bv_doc_id__5_d38e17713
an	bv_doc_id__5_d38e17716
religiösen	bv_doc_id__5_d38e17718
Unterrichtsfächern	bv_doc_id__5_d38e17720
und	bv_doc_id__5_d38e17722
an	bv_doc_id__5_d38e17724
kirchlichen	bv_doc_id__5_d38e17726
Feiern	bv_doc_id__5_d38e17729
und	bv_doc_id__5_d38e17731
Handlungen	bv_doc_id__5_d38e17733
der	bv_doc_id__5_d38e17735
Willenserklärung	bv_doc_id__5_d38e17737
desjenigen	bv_doc_id__5_d38e17739
überlassen	bv_doc_id__5_d38e17742
<g/>
,	
der	bv_doc_id__5_d38e17746
über	bv_doc_id__5_d38e17748
die	bv_doc_id__5_d38e17750
religiöse	bv_doc_id__5_d38e17752
Erziehung	bv_doc_id__5_d38e17755
des	bv_doc_id__5_d38e17757
Kindes	bv_doc_id__5_d38e17759
zu	bv_doc_id__5_d38e17761
bestimmen	bv_doc_id__5_d38e17763
hat	bv_doc_id__5_d38e17765
<g/>
.	
Die	bv_doc_id__5_d38e17773
theologischen	bv_doc_id__5_d38e17775
Fakultäten	bv_doc_id__5_d38e17777
an	bv_doc_id__5_d38e17779
den	bv_doc_id__5_d38e17781
Hochschulen	bv_doc_id__5_d38e17784
bleiben	bv_doc_id__5_d38e17786
erhalten	bv_doc_id__5_d38e17788
<g/>
.	
Art.	bv_doc_id__5_d38e17798
147.	bv_doc_id__5_d38e17800
Die	bv_doc_id__5_d38e17805
Beamten	bv_doc_id__5_d38e17807
sind	bv_doc_id__5_d38e17809
Diener	bv_doc_id__5_d38e17811
der	bv_doc_id__5_d38e17813
Gesamtheit	bv_doc_id__5_d38e17816
<g/>
,	
nicht	bv_doc_id__5_d38e17820
einer	bv_doc_id__5_d38e17822
Partei	bv_doc_id__5_d38e17824
<g/>
.	
Allen	bv_doc_id__5_d38e17831
Beamten	bv_doc_id__5_d38e17833
wird	bv_doc_id__5_d38e17835
die	bv_doc_id__5_d38e17837
Freiheit	bv_doc_id__5_d38e17839
ihrer	bv_doc_id__5_d38e17842
politischen	bv_doc_id__5_d38e17844
Gesinnung	bv_doc_id__5_d38e17846
und	bv_doc_id__5_d38e17848
die	bv_doc_id__5_d38e17850
Vereinigungsfreiheit	bv_doc_id__5_d38e17852
gewährleistet	bv_doc_id__5_d38e17855
<g/>
.	
<g/>
(	
Die	bv_doc_id__5_d38e17864
Beamten	bv_doc_id__5_d38e17866
erhalten	bv_doc_id__5_d38e17868
nach	bv_doc_id__5_d38e17870
näherer	bv_doc_id__5_d38e17873
bundesgesetzlicher	bv_doc_id__5_d38e17875
Bestimmung	bv_doc_id__5_d38e17877
besondere	bv_doc_id__5_d38e17879
Beamtenvertretungen	bv_doc_id__5_d38e17881
<g/>
)?	
Art.	bv_doc_id__5_d38e17891
148.	bv_doc_id__5_d38e17893
Verletzt	bv_doc_id__5_d38e17898
ein	bv_doc_id__5_d38e17900
Beamter	bv_doc_id__5_d38e17902
in	bv_doc_id__5_d38e17904
Ausübung	bv_doc_id__5_d38e17906
der	bv_doc_id__5_d38e17909
ihm	bv_doc_id__5_d38e17911
anvertrauten	bv_doc_id__5_d38e17913
öffentlichen	bv_doc_id__5_d38e17915
Gewalt	bv_doc_id__5_d38e17917
die	bv_doc_id__5_d38e17919
ihm	bv_doc_id__5_d38e17922
einem	bv_doc_id__5_d38e17924
Dritten	bv_doc_id__5_d38e17926
gegenüber	bv_doc_id__5_d38e17928
obliegende	bv_doc_id__5_d38e17930
Amtspflicht	bv_doc_id__5_d38e17932
<g/>
,	
so	bv_doc_id__5_d38e17937
trifft	bv_doc_id__5_d38e17939
die	bv_doc_id__5_d38e17941
Verantwortlichkeit	bv_doc_id__5_d38e17943
grundsätzlich	bv_doc_id__5_d38e17945
den	bv_doc_id__5_d38e17948
Staat	bv_doc_id__5_d38e17950
oder	bv_doc_id__5_d38e17952
dieKörperschaft	bv_doc_id__5_d38e17954
<g/>
,	
in	bv_doc_id__5_d38e17958
deren	bv_doc_id__5_d38e17961
Dienste	bv_doc_id__5_d38e17963
der	bv_doc_id__5_d38e17965
Beamte	bv_doc_id__5_d38e17967
steht	bv_doc_id__5_d38e17969
<g/>
.	
Der	bv_doc_id__5_d38e17974
Rückgriff	bv_doc_id__5_d38e17976
gegen	bv_doc_id__5_d38e17978
den	bv_doc_id__5_d38e17980
Beamten	bv_doc_id__5_d38e17982
bleibt	bv_doc_id__5_d38e17984
vorbehalten	bv_doc_id__5_d38e17987
<g/>
.	
Der	bv_doc_id__5_d38e17991
ordentliche	bv_doc_id__5_d38e17993
Rechtsweg	bv_doc_id__5_d38e17995
darf	bv_doc_id__5_d38e17997
nicht	bv_doc_id__5_d38e18000
ausgeschlossen	bv_doc_id__5_d38e18002
werden	bv_doc_id__5_d38e18004
<g/>
.	
Die	bv_doc_id__5_d38e18011
nähere	bv_doc_id__5_d38e18013
Regelung	bv_doc_id__5_d38e18015
liegt	bv_doc_id__5_d38e18017
der	bv_doc_id__5_d38e18019
zuständigen	bv_doc_id__5_d38e18022
Gesetzgebung	bv_doc_id__5_d38e18024
ob	bv_doc_id__5_d38e18026
<g/>
.	
Art.	bv_doc_id__5_d38e18038
149.	bv_doc_id__5_d38e18040
Jeder	bv_doc_id__5_d38e18045
Staatsbürger	bv_doc_id__5_d38e18047
hat	bv_doc_id__5_d38e18049
nach	bv_doc_id__5_d38e18051
Maßgabe	bv_doc_id__5_d38e18053
der	bv_doc_id__5_d38e18056
Gesetze	bv_doc_id__5_d38e18058
die	bv_doc_id__5_d38e18060
Pflicht	bv_doc_id__5_d38e18062
zur	bv_doc_id__5_d38e18064
Uebernahme	bv_doc_id__5_d38e18066
ehrenamtlicher	bv_doc_id__5_d38e18069
Tätigkeiten	bv_doc_id__5_d38e18071
<g/>
.	
Art.	bv_doc_id__5_d38e18081
150.	bv_doc_id__5_d38e18083
Alle	bv_doc_id__5_d38e18088
Staatsbürger	bv_doc_id__5_d38e18090
sind	bv_doc_id__5_d38e18092
verpflichtet	bv_doc_id__5_d38e18094
<g/>
,	
nach	bv_doc_id__5_d38e18099
Maßgabe	bv_doc_id__5_d38e18101
der	bv_doc_id__5_d38e18103
Gesetze	bv_doc_id__5_d38e18105
persönliche	bv_doc_id__5_d38e18107
Dienste	bv_doc_id__5_d38e18109
für	bv_doc_id__5_d38e18112
den	bv_doc_id__5_d38e18114
Staat	bv_doc_id__5_d38e18116
und	bv_doc_id__5_d38e18118
die	bv_doc_id__5_d38e18120
Gemeinde	bv_doc_id__5_d38e18122
zu	bv_doc_id__5_d38e18125
leisten	bv_doc_id__5_d38e18127
<g/>
.	
Die	bv_doc_id__5_d38e18134
Wehrpflicht	bv_doc_id__5_d38e18136
richtet	bv_doc_id__5_d38e18138
sich	bv_doc_id__5_d38e18140
nach	bv_doc_id__5_d38e18142
den	bv_doc_id__5_d38e18145
Bestimmungen	bv_doc_id__5_d38e18147
des	bv_doc_id__5_d38e18149
Bundeswehrgesetzes	bv_doc_id__5_d38e18151
<g/>
.	
Dieses	bv_doc_id__5_d38e18155
bestimmt	bv_doc_id__5_d38e18158
auch	bv_doc_id__5_d38e18160
<g/>
,	
wieweit	bv_doc_id__5_d38e18164
für	bv_doc_id__5_d38e18166
Angehörige	bv_doc_id__5_d38e18168
der	bv_doc_id__5_d38e18171
Wehrmacht	bv_doc_id__5_d38e18173
zur	bv_doc_id__5_d38e18175
Erfüllung	bv_doc_id__5_d38e18177
ihrer	bv_doc_id__5_d38e18179
Aufgaben	bv_doc_id__5_d38e18181
und	bv_doc_id__5_d38e18184
zur	bv_doc_id__5_d38e18186
Erhaltung	bv_doc_id__5_d38e18188
der	bv_doc_id__5_d38e18190
Mannszucht	bv_doc_id__5_d38e18192
einzelne	bv_doc_id__5_d38e18194
Grundrechte	bv_doc_id__5_d38e18197
einzuschränken	bv_doc_id__5_d38e18199
sind	bv_doc_id__5_d38e18201
<g/>
.	
Art.	bv_doc_id__5_d38e18212
151.	bv_doc_id__5_d38e18214
Alle	bv_doc_id__5_d38e18219
Staatsbürger	bv_doc_id__5_d38e18221
ohne	bv_doc_id__5_d38e18223
Unterschied	bv_doc_id__5_d38e18225
tragen	bv_doc_id__5_d38e18227
im	bv_doc_id__5_d38e18230
Verhältnis	bv_doc_id__5_d38e18232
ihrer	bv_doc_id__5_d38e18234
Mittel	bv_doc_id__5_d38e18236
zu	bv_doc_id__5_d38e18238
allen	bv_doc_id__5_d38e18240
öffentlichen	bv_doc_id__5_d38e18243
Lasten	bv_doc_id__5_d38e18245
nach	bv_doc_id__5_d38e18247
Maßgabe	bv_doc_id__5_d38e18249
der	bv_doc_id__5_d38e18251
Gesetze	bv_doc_id__5_d38e18253
bei	bv_doc_id__5_d38e18256
<g/>
.	
Art.	bv_doc_id__5_d38e18266
152.	bv_doc_id__5_d38e18268
Alle	bv_doc_id__5_d38e18273
Bewohner	bv_doc_id__5_d38e18275
des	bv_doc_id__5_d38e18277
Bundesgebietes	bv_doc_id__5_d38e18279
genießen	bv_doc_id__5_d38e18281
volle	bv_doc_id__5_d38e18284
Glaubens-	bv_doc_id__5_d38e18286
und	bv_doc_id__5_d38e18288
Gewissensfreiheit	bv_doc_id__5_d38e18290
<g/>
.	
Die	bv_doc_id__5_d38e18294
ungestörte	bv_doc_id__5_d38e18297
Religionsübung	bv_doc_id__5_d38e18299
wird	bv_doc_id__5_d38e18301
durch	bv_doc_id__5_d38e18303
die	bv_doc_id__5_d38e18305
Verfassung	bv_doc_id__5_d38e18307
gewährleistet	bv_doc_id__5_d38e18310
und	bv_doc_id__5_d38e18312
steht	bv_doc_id__5_d38e18314
unter	bv_doc_id__5_d38e18316
staatlichem	bv_doc_id__5_d38e18318
Schutz	bv_doc_id__5_d38e18320
<g/>
.	
Die	bv_doc_id__5_d38e18325
allgemeinen	bv_doc_id__5_d38e18327
Staatsgesetze	bv_doc_id__5_d38e18329
bleiben	bv_doc_id__5_d38e18331
hievon	bv_doc_id__5_d38e18333
unberührt	bv_doc_id__5_d38e18336
<g/>
.	
Art.	bv_doc_id__5_d38e18346
153.	bv_doc_id__5_d38e18348
Die	bv_doc_id__5_d38e18353
bürgerlichen	bv_doc_id__5_d38e18355
und	bv_doc_id__5_d38e18357
staatsbürgerli-	bv_doc_id__5_d38e18359
chen	bv_doc_id__5_d38e18364
Rechte	bv_doc_id__5_d38e18366
und	bv_doc_id__5_d38e18368
Pflichten	bv_doc_id__5_d38e18370
werden	bv_doc_id__5_d38e18372
durch	bv_doc_id__5_d38e18374
die	bv_doc_id__5_d38e18377
Ausübung	bv_doc_id__5_d38e18379
der	bv_doc_id__5_d38e18381
Religionsfreiheit	bv_doc_id__5_d38e18383
weder	bv_doc_id__5_d38e18385
bedingt	bv_doc_id__5_d38e18387
noch	bv_doc_id__5_d38e18390
beschränkt	bv_doc_id__5_d38e18392
<g/>
.	
Der	bv_doc_id__5_d38e18399
Genuß	bv_doc_id__5_d38e18401
bürgerlicher	bv_doc_id__5_d38e18403
und	bv_doc_id__5_d38e18405
staatsbürgerlicher	bv_doc_id__5_d38e18407
Rechte	bv_doc_id__5_d38e18410
sowie	bv_doc_id__5_d38e18412
die	bv_doc_id__5_d38e18414
Zulassung	bv_doc_id__5_d38e18416
zu	bv_doc_id__5_d38e18418
öffentlichen	bv_doc_id__5_d38e18420
Aemtern	bv_doc_id__5_d38e18423
sind	bv_doc_id__5_d38e18425
unabhängig	bv_doc_id__5_d38e18427
von	bv_doc_id__5_d38e18429
dem	bv_doc_id__5_d38e18431
religiösen	bv_doc_id__5_d38e18433
Bekenntnis	bv_doc_id__5_d38e18436
<g/>
.	
Niemand	bv_doc_id__5_d38e18443
ist	bv_doc_id__5_d38e18445
verpflichtet	bv_doc_id__5_d38e18447
<g/>
,	
seine	bv_doc_id__5_d38e18451
religiöse	bv_doc_id__5_d38e18454
Ueberzeugung	bv_doc_id__5_d38e18456
zu	bv_doc_id__5_d38e18458
offenbaren	bv_doc_id__5_d38e18460
<g/>
.	
Die	bv_doc_id__5_d38e18464
Behörden	bv_doc_id__5_d38e18467
haben	bv_doc_id__5_d38e18469
nur	bv_doc_id__5_d38e18471
soweit	bv_doc_id__5_d38e18473
das	bv_doc_id__5_d38e18475
Recht	bv_doc_id__5_d38e18477
<g/>
,	
nach	bv_doc_id__5_d38e18482
der	bv_doc_id__5_d38e18484
Zugehörigkeit	bv_doc_id__5_d38e18486
zu	bv_doc_id__5_d38e18488
einer	bv_doc_id__5_d38e18490
Religionsgesellschaft	bv_doc_id__5_d38e18493
zu	bv_doc_id__5_d38e18495
fragen	bv_doc_id__5_d38e18497
<g/>
,	
als	bv_doc_id__5_d38e18501
davon	bv_doc_id__5_d38e18503
Rechte	bv_doc_id__5_d38e18506
und	bv_doc_id__5_d38e18508
Pflichten	bv_doc_id__5_d38e18510
abhängen	bv_doc_id__5_d38e18512
oder	bv_doc_id__5_d38e18514
eine	bv_doc_id__5_d38e18516
gesetzlich	bv_doc_id__5_d38e18519
abgeordnete	bv_doc_id__5_d38e18521
satistische	bv_doc_id__5_d38e18523
Erhebung	bv_doc_id__5_d38e18525
dies	bv_doc_id__5_d38e18527
erfordert	bv_doc_id__5_d38e18529
<g/>
.	
Niemand	bv_doc_id__5_d38e18537
darf	bv_doc_id__5_d38e18539
zu	bv_doc_id__5_d38e18541
einer	bv_doc_id__5_d38e18543
kirchlichen	bv_doc_id__5_d38e18545
Handlung	bv_doc_id__5_d38e18548
oder	bv_doc_id__5_d38e18550
Feierlichkeit	bv_doc_id__5_d38e18552
oder	bv_doc_id__5_d38e18554
zur	bv_doc_id__5_d38e18556
Teilnahme	bv_doc_id__5_d38e18558
an	bv_doc_id__5_d38e18561
religiösen	bv_doc_id__5_d38e18563
Uebungen	bv_doc_id__5_d38e18565
oder	bv_doc_id__5_d38e18567
zur	bv_doc_id__5_d38e18569
Benutzung	bv_doc_id__5_d38e18571
einer	bv_doc_id__5_d38e18574
religiösen	bv_doc_id__5_d38e18576
Eidesform	bv_doc_id__5_d38e18578
gezwungen	bv_doc_id__5_d38e18580
werden	bv_doc_id__5_d38e18582
<g/>
.	
Art.	bv_doc_id__5_d38e18592
154.	bv_doc_id__5_d38e18594
Es	bv_doc_id__5_d38e18599
besteht	bv_doc_id__5_d38e18601
keine	bv_doc_id__5_d38e18603
Staatskirche	bv_doc_id__5_d38e18605
<g/>
.	
Die	bv_doc_id__5_d38e18612
Freiheit	bv_doc_id__5_d38e18614
der	bv_doc_id__5_d38e18616
Vereinigung	bv_doc_id__5_d38e18618
zu	bv_doc_id__5_d38e18620
Religionsgesellschaften	bv_doc_id__5_d38e18623
wird	bv_doc_id__5_d38e18625
gewährleistet	bv_doc_id__5_d38e18627
<g/>
.	
Der	bv_doc_id__5_d38e18631
Zusammenschluß	bv_doc_id__5_d38e18633
von	bv_doc_id__5_d38e18636
Religionsgesellschaften	bv_doc_id__5_d38e18638
innerhalb	bv_doc_id__5_d38e18640
des	bv_doc_id__5_d38e18642
Bundesgebietes	bv_doc_id__5_d38e18644
unterliegt	bv_doc_id__5_d38e18646
keinen	bv_doc_id__5_d38e18649
Beschränkungen	bv_doc_id__5_d38e18651
<g/>
.	
Jede	bv_doc_id__5_d38e18658
Religionsgesellschaft	bv_doc_id__5_d38e18660
ordnet	bv_doc_id__5_d38e18662
und	bv_doc_id__5_d38e18664
verwaltet	bv_doc_id__5_d38e18666
ihre	bv_doc_id__5_d38e18669
Angelegenheiten	bv_doc_id__5_d38e18671
selbständig	bv_doc_id__5_d38e18673
innerhalb	bv_doc_id__5_d38e18675
der	bv_doc_id__5_d38e18677
Schranken	bv_doc_id__5_d38e18679
des	bv_doc_id__5_d38e18682
für	bv_doc_id__5_d38e18684
alle	bv_doc_id__5_d38e18686
geltenden	bv_doc_id__5_d38e18688
Gesetzes	bv_doc_id__5_d38e18690
<g/>
.	
Sie	bv_doc_id__5_d38e18695
verleiht	bv_doc_id__5_d38e18697
ihre	bv_doc_id__5_d38e18699
Aemter	bv_doc_id__5_d38e18701
ohne	bv_doc_id__5_d38e18703
Mitwirkung	bv_doc_id__5_d38e18705
des	bv_doc_id__5_d38e18708
Staates	bv_doc_id__5_d38e18710
oder	bv_doc_id__5_d38e18712
der	bv_doc_id__5_d38e18714
bürgerlichen	bv_doc_id__5_d38e18716
Gemeinde	bv_doc_id__5_d38e18718
<g/>
.	
Die	bv_doc_id__5_d38e18728
Religionsgesellschaften	bv_doc_id__5_d38e18730
bleiben	bv_doc_id__5_d38e18732
Körperschaften	bv_doc_id__5_d38e18734
des	bv_doc_id__5_d38e18736
öffentlichen	bv_doc_id__5_d38e18739
Rechtes	bv_doc_id__5_d38e18741
<g/>
,	
soweit	bv_doc_id__5_d38e18745
sie	bv_doc_id__5_d38e18747
solche	bv_doc_id__5_d38e18749
bisher	bv_doc_id__5_d38e18752
waren	bv_doc_id__5_d38e18754
<g/>
.	
Anderen	bv_doc_id__5_d38e18758
