<doc id="bv_doc_id__2" attrs="word lemma type">
Erster	bv_doc_id__2_d10e502
Stellvertreter	bv_doc_id__2_d10e13061
bedarf	bv_doc_id__2_d10e13063
der	bv_doc_id__2_d10e13065
Bestätigung	bv_doc_id__2_d10e13067
durch	bv_doc_id__2_d10e13069
die	bv_doc_id__2_d10e13072
Bundesregierung	bv_doc_id__2_d10e13074
<g/>
.	
Art.	bv_doc_id__2_d10e13084
97	bv_doc_id__2_d10e13088
Der	bv_doc_id__2_d10e13094
Landeshauptmann	bv_doc_id__2_d10e13096
bezw	bv_doc_id__2_d10e13098
<g/>
.	
sein	bv_doc_id__2_d10e13102
Stellvertreter	bv_doc_id__2_d10e13105
vertritt	bv_doc_id__2_d10e13107
das	bv_doc_id__2_d10e13109
Land	bv_doc_id__2_d10e13111
<g/>
.	
Er	bv_doc_id__2_d10e13115
trägt	bv_doc_id__2_d10e13118
in	bv_doc_id__2_d10e13120
den	bv_doc_id__2_d10e13122
Angelegenheiten	bv_doc_id__2_d10e13124
des	bv_doc_id__2_d10e13126
der	bv_doc_id__2_d10e13128
Landesregierung	bv_doc_id__2_d10e13131
übertragenen	bv_doc_id__2_d10e13133
Wirkungskreises	bv_doc_id__2_d10e13135
der	bv_doc_id__2_d10e13137
Bundesgewalt	bv_doc_id__2_d10e13139
die	bv_doc_id__2_d10e13141
Verantwortung	bv_doc_id__2_d10e13144
gegenüber	bv_doc_id__2_d10e13146
der	bv_doc_id__2_d10e13148
Bundesregierung	bv_doc_id__2_d10e13150
gemäß	bv_doc_id__2_d10e13152
Art.	bv_doc_id__2_d10e13154
165	bv_doc_id__2_d10e13159
der	bv_doc_id__2_d10e13162
Bundesverfassung	bv_doc_id__2_d10e13164
<g/>
.	
Der	bv_doc_id__2_d10e13168
Geltendmachung	bv_doc_id__2_d10e13170
dieser	bv_doc_id__2_d10e13173
Verwantwortung	bv_doc_id__2_d10e13175
steht	bv_doc_id__2_d10e13177
die	bv_doc_id__2_d10e13179
Immunität	bv_doc_id__2_d10e13181
nicht	bv_doc_id__2_d10e13183
im	bv_doc_id__2_d10e13186
Wege	bv_doc_id__2_d10e13188
<g/>
.	
Dem	bv_doc_id__2_d10e13195
Landtage	bv_doc_id__2_d10e13197
sind	bv_doc_id__2_d10e13199
die	bv_doc_id__2_d10e13201
Mitglieder	bv_doc_id__2_d10e13203
der	bv_doc_id__2_d10e13206
Landesregierung	bv_doc_id__2_d10e13208
gemäß	bv_doc_id__2_d10e13210
Art.	bv_doc_id__2_d10e13212
165	bv_doc_id__2_d10e13216
der	bv_doc_id__2_d10e13219
Bundesverfassung	bv_doc_id__2_d10e13222
verantwortlich	bv_doc_id__2_d10e13224
<g/>
.	
Art.	bv_doc_id__2_d10e13235
98.	bv_doc_id__2_d10e13237
Zur	bv_doc_id__2_d10e13242
Leitung	bv_doc_id__2_d10e13244
des	bv_doc_id__2_d10e13246
gesamten	bv_doc_id__2_d10e13248
inneren	bv_doc_id__2_d10e13250
Dienstbetriebes	bv_doc_id__2_d10e13253
der	bv_doc_id__2_d10e13255
Landesregierung	bv_doc_id__2_d10e13257
ist	bv_doc_id__2_d10e13259
ein	bv_doc_id__2_d10e13261
Landesamtsdi	bv_doc_id__2_d10e13263
rektor	bv_doc_id__2_d10e13266
zu	bv_doc_id__2_d10e13268
bestellen	bv_doc_id__2_d10e13270
<g/>
;	
er	bv_doc_id__2_d10e13274
ist	bv_doc_id__2_d10e13276
der	bv_doc_id__2_d10e13279
unmittelbare	bv_doc_id__2_d10e13281
Vorgesetzte	bv_doc_id__2_d10e13283
aller	bv_doc_id__2_d10e13285
Landesangestellten	bv_doc_id__2_d10e13287
und	bv_doc_id__2_d10e13289
hat	bv_doc_id__2_d10e13292
für	bv_doc_id__2_d10e13294
einen	bv_doc_id__2_d10e13296
einheitlichen	bv_doc_id__2_d10e13298
und	bv_doc_id__2_d10e13300
geregelten	bv_doc_id__2_d10e13305
Geschäftsgang	bv_doc_id__2_d10e13307
in	bv_doc_id__2_d10e13309
sämtlichen	bv_doc_id__2_d10e13311
Zweigen	bv_doc_id__2_d10e13313
der	bv_doc_id__2_d10e13315
Landesverwaltung	bv_doc_id__2_d10e13318
zu	bv_doc_id__2_d10e13320
sorgen	bv_doc_id__2_d10e13322
<g/>
.	
Art.	bv_doc_id__2_d10e13332
99.	bv_doc_id__2_d10e13334
In	bv_doc_id__2_d10e13339
dem	bv_doc_id__2_d10e13341
der	bv_doc_id__2_d10e13343
Landesregierung	bv_doc_id__2_d10e13345
vom	bv_doc_id__2_d10e13347
Bunde	bv_doc_id__2_d10e13350
übertragenen	bv_doc_id__2_d10e13352
Wirkungskreise	bv_doc_id__2_d10e13354
ist	bv_doc_id__2_d10e13356
der	bv_doc_id__2_d10e13358
Landesamtsdirektor	bv_doc_id__2_d10e13360
das	bv_doc_id__2_d10e13363
unmittelbare	bv_doc_id__2_d10e13365
Hilfsorgan	bv_doc_id__2_d10e13367
des	bv_doc_id__2_d10e13369
Landeshauptmannes	bv_doc_id__2_d10e13371
und	bv_doc_id__2_d10e13373
des	bv_doc_id__2_d10e13376
Landeshauptmannstellvertreters	bv_doc_id__2_d10e13378
<g/>
.	
Solange	bv_doc_id__2_d10e13385
ein	bv_doc_id__2_d10e13387
von	bv_doc_id__2_d10e13389
der	bv_doc_id__2_d10e13391
Bundesregierung	bv_doc_id__2_d10e13393
bestätigter	bv_doc_id__2_d10e13396
Landeshauptmann	bv_doc_id__2_d10e13398
oder	bv_doc_id__2_d10e13400
Landeshauptmann-Stellvertreter	bv_doc_id__2_d10e13402
nicht	bv_doc_id__2_d10e13404
vorhanden	bv_doc_id__2_d10e13406
ist	bv_doc_id__2_d10e13409
<g/>
,	
hat	bv_doc_id__2_d10e13413
der	bv_doc_id__2_d10e13415
Landesamtsdirektor	bv_doc_id__2_d10e13417
die	bv_doc_id__2_d10e13419
Geschäfte	bv_doc_id__2_d10e13422
des	bv_doc_id__2_d10e13424
Bundes	bv_doc_id__2_d10e13426
unter	bv_doc_id__2_d10e13428
seiner	bv_doc_id__2_d10e13430
persönlichen	bv_doc_id__2_d10e13432
Verantwortung	bv_doc_id__2_d10e13435
zu	bv_doc_id__2_d10e13437
führen	bv_doc_id__2_d10e13439
<g/>
;	
für	bv_doc_id__2_d10e13443
diese	bv_doc_id__2_d10e13445
Verantwortung	bv_doc_id__2_d10e13448
gelten	bv_doc_id__2_d10e13450
dieselben	bv_doc_id__2_d10e13452
Bestimmungen	bv_doc_id__2_d10e13454
wie	bv_doc_id__2_d10e13456
für	bv_doc_id__2_d10e13458
jene	bv_doc_id__2_d10e13461
des	bv_doc_id__2_d10e13463
Landeshauptmannes	bv_doc_id__2_d10e13465
<g/>
.	
Art.	bv_doc_id__2_d10e13475
100.	bv_doc_id__2_d10e13477
Die	bv_doc_id__2_d10e13482
Bestellung	bv_doc_id__2_d10e13484
des	bv_doc_id__2_d10e13486
Landesamtsdirekters	bv_doc_id__2_d10e13488
bedarf	bv_doc_id__2_d10e13490
der	bv_doc_id__2_d10e13493
Bestätigung	bv_doc_id__2_d10e13495
der	bv_doc_id__2_d10e13497
Bundesregierung	bv_doc_id__2_d10e13499
<g/>
.	
Zur	bv_doc_id__2_d10e13503
Vertretung	bv_doc_id__2_d10e13506
des	bv_doc_id__2_d10e13508
Landesamtsdirektors	bv_doc_id__2_d10e13510
ist	bv_doc_id__2_d10e13512
jeweils	bv_doc_id__2_d10e13514
der	bv_doc_id__2_d10e13516
rangsälteste	bv_doc_id__2_d10e13519
politische	bv_doc_id__2_d10e13521
Konzeptsbeamte	bv_doc_id__2_d10e13523
der	bv_doc_id__2_d10e13525
Landesregierung	bv_doc_id__2_d10e13527
berufen	bv_doc_id__2_d10e13529
<g/>
,	
auf	bv_doc_id__2_d10e13534
den	bv_doc_id__2_d10e13536
in	bv_doc_id__2_d10e13538
diesem	bv_doc_id__2_d10e13540
Falle	bv_doc_id__2_d10e13542
auch	bv_doc_id__2_d10e13545
die	bv_doc_id__2_d10e13547
Bestimmungen	bv_doc_id__2_d10e13549
des	bv_doc_id__2_d10e13551
<g/>
§	
7	bv_doc_id__2_d10e13555
<g/>
,	
Abs	bv_doc_id__2_d10e13560
<g/>
.	
2	bv_doc_id__2_d10e13564
<g/>
,	
Anwendung	bv_doc_id__2_d10e13568
finden	bv_doc_id__2_d10e13571
<g/>
.	
Art.	bv_doc_id__2_d10e13581
101.	bv_doc_id__2_d10e13583
Die	bv_doc_id__2_d10e13588
vollziehende	bv_doc_id__2_d10e13590
Gewalt	bv_doc_id__2_d10e13592
des	bv_doc_id__2_d10e13594
Bundes	bv_doc_id__2_d10e13596
wird	bv_doc_id__2_d10e13599
im	bv_doc_id__2_d10e13601
Bereiche	bv_doc_id__2_d10e13603
der	bv_doc_id__2_d10e13605
Länder	bv_doc_id__2_d10e13607
von	bv_doc_id__2_d10e13609
den	bv_doc_id__2_d10e13612
Landesregierungen	bv_doc_id__2_d10e13614
und	bv_doc_id__2_d10e13616
den	bv_doc_id__2_d10e13618
ihnen	bv_doc_id__2_d10e13620
unterstellten	bv_doc_id__2_d10e13622
Landesbehörden	bv_doc_id__2_d10e13625
im	bv_doc_id__2_d10e13627
übertragenen	bv_doc_id__2_d10e13629
Wirkungskreise	bv_doc_id__2_d10e13631
ausgeübt	bv_doc_id__2_d10e13633
<g/>
,	
soweit	bv_doc_id__2_d10e13638
nicht	bv_doc_id__2_d10e13640
für	bv_doc_id__2_d10e13642
einzelne	bv_doc_id__2_d10e13644
Bundesangelegenheiten	bv_doc_id__2_d10e13646
eigene	bv_doc_id__2_d10e13648
Bundesbehörden	bv_doc_id__2_d10e13651
durch	bv_doc_id__2_d10e13653
Bundesgesetz	bv_doc_id__2_d10e13655
berufen	bv_doc_id__2_d10e13657
sind	bv_doc_id__2_d10e13659
<g/>
.	
In	bv_doc_id__2_d10e13666
diesem	bv_doc_id__2_d10e13668
Belange	bv_doc_id__2_d10e13670
ist	bv_doc_id__2_d10e13672
die	bv_doc_id__2_d10e13674
Landesregierung	bv_doc_id__2_d10e13677
samt	bv_doc_id__2_d10e13679
den	bv_doc_id__2_d10e13681
ihr	bv_doc_id__2_d10e13683
unterstellten	bv_doc_id__2_d10e13685
Behörden	bv_doc_id__2_d10e13687
an	bv_doc_id__2_d10e13690
die	bv_doc_id__2_d10e13692
Bundesgesetze	bv_doc_id__2_d10e13694
<g/>
,	
die	bv_doc_id__2_d10e13698
Vollzugsanweisungen	bv_doc_id__2_d10e13700
und	bv_doc_id__2_d10e13703
sonstigen	bv_doc_id__2_d10e13705
Anordnungen	bv_doc_id__2_d10e13707
der	bv_doc_id__2_d10e13709
Bundesregierung	bv_doc_id__2_d10e13711
sowie	bv_doc_id__2_d10e13713
der	bv_doc_id__2_d10e13716
einzelnen	bv_doc_id__2_d10e13718
Bundesämter	bv_doc_id__2_d10e13720
gebunden	bv_doc_id__2_d10e13722
<g/>
.	
In	bv_doc_id__2_d10e13729
den	bv_doc_id__2_d10e13731
von	bv_doc_id__2_d10e13733
den	bv_doc_id__2_d10e13735
Landesbehörden	bv_doc_id__2_d10e13737
als	bv_doc_id__2_d10e13740
Bundesorganen	bv_doc_id__2_d10e13742
wahrgenommenen	bv_doc_id__2_d10e13744
Angelegenheiten	bv_doc_id__2_d10e13746
geht	bv_doc_id__2_d10e13748
der	bv_doc_id__2_d10e13750
administative	bv_doc_id__2_d10e13753
Instanzenzug	bv_doc_id__2_d10e13755
<g/>
-	
wenn	bv_doc_id__2_d10e13759
nicht	bv_doc_id__2_d10e13761
durch	bv_doc_id__2_d10e13763
Bundesgesetz	bv_doc_id__2_d10e13766
ausdrücklich	bv_doc_id__2_d10e13768
anders	bv_doc_id__2_d10e13770
bestimmt	bv_doc_id__2_d10e13772
ist	bv_doc_id__2_d10e13774
<g/>
-	
bis	bv_doc_id__2_d10e13779
zur	bv_doc_id__2_d10e13781
Bundesregierung	bv_doc_id__2_d10e13783
bezw	bv_doc_id__2_d10e13785
<g/>
.	
den	bv_doc_id__2_d10e13789
ressortmäßig	bv_doc_id__2_d10e13792
zustehenden	bv_doc_id__2_d10e13794
Bundesämtern	bv_doc_id__2_d10e13796
<g/>
.	
Art.	bv_doc_id__2_d10e13806
102.	bv_doc_id__2_d10e13808
Aus	bv_doc_id__2_d10e13813
besonderen	bv_doc_id__2_d10e13815
Gründen	bv_doc_id__2_d10e13817
kann	bv_doc_id__2_d10e13819
auf	bv_doc_id__2_d10e13821
Beschluss	bv_doc_id__2_d10e13824
der	bv_doc_id__2_d10e13826
Bundesregierung	bv_doc_id__2_d10e13828
zur	bv_doc_id__2_d10e13830
Wahrnehmung	bv_doc_id__2_d10e13832
der	bv_doc_id__2_d10e13834
Angelegenheiten	bv_doc_id__2_d10e13837
des	bv_doc_id__2_d10e13839
der	bv_doc_id__2_d10e13841
Landesregierung	bv_doc_id__2_d10e13843
vom	bv_doc_id__2_d10e13845
Bunde	bv_doc_id__2_d10e13847
übertragenen	bv_doc_id__2_d10e13850
Wirkungskreises	bv_doc_id__2_d10e13852
vom	bv_doc_id__2_d10e13854
Bundespräsidenten	bv_doc_id__2_d10e13856
ein	bv_doc_id__2_d10e13858
ausserordentlicher	bv_doc_id__2_d10e13860
Bundeskommissär	bv_doc_id__2_d10e13863
bestellt	bv_doc_id__2_d10e13865
werden	bv_doc_id__2_d10e13867
<g/>
.	
In	bv_doc_id__2_d10e13874
diesem	bv_doc_id__2_d10e13876
Falle	bv_doc_id__2_d10e13878
sind	bv_doc_id__2_d10e13880
alle	bv_doc_id__2_d10e13882
Landesorgane	bv_doc_id__2_d10e13885
innerhalb	bv_doc_id__2_d10e13887
des	bv_doc_id__2_d10e13889
übertragenen	bv_doc_id__2_d10e13891
Wirkungskreises	bv_doc_id__2_d10e13893
an	bv_doc_id__2_d10e13895
die	bv_doc_id__2_d10e13898
Weisungen	bv_doc_id__2_d10e13900
des	bv_doc_id__2_d10e13902
Bundeskommissärs	bv_doc_id__2_d10e13904
unmittelbar	bv_doc_id__2_d10e13906
gebunden	bv_doc_id__2_d10e13908
<g/>
.	
Art.	bv_doc_id__2_d10e13916
103	bv_doc_id__2_d10e13918
<g/>
:	
Den	bv_doc_id__2_d10e13922
Ländern	bv_doc_id__2_d10e13924
ist	bv_doc_id__2_d10e13927
es	bv_doc_id__2_d10e13929
untersagt	bv_doc_id__2_d10e13931
<g/>
,	
mit	bv_doc_id__2_d10e13935
auswärtigen	bv_doc_id__2_d10e13937
Staaten	bv_doc_id__2_d10e13940
in	bv_doc_id__2_d10e13942
Verhandlung	bv_doc_id__2_d10e13944
zu	bv_doc_id__2_d10e13946
treten	bv_doc_id__2_d10e13948
oder	bv_doc_id__2_d10e13950
Staatsverträge	bv_doc_id__2_d10e13953
abzuschließen	bv_doc_id__2_d10e13955
<g/>
.	
Vereinbarungen	bv_doc_id__2_d10e13959
über	bv_doc_id__2_d10e13961
Gegenstände	bv_doc_id__2_d10e13963
ihres	bv_doc_id__2_d10e13966
selbständigen	bv_doc_id__2_d10e13968
Wirkungskreises	bv_doc_id__2_d10e13970
können	bv_doc_id__2_d10e13972
mehrere	bv_doc_id__2_d10e13974
Landesregierungen	bv_doc_id__2_d10e13976
untereinander	bv_doc_id__2_d10e13979
nur	bv_doc_id__2_d10e13981
durch	bv_doc_id__2_d10e13983
Vermittlung	bv_doc_id__2_d10e13985
der	bv_doc_id__2_d10e13987
Bundesregierung	bv_doc_id__2_d10e13989
eingehen	bv_doc_id__2_d10e13992
<g/>
.	
Fünfter	bv_doc_id__2_d10e14003
Abschnitt	bv_doc_id__2_d10e14005
<g/>
.	
Von	bv_doc_id__2_d10e14012
der	bv_doc_id__2_d10e14014
Rechnungskontrolle	bv_doc_id__2_d10e14016
des	bv_doc_id__2_d10e14018
Bundes	bv_doc_id__2_d10e14020
<g/>
.	
Art.	bv_doc_id__2_d10e14032
104	bv_doc_id__2_d10e14034
Zur	bv_doc_id__2_d10e14040
Ueberprüfung	bv_doc_id__2_d10e14042
der	bv_doc_id__2_d10e14044
Gebahrung	bv_doc_id__2_d10e14046
in	bv_doc_id__2_d10e14048
der	bv_doc_id__2_d10e14051
gesamten	bv_doc_id__2_d10e14053
Staatswirtschaft	bv_doc_id__2_d10e14055
des	bv_doc_id__2_d10e14057
Bundes	bv_doc_id__2_d10e14059
wie	bv_doc_id__2_d10e14061
der	bv_doc_id__2_d10e14064
Länder	bv_doc_id__2_d10e14066
<g/>
,	
einschließlich	bv_doc_id__2_d10e14070
der	bv_doc_id__2_d10e14072
Staatsschulden	bv_doc_id__2_d10e14074
<g/>
,	
ferner	bv_doc_id__2_d10e14079
der	bv_doc_id__2_d10e14081
Gebahrung	bv_doc_id__2_d10e14083
der	bv_doc_id__2_d10e14085
von	bv_doc_id__2_d10e14087
Organen	bv_doc_id__2_d10e14090
des	bv_doc_id__2_d10e14092
Budes	bv_doc_id__2_d10e14094
oder	bv_doc_id__2_d10e14096
der	bv_doc_id__2_d10e14098
Länder	bv_doc_id__2_d10e14100
verwalteten	bv_doc_id__2_d10e14103
Stiftungen	bv_doc_id__2_d10e14105
<g/>
,	
Fonds	bv_doc_id__2_d10e14109
und	bv_doc_id__2_d10e14111
Anstalten	bv_doc_id__2_d10e14113
sowie	bv_doc_id__2_d10e14116
zur	bv_doc_id__2_d10e14118
Ueberprüfung	bv_doc_id__2_d10e14120
von	bv_doc_id__2_d10e14124
Gebarung	bv_doc_id__2_d10e14126
jener	bv_doc_id__2_d10e14129
Institute	bv_doc_id__2_d10e14131
und	bv_doc_id__2_d10e14133
Gesellschaften	bv_doc_id__2_d10e14135
<g/>
,	
an	bv_doc_id__2_d10e14139
welchen	bv_doc_id__2_d10e14142
der	bv_doc_id__2_d10e14144
Bund	bv_doc_id__2_d10e14146
oder	bv_doc_id__2_d10e14148
die	bv_doc_id__2_d10e14150
Länder	bv_doc_id__2_d10e14152
in	bv_doc_id__2_d10e14155
irgendeiner	bv_doc_id__2_d10e14157
Form	bv_doc_id__2_d10e14159
finanziell	bv_doc_id__2_d10e14161
beteiligt	bv_doc_id__2_d10e14163
sind	bv_doc_id__2_d10e14165
<g/>
,	
ist	bv_doc_id__2_d10e14170
der	bv_doc_id__2_d10e14172
Bundesrechnungshof	bv_doc_id__2_d10e14174
berufen	bv_doc_id__2_d10e14176
<g/>
.	
Der	bv_doc_id__2_d10e14183
Bundesrechnungshof	bv_doc_id__2_d10e14185
untersteht	bv_doc_id__2_d10e14187
unmittelbar	bv_doc_id__2_d10e14189
der	bv_doc_id__2_d10e14191
Bundesversammlung	bv_doc_id__2_d10e14194
und	bv_doc_id__2_d10e14196
dem	bv_doc_id__2_d10e14198
Bundesrat	bv_doc_id__2_d10e14200
<g/>
.	
Art.	bv_doc_id__2_d10e14210
10	bv_doc_id__2_d10e14212
5	bv_doc_id__2_d10e14218
<g/>
.	
Der	bv_doc_id__2_d10e14227
Bundesrechnungshof	bv_doc_id__2_d10e14229
besteht	bv_doc_id__2_d10e14231
aus	bv_doc_id__2_d10e14233
einem	bv_doc_id__2_d10e14235
Präsidenten	bv_doc_id__2_d10e14238
und	bv_doc_id__2_d10e14240
den	bv_doc_id__2_d10e14242
erforderlichen	bv_doc_id__2_d10e14244
Beamten	bv_doc_id__2_d10e14246
und	bv_doc_id__2_d10e14248
Hilfskräften	bv_doc_id__2_d10e14251
<g/>
.	
Der	bv_doc_id__2_d10e14258
Präsident	bv_doc_id__2_d10e14260
des	bv_doc_id__2_d10e14262
Bundesrechnunfshofes	bv_doc_id__2_d10e14264
wird	bv_doc_id__2_d10e14266
vom	bv_doc_id__2_d10e14269
Bundestag	bv_doc_id__2_d10e14271
gewählt	bv_doc_id__2_d10e14273
<g/>
.	
Die	bv_doc_id__2_d10e14277
Wahl	bv_doc_id__2_d10e14279
bedarf	bv_doc_id__2_d10e14282
der	bv_doc_id__2_d10e14284
Genehmigung	bv_doc_id__2_d10e14286
des	bv_doc_id__2_d10e14288
Bundesrates	bv_doc_id__2_d10e14290
<g/>
.	
Art.	bv_doc_id__2_d10e14300
10	bv_doc_id__2_d10e14302
6	bv_doc_id__2_d10e14308
<g/>
.	
Der	bv_doc_id__2_d10e14317
Präsident	bv_doc_id__2_d10e14319
des	bv_doc_id__2_d10e14321
Bundesrechnungshofes	bv_doc_id__2_d10e14323
ist	bv_doc_id__2_d10e14325
den	bv_doc_id__2_d10e14328
Staatssekretären	bv_doc_id__2_d10e14330
<g/>
-	
auch	bv_doc_id__2_d10e14334
in	bv_doc_id__2_d10e14336
den	bv_doc_id__2_d10e14338
Bezügen	bv_doc_id__2_d10e14341
<g/>
-	
gleichgestellt	bv_doc_id__2_d10e14345
<g/>
.	
Er	bv_doc_id__2_d10e14352
darf	bv_doc_id__2_d10e14354
keiner	bv_doc_id__2_d10e14356
politi	bv_doc_id__2_d10e14358
schen	bv_doc_id__2_d10e14360
Körperschaft	bv_doc_id__2_d10e14363
angehören	bv_doc_id__2_d10e14365
<g/>
,	
und	bv_doc_id__2_d10e14369
in	bv_doc_id__2_d10e14371
den	bv_doc_id__2_d10e14373
letzten	bv_doc_id__2_d10e14376
5	bv_doc_id__2_d10e14378
Jahren	bv_doc_id__2_d10e14380
weder	bv_doc_id__2_d10e14382
Mitglied	bv_doc_id__2_d10e14384
der	bv_doc_id__2_d10e14386
Bundesregierung	bv_doc_id__2_d10e14389
noch	bv_doc_id__2_d10e14391
einer	bv_doc_id__2_d10e14393
Landesregierung	bv_doc_id__2_d10e14395
gewesen	bv_doc_id__2_d10e14397
sein	bv_doc_id__2_d10e14403
<g/>
.	
Art.	bv_doc_id__2_d10e14417
10	bv_doc_id__2_d10e14419
7	bv_doc_id__2_d10e14425
<g/>
.	
Dem	bv_doc_id__2_d10e14434
Präsidenten	bv_doc_id__2_d10e14436
des	bv_doc_id__2_d10e14438
Bundesrechnungshofes	bv_doc_id__2_d10e14440
obliegt	bv_doc_id__2_d10e14442
dessen	bv_doc_id__2_d10e14445
oberste	bv_doc_id__2_d10e14447
Leitung	bv_doc_id__2_d10e14449
<g/>
.	
Er	bv_doc_id__2_d10e14453
ist	bv_doc_id__2_d10e14455
hinsichtlich	bv_doc_id__2_d10e14458
der	bv_doc_id__2_d10e14460
Verantwortlichkeit	bv_doc_id__2_d10e14462
den	bv_doc_id__2_d10e14464
Mitgliedern	bv_doc_id__2_d10e14466
der	bv_doc_id__2_d10e14468
Bundesregierung	bv_doc_id__2_d10e14471
gleichgestellt	bv_doc_id__2_d10e14473
<g/>
.	
Abgesehen	bv_doc_id__2_d10e14480
von	bv_doc_id__2_d10e14482
dem	bv_doc_id__2_d10e14484
in	bv_doc_id__2_d10e14486
Art.	bv_doc_id__2_d10e14488
<g/>
.	
<g/>
.	
<g/>
,.	
der	bv_doc_id__2_d10e14499
Bundesverfassung	bv_doc_id__2_d10e14501
analoge	bv_doc_id__2_d10e14504
Anwendung	bv_doc_id__2_d10e14506
<g/>
.	
Art.	bv_doc_id__2_d10e14516
10	bv_doc_id__2_d10e14518
8	bv_doc_id__2_d10e14524
<g/>
.	
Der	bv_doc_id__2_d10e14533
Präsident	bv_doc_id__2_d10e14535
des	bv_doc_id__2_d10e14537
Bundesrechnungshofes	bv_doc_id__2_d10e14539
verkehrt	bv_doc_id__2_d10e14541
mit	bv_doc_id__2_d10e14544
dem	bv_doc_id__2_d10e14546
Bundestag	bv_doc_id__2_d10e14548
<g/>
,	
dem	bv_doc_id__2_d10e14552
Bundesrat	bv_doc_id__2_d10e14554
und	bv_doc_id__2_d10e14557
der	bv_doc_id__2_d10e14559
Bundesregierung	bv_doc_id__2_d10e14561
unmittelbar	bv_doc_id__2_d10e14563
<g/>
.	
Er	bv_doc_id__2_d10e14570
ist	bv_doc_id__2_d10e14572
verpflichtet	bv_doc_id__2_d10e14574
über	bv_doc_id__2_d10e14576
Gegenstände	bv_doc_id__2_d10e14578
seines	bv_doc_id__2_d10e14581
Wirkungskreises	bv_doc_id__2_d10e14583
der	bv_doc_id__2_d10e14585
Bundesversammlung	bv_doc_id__2_d10e14587
und	bv_doc_id__2_d10e14589
dem	bv_doc_id__2_d10e14591
Bundesrate	bv_doc_id__2_d10e14594
persönlich	bv_doc_id__2_d10e14596
oder	bv_doc_id__2_d10e14598
durch	bv_doc_id__2_d10e14600
Beauftragte	bv_doc_id__2_d10e14602
jederzeit	bv_doc_id__2_d10e14604
Auskunft	bv_doc_id__2_d10e14607
zu	bv_doc_id__2_d10e14609
erteilen	bv_doc_id__2_d10e14611
<g/>
.	
Er	bv_doc_id__2_d10e14618
kann	bv_doc_id__2_d10e14620
den	bv_doc_id__2_d10e14622
Beratungen	bv_doc_id__2_d10e14624
der	bv_doc_id__2_d10e14626
Bundesregierung	bv_doc_id__2_d10e14629
beigezogen	bv_doc_id__2_d10e14631
werden	bv_doc_id__2_d10e14633
<g/>
,	
falls	bv_doc_id__2_d10e14637
Gegenstände	bv_doc_id__2_d10e14639
verhandelt	bv_doc_id__2_d10e14642
werden	bv_doc_id__2_d10e14644
<g/>
,	
die	bv_doc_id__2_d10e14648
den	bv_doc_id__2_d10e14650
Wirkungskreis	bv_doc_id__2_d10e14652
des	bv_doc_id__2_d10e14655
Bundesrechnungshofes	bv_doc_id__2_d10e14657
betreffen	bv_doc_id__2_d10e14659
oder	bv_doc_id__2_d10e14661
über	bv_doc_id__2_d10e14663
dessen	bv_doc_id__2_d10e14665
Anregung	bv_doc_id__2_d10e14668
zur	bv_doc_id__2_d10e14670
Verhandlung	bv_doc_id__2_d10e14672
gelangen	bv_doc_id__2_d10e14674
<g/>
.	
Ueber	bv_doc_id__2_d10e14681
alle	bv_doc_id__2_d10e14683
Gegenstände	bv_doc_id__2_d10e14685
seines	bv_doc_id__2_d10e14687
Wirk	bv_doc_id__2_d10e14689
kungskreises	bv_doc_id__2_d10e14692
muss	bv_doc_id__2_d10e14694
der	bv_doc_id__2_d10e14696
Präsident	bv_doc_id__2_d10e14698
auf	bv_doc_id__2_d10e14700
Verlangen	bv_doc_id__2_d10e14702
jedesmal	bv_doc_id__2_d10e14705
gehört	bv_doc_id__2_d10e14707
werden	bv_doc_id__2_d10e14709
<g/>
.	
Art.	bv_doc_id__2_d10e14719
10	bv_doc_id__2_d10e14721
9	bv_doc_id__2_d10e14727
<g/>
.	
Bei	bv_doc_id__2_d10e14736
vorübergehender	bv_doc_id__2_d10e14738
Verhinderung	bv_doc_id__2_d10e14740
wird	bv_doc_id__2_d10e14742
der	bv_doc_id__2_d10e14744
Präsident	bv_doc_id__2_d10e14747
durch	bv_doc_id__2_d10e14749
den	bv_doc_id__2_d10e14751
im	bv_doc_id__2_d10e14753
Range	bv_doc_id__2_d10e14755
nächsten	bv_doc_id__2_d10e14757
Beamten	bv_doc_id__2_d10e14760
des	bv_doc_id__2_d10e14762
Bundesrechnungshofes	bv_doc_id__2_d10e14764
vertreten	bv_doc_id__2_d10e14766
<g/>
.	
Für	bv_doc_id__2_d10e14773
den	bv_doc_id__2_d10e14775
Stellvertreter	bv_doc_id__2_d10e14777
gelten	bv_doc_id__2_d10e14779
die	bv_doc_id__2_d10e14781
Bestimmungen	bv_doc_id__2_d10e14784
des	bv_doc_id__2_d10e14786
Art.	bv_doc_id__2_d10e14788
<g/>
.	
<g/>
.	
<g/>
.	
Ist	bv_doc_id__2_d10e14799
die	bv_doc_id__2_d10e14801
Stelle	bv_doc_id__2_d10e14803
des	bv_doc_id__2_d10e14805
Präsidenten	bv_doc_id__2_d10e14807
dauernd	bv_doc_id__2_d10e14810
erledigt	bv_doc_id__2_d10e14812
<g/>
,	
kann	bv_doc_id__2_d10e14816
der	bv_doc_id__2_d10e14818
Stellvertreter	bv_doc_id__2_d10e14820
vom	bv_doc_id__2_d10e14823
