<doc id="bv_doc_id__43" attrs="word lemma type">
Protokoll	bv_doc_id__43_d32e281
<g/>
.	
Auch	bv_doc_id__43_d32e4822
im	bv_doc_id__43_d32e4824
drit-	bv_doc_id__43_d32e4826
9	bv_doc_id__43_d32e4831
ten	bv_doc_id__43_d32e4836
Absatz	bv_doc_id__43_d32e4838
hat	bv_doc_id__43_d32e4840
es	bv_doc_id__43_d32e4842
zu	bv_doc_id__43_d32e4844
leuten	bv_doc_id__43_d32e4847
<g/>
:	
nseine	bv_doc_id__43_d32e4851
Stellvertrtter..	bv_doc_id__43_d32e4853
Ferner	bv_doc_id__43_d32e4855
wird	bv_doc_id__43_d32e4857
beschlosses	bv_doc_id__43_d32e4860
<g/>
,	
in	bv_doc_id__43_d32e4864
den	bv_doc_id__43_d32e4866
Art.	bv_doc_id__43_d32e4868
91	bv_doc_id__43_d32e4870
als	bv_doc_id__43_d32e4873
B	bv_doc_id__43_d32e4875
<g/>
.	
Absatz	bv_doc_id__43_d32e4879
den	bv_doc_id__43_d32e4881
Abs	bv_doc_id__43_d32e4883
<g/>
:	
3	bv_doc_id__43_d32e4888
des	bv_doc_id__43_d32e4890
Art.88	bv_doc_id__43_d32e4892
<g/>
(	
504	bv_doc_id__43_d32e4896
d	bv_doc_id__43_d32e4899
<g/>
.	
B	bv_doc_id__43_d32e4903
<g/>
.)	
einzuschalten	bv_doc_id__43_d32e4907
<g/>
:	
eDie	bv_doc_id__43_d32e4912
Mitglieder	bv_doc_id__43_d32e4914
der	bv_doc_id__43_d32e4916
Landesregierung	bv_doc_id__43_d32e4918
müssen	bv_doc_id__43_d32e4920
nicht	bv_doc_id__43_d32e4922
dem	bv_doc_id__43_d32e4925
Lanttag	bv_doc_id__43_d32e4927
angeheren	bv_doc_id__43_d32e4929
<g/>
,	
Jedach	bv_doc_id__43_d32e4933
kann	bv_doc_id__43_d32e4935
in	bv_doc_id__43_d32e4938
die	bv_doc_id__43_d32e4940
Landesregierung	bv_doc_id__43_d32e4942
nur	bv_doc_id__43_d32e4944
gewählt	bv_doc_id__43_d32e4946
werden	bv_doc_id__43_d32e4948
<g/>
,	
ver	bv_doc_id__43_d32e4953
zum	bv_doc_id__43_d32e4955
Laaitag	bv_doc_id__43_d32e4957
wählber	bv_doc_id__43_d32e4959
ist	bv_doc_id__43_d32e4961
<g/>
.	
"	bv_doc_id__43_d32e4966
Ueber	bv_doc_id__43_d32e4968
Antrag	bv_doc_id__43_d32e4970
des	bv_doc_id__43_d32e4972
Abg	bv_doc_id__43_d32e4974
<g/>
.	
Dr	bv_doc_id__43_d32e4979
<g/>
.	
Seipel	bv_doc_id__43_d32e4983
stellt	bv_doc_id__43_d32e4985
der	bv_doc_id__43_d32e4987
Versitzende	bv_doc_id__43_d32e4990
den	bv_doc_id__43_d32e4992
frt	bv_doc_id__43_d32e4994
<g/>
.	
36	bv_doc_id__43_d32e4998
des	bv_doc_id__43_d32e5000
christlichsozialen	bv_doc_id__43_d32e5003
Entnurfes	bv_doc_id__43_d32e5005
<g/>
(	
688	bv_doc_id__43_d32e5009
d	bv_doc_id__43_d32e5011
<g/>
.	
B	bv_doc_id__43_d32e5016
<g/>
.)	
zur	bv_doc_id__43_d32e5020
Diskussion	bv_doc_id__43_d32e5022
<g/>
.	
Staatssekretar	bv_doc_id__43_d32e5026
tr	bv_doc_id__43_d32e5029
<g/>
.	
MaIr	bv_doc_id__43_d32e5033
erklärt	bv_doc_id__43_d32e5035
<g/>
.	
dass	bv_doc_id__43_d32e5039
die	bv_doc_id__43_d32e5042
Aufzählung	bv_doc_id__43_d32e5044
der	bv_doc_id__43_d32e5046
Bundestehörden	bv_doc_id__43_d32e5048
im	bv_doc_id__43_d32e5050
zweiten	bv_doc_id__43_d32e5052
Abs	bv_doc_id__43_d32e5055
<g/>
.	
auf	bv_doc_id__43_d32e5059
Artrag	bv_doc_id__43_d32e5061
Fr	bv_doc_id__43_d32e5063
<g/>
.	
Enders	bv_doc_id__43_d32e5068
eingeschaltet	bv_doc_id__43_d32e5070
werden	bv_doc_id__43_d32e5072
ser	bv_doc_id__43_d32e5074
<g/>
,	
de	bv_doc_id__43_d32e5078
dieser	bv_doc_id__43_d32e5081
die	bv_doc_id__43_d32e5083
Agenden	bv_doc_id__43_d32e5085
genau	bv_doc_id__43_d32e5087
umgrenzt	bv_doc_id__43_d32e5089
wünschte	bv_doc_id__43_d32e5091
<g/>
,	
für	bv_doc_id__43_d32e5096
die	bv_doc_id__43_d32e5098
selbständige	bv_doc_id__43_d32e5100
Orgene	bv_doc_id__43_d32e5102
des	bv_doc_id__43_d32e5104
Hundes	bv_doc_id__43_d32e5107
aufgestellt	bv_doc_id__43_d32e5109
werden	bv_doc_id__43_d32e5111
sollen	bv_doc_id__43_d32e5113
<g/>
.	
Allerdings	bv_doc_id__43_d32e5117
wären	bv_doc_id__43_d32e5120
nach	bv_doc_id__43_d32e5122
den	bv_doc_id__43_d32e5124
zahlreichen	bv_doc_id__43_d32e5126
Aenderungen	bv_doc_id__43_d32e5128
in	bv_doc_id__43_d32e5130
den	bv_doc_id__43_d32e5133
Art.	bv_doc_id__43_d32e5135
10	bv_doc_id__43_d32e5137
und	bv_doc_id__43_d32e5139
ll	bv_doc_id__43_d32e5141
notig	bv_doc_id__43_d32e5143
<g/>
.	
zur	bv_doc_id__43_d32e5148
klaren	bv_doc_id__43_d32e5150
Stilisierung	bv_doc_id__43_d32e5152
wurde	bv_doc_id__43_d32e5154
es	bv_doc_id__43_d32e5156
sich	bv_doc_id__43_d32e5159
vielleicht	bv_doc_id__43_d32e5161
empfehlen	bv_doc_id__43_d32e5163
<g/>
.	
aus	bv_doc_id__43_d32e5167
dem	bv_doc_id__43_d32e5169
Antwurf	bv_doc_id__43_d32e5172
Dr	bv_doc_id__43_d32e5174
<g/>
.	
keaners	bv_doc_id__43_d32e5178
die	bv_doc_id__43_d32e5180
Ausdrucke	bv_doc_id__43_d32e5182
amittelbare	bv_doc_id__43_d32e5185
und	bv_doc_id__43_d32e5187
unmittelbare	bv_doc_id__43_d32e5189
Bundesverwältunge	bv_doc_id__43_d32e5191
herüberzunehmen	bv_doc_id__43_d32e5193
<g/>
.	
Prof	bv_doc_id__43_d32e5198
<g/>
.	
Dr	bv_doc_id__43_d32e5202
<g/>
.	
kel	bv_doc_id__43_d32e5206
s	bv_doc_id__43_d32e5208
ea	bv_doc_id__43_d32e5211
findet	bv_doc_id__43_d32e5213
<g/>
,	
dass	bv_doc_id__43_d32e5217
lie	bv_doc_id__43_d32e5219
Fassung	bv_doc_id__43_d32e5221
im	bv_doc_id__43_d32e5224
Auftrage	bv_doc_id__43_d32e5226
nicht	bv_doc_id__43_d32e5228
alle	bv_doc_id__43_d32e5230
wöglichkeiten	bv_doc_id__43_d32e5232
erschäpft	bv_doc_id__43_d32e5234
<g/>
;	
auch	bv_doc_id__43_d32e5239
die	bv_doc_id__43_d32e5241
ferte	bv_doc_id__43_d32e5243
rauf	bv_doc_id__43_d32e5245
Grund	bv_doc_id__43_d32e5247
von	bv_doc_id__43_d32e5250
Gesetzehr	bv_doc_id__43_d32e5252
wüssten	bv_doc_id__43_d32e5254
eingeschältet	bv_doc_id__43_d32e5256
werden	bv_doc_id__43_d32e5258
<g/>
.	
Der	bv_doc_id__43_d32e5263
Vorsitzende	bv_doc_id__43_d32e5265
stellt	bv_doc_id__43_d32e5267
fest	bv_doc_id__43_d32e5269
<g/>
,	
dass	bv_doc_id__43_d32e5273
Abs	bv_doc_id__43_d32e5276
<g/>
.	
1	bv_doc_id__43_d32e5280
des	bv_doc_id__43_d32e5282
Art.26	bv_doc_id__43_d32e5284
<g/>
(	
888	bv_doc_id__43_d32e5289
d	bv_doc_id__43_d32e5291
<g/>
.	
B	bv_doc_id__43_d32e5295
<g/>
.)	
unter	bv_doc_id__43_d32e5299
Streichung	bv_doc_id__43_d32e5302
der	bv_doc_id__43_d32e5304
Werte	bv_doc_id__43_d32e5306
eim	bv_doc_id__43_d32e5308
Kundesauftrage	bv_doc_id__43_d32e5310
engenomnen	bv_doc_id__43_d32e5312
ist	bv_doc_id__43_d32e5315
<g/>
.	
Gegen	bv_doc_id__43_d32e5319
den	bv_doc_id__43_d32e5321
zwerten	bv_doc_id__43_d32e5323
Absetz	bv_doc_id__43_d32e5325
wendet	bv_doc_id__43_d32e5328
er	bv_doc_id__43_d32e5330
ein	bv_doc_id__43_d32e5332
<g/>
,	
dass	bv_doc_id__43_d32e5336
in	bv_doc_id__43_d32e5338
Zukunkt	bv_doc_id__43_d32e5341
jede	bv_doc_id__43_d32e5343
Schaffung	bv_doc_id__43_d32e5345
neuer	bv_doc_id__43_d32e5347
Bundesbehorden	bv_doc_id__43_d32e5349
eine	bv_doc_id__43_d32e5351
Verfassungsänderung	bv_doc_id__43_d32e5354
erfordert	bv_doc_id__43_d32e5356
<g/>
.	
Nach	bv_doc_id__43_d32e5360
längerer	bv_doc_id__43_d32e5362
Debatte	bv_doc_id__43_d32e5364
<g/>
,	
an	bv_doc_id__43_d32e5369
der	bv_doc_id__43_d32e5371
sich	bv_doc_id__43_d32e5373
Staatssehretür	bv_doc_id__43_d32e5375
Dr	bv_doc_id__43_d32e5377
<g/>
.	
May	bv_doc_id__43_d32e5382
r	bv_doc_id__43_d32e5384
<g/>
.	
die	bv_doc_id__43_d32e5388
Abg	bv_doc_id__43_d32e5390
<g/>
.	
Dr	bv_doc_id__43_d32e5395
<g/>
.	
Seipel	bv_doc_id__43_d32e5399
<g/>
.	
Leuthnerund	bv_doc_id__43_d32e5403
Ciessia	bv_doc_id__43_d32e5406
beteiligen	bv_doc_id__43_d32e5408
<g/>
,	
und	bv_doc_id__43_d32e5412
von	bv_doc_id__43_d32e5414
christlichsorialer	bv_doc_id__43_d32e5416
Serte	bv_doc_id__43_d32e5419
auf	bv_doc_id__43_d32e5421
den	bv_doc_id__43_d32e5423
Viderstand	bv_doc_id__43_d32e5425
der	bv_doc_id__43_d32e5427
Schweizerkantene	bv_doc_id__43_d32e5429
gegen	bv_doc_id__43_d32e5432
die	bv_doc_id__43_d32e5434
stete	bv_doc_id__43_d32e5436
Vermehrung	bv_doc_id__43_d32e5438
der	bv_doc_id__43_d32e5440
Hundesbehorden	bv_doc_id__43_d32e5442
im	bv_doc_id__43_d32e5445
ganzen	bv_doc_id__43_d32e5447
Gebiete	bv_doc_id__43_d32e5449
der	bv_doc_id__43_d32e5451
Kiigenesgenschaft	bv_doc_id__43_d32e5453
hingewiesen	bv_doc_id__43_d32e5455
wird	bv_doc_id__43_d32e5458
<g/>
,	
ergibt	bv_doc_id__43_d32e5462
die	bv_doc_id__43_d32e5464
Abstinmung	bv_doc_id__43_d32e5466
die	bv_doc_id__43_d32e5468
Annanne	bv_doc_id__43_d32e5471
eines	bv_doc_id__43_d32e5473
Artrages	bv_doc_id__43_d32e5475
Clessio's	bv_doc_id__43_d32e5477
<g/>
.	
10-	bv_doc_id__43_d32e5484
»	bv_doc_id__43_d32e5486
<g/>
(	
20	bv_doc_id__43_d32e5490
Eigene	bv_doc_id__43_d32e5492
Bundesbehörden	bv_doc_id__43_d32e5494
können	bv_doc_id__43_d32e5497
bis	bv_doc_id__43_d32e5499
auf	bv_doc_id__43_d32e5501
weiteres	bv_doc_id__43_d32e5503
fur	bv_doc_id__43_d32e5505
folgende	bv_doc_id__43_d32e5507
Angelegenheiten	bv_doc_id__43_d32e5510
errichtet	bv_doc_id__43_d32e5512
werden	bv_doc_id__43_d32e5514
<g/>
:	
»hin	bv_doc_id__43_d32e5518
kenkreter	bv_doc_id__43_d32e5520
Verschleg	bv_doc_id__43_d32e5523
ist	bv_doc_id__43_d32e5525
von	bv_doc_id__43_d32e5527
der	bv_doc_id__43_d32e5529
Staatskanzlei	bv_doc_id__43_d32e5531
nach	bv_doc_id__43_d32e5533
Verhandlungen	bv_doc_id__43_d32e5536
mit	bv_doc_id__43_d32e5538
den	bv_doc_id__43_d32e5540
Stastsantern	bv_doc_id__43_d32e5542
vorzulegen-	bv_doc_id__43_d32e5544
<g/>
.	
Dem	bv_doc_id__43_d32e5549
Sunde	bv_doc_id__43_d32e5551
bleibt	bv_doc_id__43_d32e5553
es	bv_doc_id__43_d32e5555
vehbehalten	bv_doc_id__43_d32e5557
<g/>
,	
auch	bv_doc_id__43_d32e5562
in	bv_doc_id__43_d32e5564
diesen	bv_doc_id__43_d32e5566
Angelegenheiten	bv_doc_id__43_d32e5568
die	bv_doc_id__43_d32e5570
landesregierungen	bv_doc_id__43_d32e5572
mit	bv_doc_id__43_d32e5575
der	bv_doc_id__43_d32e5577
Ausübung	bv_doc_id__43_d32e5579
der	bv_doc_id__43_d32e5581
vellziehenden	bv_doc_id__43_d32e5583
Genalt	bv_doc_id__43_d32e5585
des	bv_doc_id__43_d32e5588
Fundes	bv_doc_id__43_d32e5590
zu	bv_doc_id__43_d32e5592
beauftragen	bv_doc_id__43_d32e5594
<g/>
.	
"	bv_doc_id__43_d32e5598
Der	bv_doc_id__43_d32e5601
Versitzende	bv_doc_id__43_d32e5603
nacht	bv_doc_id__43_d32e5605
hieber	bv_doc_id__43_d32e5607
aufnerksam	bv_doc_id__43_d32e5609
<g/>
,	
dass	bv_doc_id__43_d32e5614
die	bv_doc_id__43_d32e5616
Aufnahme	bv_doc_id__43_d32e5618
der	bv_doc_id__43_d32e5620
„Sicherheitspolizeinin	bv_doc_id__43_d32e5622
den	bv_doc_id__43_d32e5624
Landeshauptstädtenin	bv_doc_id__43_d32e5627
die	bv_doc_id__43_d32e5629
taxative	bv_doc_id__43_d32e5631
Aufzählung	bv_doc_id__43_d32e5633
auf	bv_doc_id__43_d32e5635
grösstem	bv_doc_id__43_d32e5637
Widerstand	bv_doc_id__43_d32e5640
der	bv_doc_id__43_d32e5642
sczialdenckratischen	bv_doc_id__43_d32e5644
Pertei	bv_doc_id__43_d32e5646
stossen	bv_doc_id__43_d32e5648
werde	bv_doc_id__43_d32e5650
<g/>
.	
Schin	bv_doc_id__43_d32e5655
wird	bv_doc_id__43_d32e5657
geschlesden	bv_doc_id__43_d32e5659
<g/>
,	
dass	bv_doc_id__43_d32e5663
Abs	bv_doc_id__43_d32e5666
<g/>
.	
3	bv_doc_id__43_d32e5670
des	bv_doc_id__43_d32e5672
Art.	bv_doc_id__43_d32e5674
2	bv_doc_id__43_d32e5676
<g/>
(	
888d	bv_doc_id__43_d32e5681
<g/>
.	
P	bv_doc_id__43_d32e5685
<g/>
.)	
zum	bv_doc_id__43_d32e5689
nächsten	bv_doc_id__43_d32e5692
Artikel	bv_doc_id__43_d32e5694
gezogen	bv_doc_id__43_d32e5696
wird	bv_doc_id__43_d32e5698
und	bv_doc_id__43_d32e5700
der	bv_doc_id__43_d32e5702
Abs	bv_doc_id__43_d32e5705
<g/>
.	
4	bv_doc_id__43_d32e5709
folgendernassen	bv_doc_id__43_d32e5711
zu	bv_doc_id__43_d32e5713
leuten	bv_doc_id__43_d32e5715
hat	bv_doc_id__43_d32e5718
<g/>
:	
"	bv_doc_id__43_d32e5722
<g/>
(	
Artikel	bv_doc_id__43_d32e5726
52	bv_doc_id__43_d32e5728
<g/>
)	
<g/>
(	
4	bv_doc_id__43_d32e5735
<g/>
)	
In	bv_doc_id__43_d32e5739
den	bv_doc_id__43_d32e5741
Angelgenheiten	bv_doc_id__43_d32e5744
der	bv_doc_id__43_d32e5746
mittelbaren	bv_doc_id__43_d32e5748
Bundes	bv_doc_id__43_d32e5750
verwaltung	bv_doc_id__43_d32e5752
sind	bv_doc_id__43_d32e5754
die	bv_doc_id__43_d32e5757
Landesregierungen	bv_doc_id__43_d32e5759
an	bv_doc_id__43_d32e5761
die	bv_doc_id__43_d32e5763
Heisungen	bv_doc_id__43_d32e5765
der	bv_doc_id__43_d32e5767
Bundesregierung	bv_doc_id__43_d32e5770
sowie	bv_doc_id__43_d32e5772
der	bv_doc_id__43_d32e5774
einzelnen	bv_doc_id__43_d32e5776
Bundesänter	bv_doc_id__43_d32e5778
gebunden	bv_doc_id__43_d32e5780
<g/>
:	
Der	bv_doc_id__43_d32e5785
aininistrative	bv_doc_id__43_d32e5787
Instanzenzug	bv_doc_id__43_d32e5789
geht	bv_doc_id__43_d32e5791
in	bv_doc_id__43_d32e5793
diesen	bv_doc_id__43_d32e5796
Aagelegenherten	bv_doc_id__43_d32e5798
<g/>
-	
wenn	bv_doc_id__43_d32e5802
nicht	bv_doc_id__43_d32e5804
durch	bv_doc_id__43_d32e5806
Bundesgesetz	bv_doc_id__43_d32e5809
ausdrucklich	bv_doc_id__43_d32e5811
anderes	bv_doc_id__43_d32e5813
bestimnt	bv_doc_id__43_d32e5815
ist	bv_doc_id__43_d32e5817
<g/>
-	
bis	bv_doc_id__43_d32e5822
zu	bv_doc_id__43_d32e5824
den	bv_doc_id__43_d32e5826
zuständigen	bv_doc_id__43_d32e5828
Bundesantero«	bv_doc_id__43_d32e5830
<g/>
.	
Die	bv_doc_id__43_d32e5835
Sitzung	bv_doc_id__43_d32e5837
wird	bv_doc_id__43_d32e5839
um	bv_doc_id__43_d32e5841
1	bv_doc_id__43_d32e5843
<g/>
/	
2	bv_doc_id__43_d32e5848
1	bv_doc_id__43_d32e5850
Uhr	bv_doc_id__43_d32e5852
nachmittags	bv_doc_id__43_d32e5854
unterbre	bv_doc_id__43_d32e5856
chen	bv_doc_id__43_d32e5858
und	bv_doc_id__43_d32e5861
um	bv_doc_id__43_d32e5863
3	bv_doc_id__43_d32e5865
Uhr	bv_doc_id__43_d32e5867
fortgesetzt	bv_doc_id__43_d32e5869
<g/>
.	
Lei	bv_doc_id__43_d32e5874
Besprechung	bv_doc_id__43_d32e5876
des	bv_doc_id__43_d32e5878
Art.	bv_doc_id__43_d32e5880
93	bv_doc_id__43_d32e5882
erklärt	bv_doc_id__43_d32e5884
Mg	bv_doc_id__43_d32e5887
<g/>
.	
Gl	bv_doc_id__43_d32e5891
e	bv_doc_id__43_d32e5893
s	bv_doc_id__43_d32e5895
s	bv_doc_id__43_d32e5897
in	bv_doc_id__43_d32e5900
<g/>
,	
daß	bv_doc_id__43_d32e5904
seinen	bv_doc_id__43_d32e5906
Früheren	bv_doc_id__43_d32e5908
Antrag	bv_doc_id__43_d32e5910
gemuß	bv_doc_id__43_d32e5913
dem	bv_doc_id__43_d32e5915
Landesantsdirekter	bv_doc_id__43_d32e5917
<g/>
,	
welcher	bv_doc_id__43_d32e5921
Eitel	bv_doc_id__43_d32e5923
in	bv_doc_id__43_d32e5926
allen	bv_doc_id__43_d32e5928
ländern	bv_doc_id__43_d32e5930
gleichnässig	bv_doc_id__43_d32e5932
einzuführen	bv_doc_id__43_d32e5934
wäre	bv_doc_id__43_d32e5936
<g/>
,	
der	bv_doc_id__43_d32e5941
die	bv_doc_id__43_d32e5943
Vellziehung	bv_doc_id__43_d32e5945
über	bv_doc_id__43_d32e5947
nabe	bv_doc_id__43_d32e5949
<g/>
.	
die	bv_doc_id__43_d32e5954
Verentwortlichkeit	bv_doc_id__43_d32e5956
anzulasten	bv_doc_id__43_d32e5958
wäre	bv_doc_id__43_d32e5960
<g/>
.	
Der	bv_doc_id__43_d32e5965
Versitzende	bv_doc_id__43_d32e5967
ist	bv_doc_id__43_d32e5969
der	bv_doc_id__43_d32e5971
Meinung	bv_doc_id__43_d32e5973
<g/>
,	
daß	bv_doc_id__43_d32e5978
dadurch	bv_doc_id__43_d32e5980
eine	bv_doc_id__43_d32e5982
Art	bv_doc_id__43_d32e5984
Sitzredakteur	bv_doc_id__43_d32e5986
geschaffen	bv_doc_id__43_d32e5988
werde	bv_doc_id__43_d32e5991
<g/>
.	
Prof	bv_doc_id__43_d32e5995
<g/>
.	
Dr	bv_doc_id__43_d32e5999
<g/>
.	
Kelsen	bv_doc_id__43_d32e6004
meint	bv_doc_id__43_d32e6006
<g/>
,	
daß	bv_doc_id__43_d32e6010
die	bv_doc_id__43_d32e6012
Stellung	bv_doc_id__43_d32e6014
des	bv_doc_id__43_d32e6017
Landeshauptmannes	bv_doc_id__43_d32e6019
zum	bv_doc_id__43_d32e6021
Landesamtsdirekter	bv_doc_id__43_d32e6023
gewissermassen	bv_doc_id__43_d32e6025
analog	bv_doc_id__43_d32e6027
der	bv_doc_id__43_d32e6030
des	bv_doc_id__43_d32e6032
unverentwertlichen	bv_doc_id__43_d32e6034
Uenarchen	bv_doc_id__43_d32e6036
zum	bv_doc_id__43_d32e6038
verantwortlichen	bv_doc_id__43_d32e6040
Winister	bv_doc_id__43_d32e6043
wäre	bv_doc_id__43_d32e6045
<g/>
.	
Dr	bv_doc_id__43_d32e6049
<g/>
.	
Seip	bv_doc_id__43_d32e6053
el	bv_doc_id__43_d32e6056
ist	bv_doc_id__43_d32e6058
jedoch	bv_doc_id__43_d32e6060
der	bv_doc_id__43_d32e6062
Anschauung	bv_doc_id__43_d32e6064
<g/>
.	
daß	bv_doc_id__43_d32e6069
der	bv_doc_id__43_d32e6071
Landeshauptmann	bv_doc_id__43_d32e6073
<g/>
,	
selange	bv_doc_id__43_d32e6077
keine	bv_doc_id__43_d32e6079
Trennung	bv_doc_id__43_d32e6082
der	bv_doc_id__43_d32e6084
Punktion	bv_doc_id__43_d32e6086
vom	bv_doc_id__43_d32e6088
Landesregierungschef	bv_doc_id__43_d32e6090
und	bv_doc_id__43_d32e6092
Vorsitzenden	bv_doc_id__43_d32e6095
des	bv_doc_id__43_d32e6097
Landtages	bv_doc_id__43_d32e6099
eintritt	bv_doc_id__43_d32e6101
<g/>
,	
ebenso	bv_doc_id__43_d32e6105
wie	bv_doc_id__43_d32e6108
früher	bv_doc_id__43_d32e6110
der	bv_doc_id__43_d32e6112
Statthalter	bv_doc_id__43_d32e6114
der	bv_doc_id__43_d32e6116
Bundesregierung	bv_doc_id__43_d32e6118
gegenpber	bv_doc_id__43_d32e6121
verantwortlich	bv_doc_id__43_d32e6123
sein	bv_doc_id__43_d32e6125
musse	bv_doc_id__43_d32e6127
<g/>
.	
4	bv_doc_id__43_d32e6134
die	bv_doc_id__43_d32e6136
länder	bv_doc_id__43_d32e6138
wurden	bv_doc_id__43_d32e6140
derin	bv_doc_id__43_d32e6142
keine	bv_doc_id__43_d32e6144
Erhöhung	bv_doc_id__43_d32e6147
derrselbständigreit	bv_doc_id__43_d32e6149
des	bv_doc_id__43_d32e6151
leodeshauptnames	bv_doc_id__43_d32e6153
sondern	bv_doc_id__43_d32e6155
ein	bv_doc_id__43_d32e6157
hedereufleben	bv_doc_id__43_d32e6160
der	bv_doc_id__43_d32e6162
Statthalter	bv_doc_id__43_d32e6164
sehen	bv_doc_id__43_d32e6166
<g/>
.	
Artiket	bv_doc_id__43_d32e6170
ss	bv_doc_id__43_d32e6173
wird	bv_doc_id__43_d32e6175
sodann	bv_doc_id__43_d32e6177
mit	bv_doc_id__43_d32e6179
gringfigige	bv_doc_id__43_d32e6181
senderungen	bv_doc_id__43_d32e6183
augenomen	bv_doc_id__43_d32e6186
und	bv_doc_id__43_d32e6188
leutet	bv_doc_id__43_d32e6190
<g/>
:	
"Artikel	bv_doc_id__43_d32e6194
85.	bv_doc_id__43_d32e6196
<g/>
(	
1	bv_doc_id__43_d32e6201
<g/>
)	
Der	bv_doc_id__43_d32e6205
landeshauptmann	bv_doc_id__43_d32e6207
oder	bv_doc_id__43_d32e6209
sein	bv_doc_id__43_d32e6212
Stellvertreter	bv_doc_id__43_d32e6214
vertreten	bv_doc_id__43_d32e6216
das	bv_doc_id__43_d32e6218
Lend	bv_doc_id__43_d32e6220
<g/>
.	
Nr	bv_doc_id__43_d32e6225
trärt	bv_doc_id__43_d32e6227
ia	bv_doc_id__43_d32e6229
den	bv_doc_id__43_d32e6231
Angelegenherten	bv_doc_id__43_d32e6233
der	bv_doc_id__43_d32e6235
mittelberen	bv_doc_id__43_d32e6238
Kundesverwaltung	bv_doc_id__43_d32e6240
die	bv_doc_id__43_d32e6242
Verantwortung	bv_doc_id__43_d32e6244
gegenüber	bv_doc_id__43_d32e6246
der	bv_doc_id__43_d32e6248
Bundeeregierung	bv_doc_id__43_d32e6251
<g/>
.	
Gendss	bv_doc_id__43_d32e6255
Artikel	bv_doc_id__43_d32e6257
1sz	bv_doc_id__43_d32e6259
der	bv_doc_id__43_d32e6261
geltenden	bv_doc_id__43_d32e6264
Bestimnung	bv_doc_id__43_d32e6266
dieser	bv_doc_id__43_d32e6268
Veranturrtung	bv_doc_id__43_d32e6270
stent	bv_doc_id__43_d32e6272
die	bv_doc_id__43_d32e6274
Iauvartit	bv_doc_id__43_d32e6277
nicht	bv_doc_id__43_d32e6279
ia	bv_doc_id__43_d32e6281
Bert	bv_doc_id__43_d32e6283
<g/>
.	
1	bv_doc_id__43_d32e6287
lege	bv_doc_id__43_d32e6290
<g/>
.	
<g/>
(	
21	bv_doc_id__43_d32e6296
der	bv_doc_id__43_d32e6298
hradser	bv_doc_id__43_d32e6300
sinl	bv_doc_id__43_d32e6303
die	bv_doc_id__43_d32e6305
Uitglieder	bv_doc_id__43_d32e6307
der	bv_doc_id__43_d32e6309
Lerdesregierung	bv_doc_id__43_d32e6311
genass	bv_doc_id__43_d32e6313
Artikel	bv_doc_id__43_d32e6316
152	bv_doc_id__43_d32e6318
verartwertlich	bv_doc_id__43_d32e6320
<g/>
.	
zu	bv_doc_id__43_d32e6324
ertikel	bv_doc_id__43_d32e6326
St	bv_doc_id__43_d32e6329
wurscht	bv_doc_id__43_d32e6331
Rog	bv_doc_id__43_d32e6333
<g/>
.	
Clessin	bv_doc_id__43_d32e6337
<g/>
,	
dass	bv_doc_id__43_d32e6342
der	bv_doc_id__43_d32e6344
Leidesantsdierter	bv_doc_id__43_d32e6346
in	bv_doc_id__43_d32e6348
silen	bv_doc_id__43_d32e6350
Ländern	bv_doc_id__43_d32e6352
den	bv_doc_id__43_d32e6355
gleichen	bv_doc_id__43_d32e6357
Irtel	bv_doc_id__43_d32e6359
fünre	bv_doc_id__43_d32e6361
<g/>
.	
Auch	bv_doc_id__43_d32e6365
beantragt	bv_doc_id__43_d32e6368
er	bv_doc_id__43_d32e6370
die	bv_doc_id__43_d32e6372
Streichung	bv_doc_id__43_d32e6374
des	bv_doc_id__43_d32e6376
2.	bv_doc_id__43_d32e6378
Absatzes	bv_doc_id__43_d32e6381
<g/>
.	
un	bv_doc_id__43_d32e6385
den	bv_doc_id__43_d32e6387
Münschen	bv_doc_id__43_d32e6389
der	bv_doc_id__43_d32e6391
lechnik	bv_doc_id__43_d32e6394
entgegeazukonnen	bv_doc_id__43_d32e6396
<g/>
,	
ferdert	bv_doc_id__43_d32e6400
aber	bv_doc_id__43_d32e6402
ausdruchlich	bv_doc_id__43_d32e6404
<g/>
,	
dass	bv_doc_id__43_d32e6409
der	bv_doc_id__43_d32e6411
landesantslirekter	bv_doc_id__43_d32e6413
ein	bv_doc_id__43_d32e6415
rechtskundiger	bv_doc_id__43_d32e6417
Besnter	bv_doc_id__43_d32e6420
sein	bv_doc_id__43_d32e6422
müsse	bv_doc_id__43_d32e6424
<g/>
.	
Dei	bv_doc_id__43_d32e6428
Besprechung	bv_doc_id__43_d32e6430
des	bv_doc_id__43_d32e6433
folgenden	bv_doc_id__43_d32e6435
ertikels	bv_doc_id__43_d32e6437
neint	bv_doc_id__43_d32e6439
der	bv_doc_id__43_d32e6441
Verartzende	bv_doc_id__43_d32e6443
<g/>
,	
dass	bv_doc_id__43_d32e6448
der	bv_doc_id__43_d32e6450
Uebergang	bv_doc_id__43_d32e6452
der	bv_doc_id__43_d32e6454
Autsgeschäfte	bv_doc_id__43_d32e6456
des	bv_doc_id__43_d32e6459
Landeshauptnomes	bv_doc_id__43_d32e6461
auf	bv_doc_id__43_d32e6463
den	bv_doc_id__43_d32e6465
