<doc id="bv_doc_id__4" attrs="word lemma type">
Erster	bv_doc_id__4_d29e427
in	bv_doc_id__4_d29e8224
der	bv_doc_id__4_d29e8227
Regel	bv_doc_id__4_d29e8229
dem	bv_doc_id__4_d29e8231
verantwortlichen	bv_doc_id__4_d29e8233
Leiter	bv_doc_id__4_d29e8235
zur	bv_doc_id__4_d29e8237
Wahrung	bv_doc_id__4_d29e8240
der	bv_doc_id__4_d29e8242
Einheit	bv_doc_id__4_d29e8244
und	bv_doc_id__4_d29e8246
Stetigkeit	bv_doc_id__4_d29e8248
des	bv_doc_id__4_d29e8250
Geschäftsganges	bv_doc_id__4_d29e8253
ein	bv_doc_id__4_d29e8255
Beamter	bv_doc_id__4_d29e8257
zur	bv_doc_id__4_d29e8259
Seite	bv_doc_id__4_d29e8261
gestellt	bv_doc_id__4_d29e8263
<g/>
,	
der	bv_doc_id__4_d29e8268
den	bv_doc_id__4_d29e8270
Amtstitel	bv_doc_id__4_d29e8272
eines	bv_doc_id__4_d29e8274
Bundesamstdirektors	bv_doc_id__4_d29e8276
führt	bv_doc_id__4_d29e8279
<g/>
.	
Art.	bv_doc_id__4_d29e8289
LX	bv_doc_id__4_d29e8291
<g/>
.	
Dem	bv_doc_id__4_d29e8298
Bundeskanzler	bv_doc_id__4_d29e8300
und	bv_doc_id__4_d29e8302
den	bv_doc_id__4_d29e8304
Staatssekretären	bv_doc_id__4_d29e8306
können	bv_doc_id__4_d29e8309
zur	bv_doc_id__4_d29e8311
Unterstützung	bv_doc_id__4_d29e8313
in	bv_doc_id__4_d29e8315
der	bv_doc_id__4_d29e8317
politischen	bv_doc_id__4_d29e8319
Geschäftsführung	bv_doc_id__4_d29e8322
und	bv_doc_id__4_d29e8324
zur	bv_doc_id__4_d29e8326
parlamentarischen	bv_doc_id__4_d29e8328
Vertre-	bv_doc_id__4_d29e8330
tung	bv_doc_id__4_d29e8335
Unterstaatssekretäre	bv_doc_id__4_d29e8337
beigegeben	bv_doc_id__4_d29e8339
werden	bv_doc_id__4_d29e8341
<g/>
.	
Die	bv_doc_id__4_d29e8348
Unterstaatssekretäre	bv_doc_id__4_d29e8350
werden	bv_doc_id__4_d29e8352
in	bv_doc_id__4_d29e8354
der	bv_doc_id__4_d29e8356
gleichen	bv_doc_id__4_d29e8359
Weise	bv_doc_id__4_d29e8361
berufen	bv_doc_id__4_d29e8363
wie	bv_doc_id__4_d29e8365
die	bv_doc_id__4_d29e8367
Mitglieder	bv_doc_id__4_d29e8369
der	bv_doc_id__4_d29e8372
Bundesregierung	bv_doc_id__4_d29e8374
<g/>
.	
B	bv_doc_id__4_d29e8385
<g/>
.	
Von	bv_doc_id__4_d29e8389
der	bv_doc_id__4_d29e8391
Gerichtsbarkeit	bv_doc_id__4_d29e8393
des	bv_doc_id__4_d29e8396
Bundes	bv_doc_id__4_d29e8398
<g/>
.	
Art.LXI.	bv_doc_id__4_d29e8407
Alle	bv_doc_id__4_d29e8412
Gerichtsbarkeit	bv_doc_id__4_d29e8414
geht	bv_doc_id__4_d29e8416
vom	bv_doc_id__4_d29e8418
Bunde	bv_doc_id__4_d29e8420
aus	bv_doc_id__4_d29e8423
<g/>
.	
Die	bv_doc_id__4_d29e8427
Urteile	bv_doc_id__4_d29e8429
und	bv_doc_id__4_d29e8431
Erkenntnisse	bv_doc_id__4_d29e8433
werden	bv_doc_id__4_d29e8436
im	bv_doc_id__4_d29e8438
Namen	bv_doc_id__4_d29e8440
der	bv_doc_id__4_d29e8442
Republik	bv_doc_id__4_d29e8444
Deutschösterreichs	bv_doc_id__4_d29e8446
ausgefertigt	bv_doc_id__4_d29e8449
<g/>
.	
Art.	bv_doc_id__4_d29e8459
LXII	bv_doc_id__4_d29e8461
<g/>
.	
Die	bv_doc_id__4_d29e8468
Verfassung	bv_doc_id__4_d29e8470
und	bv_doc_id__4_d29e8472
Zuständigkeit	bv_doc_id__4_d29e8474
der	bv_doc_id__4_d29e8476
Gerichte	bv_doc_id__4_d29e8479
wird	bv_doc_id__4_d29e8481
durch	bv_doc_id__4_d29e8483
Bundesgesetz	bv_doc_id__4_d29e8485
festgestellt	bv_doc_id__4_d29e8487
<g/>
.	
Ausnahmsgerichte	bv_doc_id__4_d29e8494
sind	bv_doc_id__4_d29e8496
nur	bv_doc_id__4_d29e8498
in	bv_doc_id__4_d29e8500
dem	bv_doc_id__4_d29e8502
im	bv_doc_id__4_d29e8505
Gesetze	bv_doc_id__4_d29e8507
vorausbestimmten	bv_doc_id__4_d29e8509
Fällen	bv_doc_id__4_d29e8511
zulässig	bv_doc_id__4_d29e8513
<g/>
.	
Ob	bv_doc_id__4_d29e8518
ein	bv_doc_id__4_d29e8520
solcher	bv_doc_id__4_d29e8522
Fall	bv_doc_id__4_d29e8524
vorliegt	bv_doc_id__4_d29e8526
<g/>
,	
wird	bv_doc_id__4_d29e8531
<g/>
,	
abgesehen	bv_doc_id__4_d29e8535
von	bv_doc_id__4_d29e8537
den	bv_doc_id__4_d29e8539
in	bv_doc_id__4_d29e8541
der	bv_doc_id__4_d29e8544
Strafprozessordnung	bv_doc_id__4_d29e8546
geregelten	bv_doc_id__4_d29e8548
Fällen	bv_doc_id__4_d29e8550
<g/>
,	
durch	bv_doc_id__4_d29e8554
Beschluss	bv_doc_id__4_d29e8557
der	bv_doc_id__4_d29e8559
Bundesregierung	bv_doc_id__4_d29e8561
festgesetzt	bv_doc_id__4_d29e8563
<g/>
.	
Die	bv_doc_id__4_d29e8567
Bundesregierung	bv_doc_id__4_d29e8570
ist	bv_doc_id__4_d29e8572
verpflichtet	bv_doc_id__4_d29e8574
<g/>
,	
jeden	bv_doc_id__4_d29e8578
solchen	bv_doc_id__4_d29e8580
Beschluss	bv_doc_id__4_d29e8583
ungesäumt	bv_doc_id__4_d29e8585
der	bv_doc_id__4_d29e8587
Bundesversammlung	bv_doc_id__4_d29e8589
und	bv_doc_id__4_d29e8591
dem	bv_doc_id__4_d29e8593
Bundesrat	bv_doc_id__4_d29e8596
vorzulegen	bv_doc_id__4_d29e8598
und	bv_doc_id__4_d29e8600
über	bv_doc_id__4_d29e8602
Beschluss	bv_doc_id__4_d29e8604
eines	bv_doc_id__4_d29e8606
der	bv_doc_id__4_d29e8609
beiden	bv_doc_id__4_d29e8611
Vertretungskörper	bv_doc_id__4_d29e8613
sofort	bv_doc_id__4_d29e8615
ausser	bv_doc_id__4_d29e8617
Kraft	bv_doc_id__4_d29e8619
zu	bv_doc_id__4_d29e8622
setzen	bv_doc_id__4_d29e8624
<g/>
.	
Art.	bv_doc_id__4_d29e8634
LXIII	bv_doc_id__4_d29e8636
<g/>
.	
Der	bv_doc_id__4_d29e8643
Wirkungskreis	bv_doc_id__4_d29e8645
der	bv_doc_id__4_d29e8647
Militärgerichte	bv_doc_id__4_d29e8649
wird	bv_doc_id__4_d29e8651
durch	bv_doc_id__4_d29e8654
Gesetz	bv_doc_id__4_d29e8656
bestimmt	bv_doc_id__4_d29e8658
<g/>
.	
Art.	bv_doc_id__4_d29e8668
LXIV	bv_doc_id__4_d29e8670
<g/>
.	
Die	bv_doc_id__4_d29e8677
Gerichtsbarkeit	bv_doc_id__4_d29e8679
in	bv_doc_id__4_d29e8681
Polizei-	bv_doc_id__4_d29e8683
und	bv_doc_id__4_d29e8685
Gefällsstrafsachen	bv_doc_id__4_d29e8688
wird	bv_doc_id__4_d29e8690
durch	bv_doc_id__4_d29e8692
Gesetz	bv_doc_id__4_d29e8694
geregelt	bv_doc_id__4_d29e8696
<g/>
.	
Art.	bv_doc_id__4_d29e8707
LXV	bv_doc_id__4_d29e8709
<g/>
.	
Die	bv_doc_id__4_d29e8716
Richter	bv_doc_id__4_d29e8718
werden	bv_doc_id__4_d29e8720
<g/>
-	
soferne	bv_doc_id__4_d29e8724
nicht	bv_doc_id__4_d29e8727
anders	bv_doc_id__4_d29e8729
bestimmt	bv_doc_id__4_d29e8731
ist	bv_doc_id__4_d29e8733
<g/>
-	
auf	bv_doc_id__4_d29e8737
Grund	bv_doc_id__4_d29e8740
von	bv_doc_id__4_d29e8742
Besetzungsvorschlägen	bv_doc_id__4_d29e8744
der	bv_doc_id__4_d29e8746
durch	bv_doc_id__4_d29e8748
die	bv_doc_id__4_d29e8750
Gerichtsverfassung	bv_doc_id__4_d29e8753
dazu	bv_doc_id__4_d29e8755
be-	bv_doc_id__4_d29e8757
stimmten	bv_doc_id__4_d29e8761
Senate	bv_doc_id__4_d29e8763
über	bv_doc_id__4_d29e8766
Antrag	bv_doc_id__4_d29e8768
der	bv_doc_id__4_d29e8770
Bundesregierung	bv_doc_id__4_d29e8772
vom	bv_doc_id__4_d29e8774
Bundespräsidenten	bv_doc_id__4_d29e8776
oder	bv_doc_id__4_d29e8779
über	bv_doc_id__4_d29e8781
dessen	bv_doc_id__4_d29e8783
Ermächtigung	bv_doc_id__4_d29e8785
vom	bv_doc_id__4_d29e8787
Staatssekretär	bv_doc_id__4_d29e8789
für	bv_doc_id__4_d29e8792
Justiz	bv_doc_id__4_d29e8794
ernannt	bv_doc_id__4_d29e8796
<g/>
.	
Der	bv_doc_id__4_d29e8803
durch	bv_doc_id__4_d29e8805
den	bv_doc_id__4_d29e8807
Staatssekretär	bv_doc_id__4_d29e8809
für	bv_doc_id__4_d29e8811
Justiz	bv_doc_id__4_d29e8814
an	bv_doc_id__4_d29e8816
die	bv_doc_id__4_d29e8818
Bundesregierung	bv_doc_id__4_d29e8820
zu	bv_doc_id__4_d29e8822
leitende	bv_doc_id__4_d29e8824
oder	bv_doc_id__4_d29e8827
dem	bv_doc_id__4_d29e8829
Staatssekretär	bv_doc_id__4_d29e8831
für	bv_doc_id__4_d29e8833
Justiz	bv_doc_id__4_d29e8835
vorzulegende	bv_doc_id__4_d29e8837
Besetzungsvorschlag	bv_doc_id__4_d29e8840
hat	bv_doc_id__4_d29e8842
<g/>
,	
wenn	bv_doc_id__4_d29e8846
genügend	bv_doc_id__4_d29e8848
Bewerber	bv_doc_id__4_d29e8850
vorhanden	bv_doc_id__4_d29e8853
sind	bv_doc_id__4_d29e8855
<g/>
,	
mindestens	bv_doc_id__4_d29e8859
2	bv_doc_id__4_d29e8861
Personen	bv_doc_id__4_d29e8863
mehr	bv_doc_id__4_d29e8866
zu	bv_doc_id__4_d29e8868
umfassen	bv_doc_id__4_d29e8870
<g/>
,	
als	bv_doc_id__4_d29e8874
Richter	bv_doc_id__4_d29e8876
zu	bv_doc_id__4_d29e8879
ernennen	bv_doc_id__4_d29e8881
sind	bv_doc_id__4_d29e8883
<g/>
.	
Die	bv_doc_id__4_d29e8890
Richter	bv_doc_id__4_d29e8892
werden	bv_doc_id__4_d29e8894
in	bv_doc_id__4_d29e8896
die	bv_doc_id__4_d29e8898
für	bv_doc_id__4_d29e8901
die	bv_doc_id__4_d29e8903
übrigen	bv_doc_id__4_d29e8905
Staatsbeamten	bv_doc_id__4_d29e8907
bestehenden	bv_doc_id__4_d29e8909
Rangsklassen	bv_doc_id__4_d29e8911
nicht	bv_doc_id__4_d29e8914
eingeteilt	bv_doc_id__4_d29e8916
<g/>
,	
ihre	bv_doc_id__4_d29e8920
dienstliche	bv_doc_id__4_d29e8922
Verwendung	bv_doc_id__4_d29e8924
ist	bv_doc_id__4_d29e8927
von	bv_doc_id__4_d29e8929
ihrer	bv_doc_id__4_d29e8931
Einteilung	bv_doc_id__4_d29e8933
in	bv_doc_id__4_d29e8935
Gehaltsklassen	bv_doc_id__4_d29e8937
unabhängig	bv_doc_id__4_d29e8940
<g/>
.	
Art.	bv_doc_id__4_d29e8950
LXVI	bv_doc_id__4_d29e8952
<g/>
.	
Die	bv_doc_id__4_d29e8959
Richter	bv_doc_id__4_d29e8961
sind	bv_doc_id__4_d29e8963
in	bv_doc_id__4_d29e8965
Ausübung	bv_doc_id__4_d29e8967
ihres	bv_doc_id__4_d29e8970
richterlichen	bv_doc_id__4_d29e8972
Amtes	bv_doc_id__4_d29e8974
selbständig	bv_doc_id__4_d29e8976
und	bv_doc_id__4_d29e8978
unabhängig	bv_doc_id__4_d29e8980
<g/>
.	
In	bv_doc_id__4_d29e8988
Ausübung	bv_doc_id__4_d29e8990
seines	bv_doc_id__4_d29e8992
richterlichen	bv_doc_id__4_d29e8994
Amtes	bv_doc_id__4_d29e8996
befindet	bv_doc_id__4_d29e8999
sich	bv_doc_id__4_d29e9001
ein	bv_doc_id__4_d29e9003
Richter	bv_doc_id__4_d29e9005
bei	bv_doc_id__4_d29e9007
Besorgung	bv_doc_id__4_d29e9009
aller	bv_doc_id__4_d29e9012
ihm	bv_doc_id__4_d29e9014
nach	bv_doc_id__4_d29e9016
dem	bv_doc_id__4_d29e9018
Gesetze	bv_doc_id__4_d29e9020
und	bv_doc_id__4_d29e9022
der	bv_doc_id__4_d29e9025
Geschäftsordnung	bv_doc_id__4_d29e9027
zustehenden	bv_doc_id__4_d29e9029
richterlichen	bv_doc_id__4_d29e9031
Geschäfte	bv_doc_id__4_d29e9033
<g/>
,	
einschliesslich	bv_doc_id__4_d29e9038
jener	bv_doc_id__4_d29e9040
der	bv_doc_id__4_d29e9042
Justizverwaltungssachen	bv_doc_id__4_d29e9044
<g/>
,	
die	bv_doc_id__4_d29e9048
nach	bv_doc_id__4_d29e9051
Vorschrift	bv_doc_id__4_d29e9053
des	bv_doc_id__4_d29e9055
Gesetzes	bv_doc_id__4_d29e9057
durch	bv_doc_id__4_d29e9059
Senate	bv_doc_id__4_d29e9061
oder	bv_doc_id__4_d29e9064
Kommissionen	bv_doc_id__4_d29e9066
zu	bv_doc_id__4_d29e9068
erledigen	bv_doc_id__4_d29e9070
sind	bv_doc_id__4_d29e9072
<g/>
.	
Art.	bv_doc_id__4_d29e9082
LXVII	bv_doc_id__4_d29e9084
<g/>
.	
Vor	bv_doc_id__4_d29e9091
Erreichung	bv_doc_id__4_d29e9093
der	bv_doc_id__4_d29e9095
im	bv_doc_id__4_d29e9097
Gerichtsorganisationsgesetz	bv_doc_id__4_d29e9099
festgesetzten	bv_doc_id__4_d29e9102
Altersgrenze	bv_doc_id__4_d29e9104
dürfen	bv_doc_id__4_d29e9106
Richter	bv_doc_id__4_d29e9108
nur	bv_doc_id__4_d29e9110
auf	bv_doc_id__4_d29e9112
Grund	bv_doc_id__4_d29e9115
eines	bv_doc_id__4_d29e9117
förmlichen	bv_doc_id__4_d29e9119
richterlichen	bv_doc_id__4_d29e9121
Erkenntnisses	bv_doc_id__4_d29e9123
ihres	bv_doc_id__4_d29e9125
Amtes	bv_doc_id__4_d29e9128
ersetzt	bv_doc_id__4_d29e9130
werden	bv_doc_id__4_d29e9132
<g/>
:	
ihre	bv_doc_id__4_d29e9136
zeitweise	bv_doc_id__4_d29e9138
Enthebung	bv_doc_id__4_d29e9141
des	bv_doc_id__4_d29e9143
Gerichtsvorstandes	bv_doc_id__4_d29e9145
oder	bv_doc_id__4_d29e9147
höheren	bv_doc_id__4_d29e9149
Gerichtsbehörde	bv_doc_id__4_d29e9151
unter	bv_doc_id__4_d29e9154
gleichzeitiger	bv_doc_id__4_d29e9156
Verweisung	bv_doc_id__4_d29e9158
der	bv_doc_id__4_d29e9160
Sache	bv_doc_id__4_d29e9162
an	bv_doc_id__4_d29e9164
das	bv_doc_id__4_d29e9167
zuständige	bv_doc_id__4_d29e9169
Gericht	bv_doc_id__4_d29e9171
<g/>
,	
die	bv_doc_id__4_d29e9177
Versetzung	bv_doc_id__4_d29e9180
an	bv_doc_id__4_d29e9182
eine	bv_doc_id__4_d29e9184
andere	bv_doc_id__4_d29e9186
Stelle	bv_doc_id__4_d29e9188
oder	bv_doc_id__4_d29e9190
in	bv_doc_id__4_d29e9193
den	bv_doc_id__4_d29e9195
Ruhestand	bv_doc_id__4_d29e9197
wider	bv_doc_id__4_d29e9199
Willen	bv_doc_id__4_d29e9201
nur	bv_doc_id__4_d29e9203
durch	bv_doc_id__4_d29e9206
gerichtlichen	bv_doc_id__4_d29e9208
Beschluss	bv_doc_id__4_d29e9210
in	bv_doc_id__4_d29e9212
den	bv_doc_id__4_d29e9214
durch	bv_doc_id__4_d29e9216
das	bv_doc_id__4_d29e9219
Gesetz	bv_doc_id__4_d29e9221
bestimmten	bv_doc_id__4_d29e9223
Fällen	bv_doc_id__4_d29e9225
und	bv_doc_id__4_d29e9227
Formen	bv_doc_id__4_d29e9229
stattfinden	bv_doc_id__4_d29e9232
<g/>
.	
Diese	bv_doc_id__4_d29e9236
Bestimmungen	bv_doc_id__4_d29e9238
finden	bv_doc_id__4_d29e9240
jedoch	bv_doc_id__4_d29e9242
bei	bv_doc_id__4_d29e9245
Uebersetzung	bv_doc_id__4_d29e9247
und	bv_doc_id__4_d29e9249
Versetzungen	bv_doc_id__4_d29e9251
in	bv_doc_id__4_d29e9253
den	bv_doc_id__4_d29e9255
Ruhestand	bv_doc_id__4_d29e9258
keine	bv_doc_id__4_d29e9260
Anwendung	bv_doc_id__4_d29e9262
<g/>
,	
die	bv_doc_id__4_d29e9266
durch	bv_doc_id__4_d29e9268
Veränderungen	bv_doc_id__4_d29e9271
in	bv_doc_id__4_d29e9273
der	bv_doc_id__4_d29e9275
Verfassung	bv_doc_id__4_d29e9277
der	bv_doc_id__4_d29e9279
Gerichte	bv_doc_id__4_d29e9281
nötig	bv_doc_id__4_d29e9284
werden	bv_doc_id__4_d29e9286
<g/>
.	
In	bv_doc_id__4_d29e9290
einem	bv_doc_id__4_d29e9292
solchen	bv_doc_id__4_d29e9294
Falle	bv_doc_id__4_d29e9297
wird	bv_doc_id__4_d29e9299
durch	bv_doc_id__4_d29e9301
Gesetz	bv_doc_id__4_d29e9303
festgestellt	bv_doc_id__4_d29e9305
<g/>
,	
innerhalb	bv_doc_id__4_d29e9310
welchen	bv_doc_id__4_d29e9312
Zeitraumes	bv_doc_id__4_d29e9314
Richter	bv_doc_id__4_d29e9316
<g/>
,	
ohne	bv_doc_id__4_d29e9320
die	bv_doc_id__4_d29e9323
sonst	bv_doc_id__4_d29e9325
vorgeschriebenen	bv_doc_id__4_d29e9327
Förmlichkeiten	bv_doc_id__4_d29e9329
übersetzt	bv_doc_id__4_d29e9331
und	bv_doc_id__4_d29e9333
in	bv_doc_id__4_d29e9336
den	bv_doc_id__4_d29e9338
Ruhestand	bv_doc_id__4_d29e9340
versetzt	bv_doc_id__4_d29e9342
werden	bv_doc_id__4_d29e9344
können	bv_doc_id__4_d29e9346
<g/>
.	
Art.	bv_doc_id__4_d29e9357
LXVIII	bv_doc_id__4_d29e9359
<g/>
.	
Die	bv_doc_id__4_d29e9366
Prüfung	bv_doc_id__4_d29e9368
der	bv_doc_id__4_d29e9370
Giltigkeit	bv_doc_id__4_d29e9372
gehörig	bv_doc_id__4_d29e9374
kundgemachter	bv_doc_id__4_d29e9377
Gesetze	bv_doc_id__4_d29e9379
steht	bv_doc_id__4_d29e9381
den	bv_doc_id__4_d29e9383
Gerichten	bv_doc_id__4_d29e9385
nicht	bv_doc_id__4_d29e9387
zu	bv_doc_id__4_d29e9390
<g/>
.	
Hat	bv_doc_id__4_d29e9397
ein	bv_doc_id__4_d29e9399
Gericht	bv_doc_id__4_d29e9401
die	bv_doc_id__4_d29e9403
Anwendung	bv_doc_id__4_d29e9405
einer	bv_doc_id__4_d29e9408
Vollzugsanweisung	bv_doc_id__4_d29e9410
<g/>
/	
Vdg	bv_doc_id__4_d29e9414
<g/>
./	
als	bv_doc_id__4_d29e9418
gesetzwidrig	bv_doc_id__4_d29e9421
abgelehnt	bv_doc_id__4_d29e9423
<g/>
,	
hat	bv_doc_id__4_d29e9427
es	bv_doc_id__4_d29e9429
gleichzeitig	bv_doc_id__4_d29e9431
den	bv_doc_id__4_d29e9434
Antrag	bv_doc_id__4_d29e9436
auf	bv_doc_id__4_d29e9438
Kassation	bv_doc_id__4_d29e9440
dieser	bv_doc_id__4_d29e9442
Vollzugsanweisung	bv_doc_id__4_d29e9444
beim	bv_doc_id__4_d29e9447
Bundesverfassungsgerichte	bv_doc_id__4_d29e9449
zu	bv_doc_id__4_d29e9451
stellen	bv_doc_id__4_d29e9453
<g/>
/	
Art.	bv_doc_id__4_d29e9457
CXXV	bv_doc_id__4_d29e9460
<g/>
/.	
Art.	bv_doc_id__4_d29e9470
LXIX	bv_doc_id__4_d29e9472
<g/>
.	
Wegen	bv_doc_id__4_d29e9479
der	bv_doc_id__4_d29e9481
von	bv_doc_id__4_d29e9483
einem	bv_doc_id__4_d29e9485
Richter	bv_doc_id__4_d29e9487
in	bv_doc_id__4_d29e9490
Ausübung	bv_doc_id__4_d29e9492
seines	bv_doc_id__4_d29e9494
Amtes	bv_doc_id__4_d29e9496
verursachten	bv_doc_id__4_d29e9498
Rechtsverletzungen	bv_doc_id__4_d29e9500
kann	bv_doc_id__4_d29e9503
dieser	bv_doc_id__4_d29e9505
Richter	bv_doc_id__4_d29e9507
sowie	bv_doc_id__4_d29e9509
der	bv_doc_id__4_d29e9511
Bund	bv_doc_id__4_d29e9513
ausser	bv_doc_id__4_d29e9516
den	bv_doc_id__4_d29e9518
im	bv_doc_id__4_d29e9520
gerichtlichen	bv_doc_id__4_d29e9522
Verfahren	bv_doc_id__4_d29e9524
vorgezeichneten	bv_doc_id__4_d29e9526
Rechtsmitteln	bv_doc_id__4_d29e9529
mit	bv_doc_id__4_d29e9531
Klage	bv_doc_id__4_d29e9533
belangt	bv_doc_id__4_d29e9535
werden	bv_doc_id__4_d29e9537
<g/>
.	
Dieses	bv_doc_id__4_d29e9542
Klagerecht	bv_doc_id__4_d29e9544
wird	bv_doc_id__4_d29e9546
durch	bv_doc_id__4_d29e9548
ein	bv_doc_id__4_d29e9550
besonderes	bv_doc_id__4_d29e9552
Bundesgesetz	bv_doc_id__4_d29e9555
geregelt	bv_doc_id__4_d29e9557
<g/>
.	
Der	bv_doc_id__4_d29e9564
Bund	bv_doc_id__4_d29e9566
haftet	bv_doc_id__4_d29e9568
für	bv_doc_id__4_d29e9570
jedes	bv_doc_id__4_d29e9572
Verschulden	bv_doc_id__4_d29e9575
des	bv_doc_id__4_d29e9577
Richters	bv_doc_id__4_d29e9579
<g/>
,	
dieser	bv_doc_id__4_d29e9583
nur	bv_doc_id__4_d29e9585
<g/>
,	
wenn	bv_doc_id__4_d29e9590
ihm	bv_doc_id__4_d29e9592
Vorsatz	bv_doc_id__4_d29e9594
oder	bv_doc_id__4_d29e9596
grobe	bv_doc_id__4_d29e9598
Fahrlässigkeit	bv_doc_id__4_d29e9601
zur	bv_doc_id__4_d29e9603
Last	bv_doc_id__4_d29e9605
fällt	bv_doc_id__4_d29e9607
<g/>
.	
Art.	bv_doc_id__4_d29e9617
LXX	bv_doc_id__4_d29e9619
<g/>
.	
Die	bv_doc_id__4_d29e9626
Verhandlungen	bv_doc_id__4_d29e9628
vor	bv_doc_id__4_d29e9630
dem	bv_doc_id__4_d29e9632
erkennenden	bv_doc_id__4_d29e9634
Richter	bv_doc_id__4_d29e9637
sind	bv_doc_id__4_d29e9639
in	bv_doc_id__4_d29e9641
Zivil-	bv_doc_id__4_d29e9643
und	bv_doc_id__4_d29e9645
Strafrechtssachen	bv_doc_id__4_d29e9647
münd-	bv_doc_id__4_d29e9650
lich	bv_doc_id__4_d29e9654
und	bv_doc_id__4_d29e9656
öffentlich	bv_doc_id__4_d29e9658
<g/>
.	
Die	bv_doc_id__4_d29e9663
Ausnahme	bv_doc_id__4_d29e9665
bestimmt	bv_doc_id__4_d29e9667
das	bv_doc_id__4_d29e9669
Gesetz	bv_doc_id__4_d29e9671
<g/>
.	
Im	bv_doc_id__4_d29e9678
Strafverfahren	bv_doc_id__4_d29e9680
gilt	bv_doc_id__4_d29e9682
der	bv_doc_id__4_d29e9684
Anklage	bv_doc_id__4_d29e9686
prozess	bv_doc_id__4_d29e9689
<g/>
.	
Art.	bv_doc_id__4_d29e9700
LXXI	bv_doc_id__4_d29e9702
<g/>
.	
Bei	bv_doc_id__4_d29e9709
den	bv_doc_id__4_d29e9711
mit	bv_doc_id__4_d29e9713
schweren	bv_doc_id__4_d29e9715
Strafen	bv_doc_id__4_d29e9717
bedrohten	bv_doc_id__4_d29e9720
Verbrechen	bv_doc_id__4_d29e9722
<g/>
,	
die	bv_doc_id__4_d29e9726
das	bv_doc_id__4_d29e9728
Gesetz	bv_doc_id__4_d29e9730
zu	bv_doc_id__4_d29e9733
bezeichnen	bv_doc_id__4_d29e9735
hat	bv_doc_id__4_d29e9737
<g/>
,	
sowie	bv_doc_id__4_d29e9741
bei	bv_doc_id__4_d29e9743
allen	bv_doc_id__4_d29e9746
politischen	bv_doc_id__4_d29e9748
oder	bv_doc_id__4_d29e9750
durch	bv_doc_id__4_d29e9752
den	bv_doc_id__4_d29e9754
Inhalt	bv_doc_id__4_d29e9756
einer	bv_doc_id__4_d29e9759
Druckschrift	bv_doc_id__4_d29e9761
verübten	bv_doc_id__4_d29e9763
Verbrechen	bv_doc_id__4_d29e9765
und	bv_doc_id__4_d29e9767
Vergehen	bv_doc_id__4_d29e9769
entscheiden	bv_doc_id__4_d29e9772
Geschworne	bv_doc_id__4_d29e9774
über	bv_doc_id__4_d29e9776
die	bv_doc_id__4_d29e9778
Schuld	bv_doc_id__4_d29e9780
des	bv_doc_id__4_d29e9782
Angeklagten	bv_doc_id__4_d29e9785
<g/>
.	
Art.	bv_doc_id__4_d29e9795
LXXII	bv_doc_id__4_d29e9797
<g/>
.	
Als	bv_doc_id__4_d29e9804
oberste	bv_doc_id__4_d29e9806
Instanz	bv_doc_id__4_d29e9808
in	bv_doc_id__4_d29e9810
Zivil-	bv_doc_id__4_d29e9812
und	bv_doc_id__4_d29e9815
Strafrechtssachen	bv_doc_id__4_d29e9817
besteht	bv_doc_id__4_d29e9819
das	bv_doc_id__4_d29e9821
Oberste	bv_doc_id__4_d29e9823
Bundesgericht	bv_doc_id__4_d29e9825
in	bv_doc_id__4_d29e9828
Wien	bv_doc_id__4_d29e9830
<g/>
.	
Art.	bv_doc_id__4_d29e9840
LXXIII	bv_doc_id__4_d29e9842
<g/>
.	
Die	bv_doc_id__4_d29e9849
Erteilung	bv_doc_id__4_d29e9851
von	bv_doc_id__4_d29e9853
Amnestien	bv_doc_id__4_d29e9855
erfolgt	bv_doc_id__4_d29e9857
durch	bv_doc_id__4_d29e9860
Bundesgesetz	bv_doc_id__4_d29e9862
<g/>
.	
Art.	bv_doc_id__4_d29e9872
LXXIV	bv_doc_id__4_d29e9874
<g/>
.	
Die	bv_doc_id__4_d29e9881
Rechtspflege	bv_doc_id__4_d29e9883
wird	bv_doc_id__4_d29e9885
von	bv_doc_id__4_d29e9887
der	bv_doc_id__4_d29e9889
Verwaltung	bv_doc_id__4_d29e9892
in	bv_doc_id__4_d29e9894
allen	bv_doc_id__4_d29e9896
Instanzen	bv_doc_id__4_d29e9898
getrennt	bv_doc_id__4_d29e9900
<g/>
.	
Die	bv_doc_id__4_d29e9905
Staatsanwaltschaft	bv_doc_id__4_d29e9907
gilt	bv_doc_id__4_d29e9909
als	bv_doc_id__4_d29e9911
Verwaltungsbehörde	bv_doc_id__4_d29e9913
<g/>
.	
Art.	bv_doc_id__4_d29e9923
LXXV	bv_doc_id__4_d29e9925
<g/>
.	
In	bv_doc_id__4_d29e9932
allen	bv_doc_id__4_d29e9934
Fällen	bv_doc_id__4_d29e9936
<g/>
,	
wo	bv_doc_id__4_d29e9940
eine	bv_doc_id__4_d29e9943
Verwaltungsbehörde	bv_doc_id__4_d29e9945
nach	bv_doc_id__4_d29e9947
den	bv_doc_id__4_d29e9949
bestehenden	bv_doc_id__4_d29e9951
oder	bv_doc_id__4_d29e9953
künftig	bv_doc_id__4_d29e9956
zu	bv_doc_id__4_d29e9958
erlassenden	bv_doc_id__4_d29e9960
