<doc id="bv_doc_id__3" attrs="word lemma type">
Erster	bv_doc_id__3_d20e504
befugt	bv_doc_id__3_d20e5030
<g/>
,	
die	bv_doc_id__3_d20e5035
Geschäftsführung	bv_doc_id__3_d20e5037
der	bv_doc_id__3_d20e5039
Bundesregierung	bv_doc_id__3_d20e5041
zu	bv_doc_id__3_d20e5043
überprüfen	bv_doc_id__3_d20e5045
<g/>
,	
deren	bv_doc_id__3_d20e5050
Mitglieder	bv_doc_id__3_d20e5052
über	bv_doc_id__3_d20e5054
alle	bv_doc_id__3_d20e5056
Gegenstände	bv_doc_id__3_d20e5058
der	bv_doc_id__3_d20e5061
Vollziehung	bv_doc_id__3_d20e5063
zu	bv_doc_id__3_d20e5065
befragen	bv_doc_id__3_d20e5067
und	bv_doc_id__3_d20e5069
alle	bv_doc_id__3_d20e5071
einschlägigen	bv_doc_id__3_d20e5074
Auskünfte	bv_doc_id__3_d20e5076
zu	bv_doc_id__3_d20e5078
verlangen	bv_doc_id__3_d20e5080
sowie	bv_doc_id__3_d20e5082
ihren	bv_doc_id__3_d20e5084
Wünschen	bv_doc_id__3_d20e5087
über	bv_doc_id__3_d20e5089
die	bv_doc_id__3_d20e5091
Ausübung	bv_doc_id__3_d20e5093
der	bv_doc_id__3_d20e5095
Regierung-	bv_doc_id__3_d20e5097
und	bv_doc_id__3_d20e5100
Vollzugsgewalt	bv_doc_id__3_d20e5102
in	bv_doc_id__3_d20e5104
Entschließung	bv_doc_id__3_d20e5106
Ausdruck	bv_doc_id__3_d20e5108
zu	bv_doc_id__3_d20e5110
geben	bv_doc_id__3_d20e5113
<g/>
.	
Art.	bv_doc_id__3_d20e5123
37.	bv_doc_id__3_d20e5125
Auf	bv_doc_id__3_d20e5130
Antrag	bv_doc_id__3_d20e5132
von	bv_doc_id__3_d20e5134
mindestens	bv_doc_id__3_d20e5136
<g/>
.	
<g/>
.	
<g/>
.	
Mitgliedern	bv_doc_id__3_d20e5145
hat	bv_doc_id__3_d20e5147
der	bv_doc_id__3_d20e5149
Bundestag	bv_doc_id__3_d20e5151
Untersuchungsausschüsse	bv_doc_id__3_d20e5154
einzusetzen	bv_doc_id__3_d20e5156
<g/>
.	
Alle	bv_doc_id__3_d20e5163
Gerichte	bv_doc_id__3_d20e5165
und	bv_doc_id__3_d20e5167
Behörden	bv_doc_id__3_d20e5169
sind	bv_doc_id__3_d20e5171
verpflichtet	bv_doc_id__3_d20e5174
<g/>
,	
dem	bv_doc_id__3_d20e5178
Ersuchen	bv_doc_id__3_d20e5180
dieser	bv_doc_id__3_d20e5182
Ausschüsse	bv_doc_id__3_d20e5184
um	bv_doc_id__3_d20e5187
Beweiserhebungen	bv_doc_id__3_d20e5189
Folge	bv_doc_id__3_d20e5191
zu	bv_doc_id__3_d20e5193
leisten	bv_doc_id__3_d20e5195
<g/>
;	
alle	bv_doc_id__3_d20e5200
Aemter	bv_doc_id__3_d20e5202
haben	bv_doc_id__3_d20e5204
auf	bv_doc_id__3_d20e5206
Verlangen	bv_doc_id__3_d20e5208
ihre	bv_doc_id__3_d20e5210
Akten	bv_doc_id__3_d20e5213
vorzulegen	bv_doc_id__3_d20e5215
<g/>
.	
Die	bv_doc_id__3_d20e5219
Vorschläge	bv_doc_id__3_d20e5221
der	bv_doc_id__3_d20e5223
Strafprozeßordnung	bv_doc_id__3_d20e5226
finden	bv_doc_id__3_d20e5228
auf	bv_doc_id__3_d20e5230
die	bv_doc_id__3_d20e5232
Erhebungen	bv_doc_id__3_d20e5234
der	bv_doc_id__3_d20e5236
Untersuchungsausschüsse	bv_doc_id__3_d20e5239
sinngemäße	bv_doc_id__3_d20e5241
Anwendung	bv_doc_id__3_d20e5243
<g/>
.	
Das	bv_doc_id__3_d20e5252
Verfahren	bv_doc_id__3_d20e5254
der	bv_doc_id__3_d20e5256
Untersuchungsausschüsse	bv_doc_id__3_d20e5258
wird	bv_doc_id__3_d20e5261
durch	bv_doc_id__3_d20e5263
Geschäftsordnungsgesetz	bv_doc_id__3_d20e5265
geregelt	bv_doc_id__3_d20e5267
<g/>
.	
Zweiter	bv_doc_id__3_d20e1729
Abschnitt	bv_doc_id__3_d20e1731
<g/>
.	
Von	bv_doc_id__3_d20e1738
der	bv_doc_id__3_d20e1740
Gesetzgebung	bv_doc_id__3_d20e1742
des	bv_doc_id__3_d20e1744
Bundes	bv_doc_id__3_d20e1746
<g/>
.	
a	bv_doc_id__3_d20e1756
<g/>
)	
Der	bv_doc_id__3_d20e1760
Bundestag	bv_doc_id__3_d20e1762
<g/>
.	
Art.	bv_doc_id__3_d20e1771
12.	bv_doc_id__3_d20e1773
Der	bv_doc_id__3_d20e1778
vom	bv_doc_id__3_d20e1780
ganzen	bv_doc_id__3_d20e1782
Bundesvolk	bv_doc_id__3_d20e1784
gewählte	bv_doc_id__3_d20e1786
Bundestag	bv_doc_id__3_d20e1789
ist	bv_doc_id__3_d20e1791
das	bv_doc_id__3_d20e1793
höchste	bv_doc_id__3_d20e1795
Organ	bv_doc_id__3_d20e1797
des	bv_doc_id__3_d20e1799
Bundes	bv_doc_id__3_d20e1802
<g/>
.	
Art.	bv_doc_id__3_d20e1812
13.	bv_doc_id__3_d20e1814
Der	bv_doc_id__3_d20e1819
Sitz	bv_doc_id__3_d20e1821
des	bv_doc_id__3_d20e1823
Bundestages	bv_doc_id__3_d20e1825
ist	bv_doc_id__3_d20e1827
die	bv_doc_id__3_d20e1830
Bundeshauptstadt	bv_doc_id__3_d20e1832
Wien	bv_doc_id__3_d20e1834
<g/>
.	
Für	bv_doc_id__3_d20e1841
die	bv_doc_id__3_d20e1843
Dauer	bv_doc_id__3_d20e1845
ausserordentlicher	bv_doc_id__3_d20e1847
Verhältnisse	bv_doc_id__3_d20e1849
kann	bv_doc_id__3_d20e1852
der	bv_doc_id__3_d20e1854
Bundespräsident	bv_doc_id__3_d20e1856
(Art.	bv_doc_id__3_d20e1858
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
der	bv_doc_id__3_d20e1869
Bundesverfassung	bv_doc_id__3_d20e1871
<g/>
)	
auf	bv_doc_id__3_d20e1875
An-	bv_doc_id__3_d20e1878
trag	bv_doc_id__3_d20e1882
der	bv_doc_id__3_d20e1884
Bundesregierung	bv_doc_id__3_d20e1886
den	bv_doc_id__3_d20e1888
Bundestag	bv_doc_id__3_d20e1891
in	bv_doc_id__3_d20e1893
einen	bv_doc_id__3_d20e1895
anderen	bv_doc_id__3_d20e1897
Ort	bv_doc_id__3_d20e1899
des	bv_doc_id__3_d20e1901
Bundesgebietes	bv_doc_id__3_d20e1904
berufen	bv_doc_id__3_d20e1906
<g/>
.	
Art.	bv_doc_id__3_d20e1916
14.	bv_doc_id__3_d20e1918
Dem	bv_doc_id__3_d20e1923
Bundestag	bv_doc_id__3_d20e1925
obliegt	bv_doc_id__3_d20e1927
die	bv_doc_id__3_d20e1929
Gesetzgebung	bv_doc_id__3_d20e1931
des	bv_doc_id__3_d20e1934
Bundes	bv_doc_id__3_d20e1936
<g/>
.	
Der	bv_doc_id__3_d20e1943
Bundestag	bv_doc_id__3_d20e1945
allein	bv_doc_id__3_d20e1947
hat	bv_doc_id__3_d20e1949
das	bv_doc_id__3_d20e1951
Recht	bv_doc_id__3_d20e1954
Krieg	bv_doc_id__3_d20e1956
zu	bv_doc_id__3_d20e1958
erklären	bv_doc_id__3_d20e1960
<g/>
.	
Alle	bv_doc_id__3_d20e1967
Staatsverträge	bv_doc_id__3_d20e1969
bedürfen	bv_doc_id__3_d20e1971
der	bv_doc_id__3_d20e1973
Genehmigung	bv_doc_id__3_d20e1975
durch	bv_doc_id__3_d20e1978
den	bv_doc_id__3_d20e1980
Bundestag	bv_doc_id__3_d20e1982
<g/>
.	
Nur	bv_doc_id__3_d20e1986
Verwaltungsverträge	bv_doc_id__3_d20e1988
geringerer	bv_doc_id__3_d20e1991
Bedeutung	bv_doc_id__3_d20e1993
<g/>
(	
Regierungsübereinkommen	bv_doc_id__3_d20e1997
<g/>
)	
hat	bv_doc_id__3_d20e2001
die	bv_doc_id__3_d20e2004
Bundesregierung	bv_doc_id__3_d20e2006
zu	bv_doc_id__3_d20e2008
genehmigen	bv_doc_id__3_d20e2010
<g/>
.	
Art.	bv_doc_id__3_d20e2020
15.	bv_doc_id__3_d20e2022
Dem	bv_doc_id__3_d20e2027
Bundestag	bv_doc_id__3_d20e2029
allein	bv_doc_id__3_d20e2031
obliegt	bv_doc_id__3_d20e2033
die	bv_doc_id__3_d20e2035
jährliche	bv_doc_id__3_d20e2038
Bewilligung	bv_doc_id__3_d20e2040
des	bv_doc_id__3_d20e2042
Bundesbudgets	bv_doc_id__3_d20e2044
<g/>
,	
die	bv_doc_id__3_d20e2048
Aufnahme	bv_doc_id__3_d20e2051
und	bv_doc_id__3_d20e2053
Konvertierung	bv_doc_id__3_d20e2055
von	bv_doc_id__3_d20e2057
Bundesanleihen	bv_doc_id__3_d20e2059
und	bv_doc_id__3_d20e2061
die	bv_doc_id__3_d20e2064
Erteilung	bv_doc_id__3_d20e2066
des	bv_doc_id__3_d20e2068
Absolutoriums	bv_doc_id__3_d20e2070
an	bv_doc_id__3_d20e2072
die	bv_doc_id__3_d20e2074
Bundesregierung	bv_doc_id__3_d20e2077
auf	bv_doc_id__3_d20e2079
Grund	bv_doc_id__3_d20e2081
des	bv_doc_id__3_d20e2083
geprüften	bv_doc_id__3_d20e2085
und	bv_doc_id__3_d20e2087
gebilligten	bv_doc_id__3_d20e2090
Bundesrechnungsabschlusses	bv_doc_id__3_d20e2092
<g/>
.	
Art.	bv_doc_id__3_d20e2103
16.	bv_doc_id__3_d20e2105
Zum	bv_doc_id__3_d20e2110
Bundestag	bv_doc_id__3_d20e2112
werden	bv_doc_id__3_d20e2114
in	bv_doc_id__3_d20e2116
dem	bv_doc_id__3_d20e2118
gesamten	bv_doc_id__3_d20e2121
Bundesgebiet	bv_doc_id__3_d20e2123
<g/>
.	
<g/>
.	
<g/>
.	
Abgeordnete	bv_doc_id__3_d20e2131
auf	bv_doc_id__3_d20e2134
Bundesgebiet	bv_doc_id__3_d20e2136
<g/>
.	
Grund	bv_doc_id__3_d20e2140
des	bv_doc_id__3_d20e2142
gleichen	bv_doc_id__3_d20e2144
<g/>
,	
direkten	bv_doc_id__3_d20e2149
<g/>
,	
persönlichen	bv_doc_id__3_d20e2153
und	bv_doc_id__3_d20e2155
geheimen	bv_doc_id__3_d20e2157
Wahlrechtes	bv_doc_id__3_d20e2160
aller	bv_doc_id__3_d20e2162
Bundesbürger	bv_doc_id__3_d20e2164
ohne	bv_doc_id__3_d20e2166
Unterschied	bv_doc_id__3_d20e2168
des	bv_doc_id__3_d20e2170
Geschlechts	bv_doc_id__3_d20e2173
die	bv_doc_id__3_d20e2175
vor	bv_doc_id__3_d20e2177
dem	bv_doc_id__3_d20e2179
1.	bv_doc_id__3_d20e2181
Jänner	bv_doc_id__3_d20e2183
d	bv_doc_id__3_d20e2186
<g/>
.	
J	bv_doc_id__3_d20e2190
<g/>
.,	
in	bv_doc_id__3_d20e2194
welchem	bv_doc_id__3_d20e2196
die	bv_doc_id__3_d20e2199
Wahl	bv_doc_id__3_d20e2201
stattfindet	bv_doc_id__3_d20e2203
<g/>
,	
das	bv_doc_id__3_d20e2207
20.	bv_doc_id__3_d20e2209
Lebensjahr	bv_doc_id__3_d20e2212
überschritten	bv_doc_id__3_d20e2218
haben	bv_doc_id__3_d20e2222
<g/>
,	
nach	bv_doc_id__3_d20e2226
dem	bv_doc_id__3_d20e2228
System	bv_doc_id__3_d20e2231
der	bv_doc_id__3_d20e2233
Verhältniswahl	bv_doc_id__3_d20e2235
gewählt	bv_doc_id__3_d20e2237
<g/>
.	
Wählbar	bv_doc_id__3_d20e2246
ist	bv_doc_id__3_d20e2248
ohne	bv_doc_id__3_d20e2250
Unterschied	bv_doc_id__3_d20e2252
des	bv_doc_id__3_d20e2254
Geschlechtes	bv_doc_id__3_d20e2257
jeder	bv_doc_id__3_d20e2259
wahlberechtigte	bv_doc_id__3_d20e2261
Bundesbürger	bv_doc_id__3_d20e2263
<g/>
,	
der	bv_doc_id__3_d20e2267
vor	bv_doc_id__3_d20e2270
dem	bv_doc_id__3_d20e2272
1.	bv_doc_id__3_d20e2274
Jänner	bv_doc_id__3_d20e2276
des	bv_doc_id__3_d20e2278
Jahres	bv_doc_id__3_d20e2280
<g/>
,	
in	bv_doc_id__3_d20e2285
welchem	bv_doc_id__3_d20e2287
die	bv_doc_id__3_d20e2289
Wahl	bv_doc_id__3_d20e2291
zur	bv_doc_id__3_d20e2293
Bundesversammlung	bv_doc_id__3_d20e2296
stattfindet	bv_doc_id__3_d20e2298
<g/>
,	
das	bv_doc_id__3_d20e2302
29.	bv_doc_id__3_d20e2304
Lebensjahr	bv_doc_id__3_d20e2306
überschritten	bv_doc_id__3_d20e2309
hat	bv_doc_id__3_d20e2311
<g/>
.	
Vom	bv_doc_id__3_d20e2318
Wahlrecht	bv_doc_id__3_d20e2320
und	bv_doc_id__3_d20e2322
der	bv_doc_id__3_d20e2324
Wählbarkeit	bv_doc_id__3_d20e2326
sind	bv_doc_id__3_d20e2329
ausgeschlossen	bv_doc_id__3_d20e2331
<g/>
:	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
Die	bv_doc_id__3_d20e2348
Wahlordnung	bv_doc_id__3_d20e2350
für	bv_doc_id__3_d20e2352
die	bv_doc_id__3_d20e2354
Wahl	bv_doc_id__3_d20e2356
zum	bv_doc_id__3_d20e2359
Bundestag	bv_doc_id__3_d20e2361
wird	bv_doc_id__3_d20e2363
in	bv_doc_id__3_d20e2365
einem	bv_doc_id__3_d20e2367
besonderen	bv_doc_id__3_d20e2369
Gesetze	bv_doc_id__3_d20e2372
erlassen	bv_doc_id__3_d20e2374
<g/>
.	
Sie	bv_doc_id__3_d20e2378
bildet	bv_doc_id__3_d20e2380
einen	bv_doc_id__3_d20e2382
Bestandteil	bv_doc_id__3_d20e2385
der	bv_doc_id__3_d20e2387
Bundesverfassung	bv_doc_id__3_d20e2389
<g/>
.	
Art.	bv_doc_id__3_d20e2399
17.	bv_doc_id__3_d20e2401
Die	bv_doc_id__3_d20e2406
Legislaturperiode	bv_doc_id__3_d20e2408
des	bv_doc_id__3_d20e2410
Bundestages	bv_doc_id__3_d20e2412
beträgt	bv_doc_id__3_d20e2414
<g/>
.	
<g/>
.	
<g/>
.	
Jahre	bv_doc_id__3_d20e2423
vom	bv_doc_id__3_d20e2425
Tage	bv_doc_id__3_d20e2427
seiner	bv_doc_id__3_d20e2430
ersten	bv_doc_id__3_d20e2432
Einberufung	bv_doc_id__3_d20e2434
an	bv_doc_id__3_d20e2436
gerechnet	bv_doc_id__3_d20e2438
<g/>
.	
Der	bv_doc_id__3_d20e2445
Bundestag	bv_doc_id__3_d20e2447
ist	bv_doc_id__3_d20e2449
alljährlich	bv_doc_id__3_d20e2451
vom	bv_doc_id__3_d20e2453
Bundespräsidenten	bv_doc_id__3_d20e2456
<g/>
,	
u	bv_doc_id__3_d20e2460
<g/>
.	
zw	bv_doc_id__3_d20e2464
<g/>
.	
im	bv_doc_id__3_d20e2469
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
einzuberufen	bv_doc_id__3_d20e2479
<g/>
.	
Eine	bv_doc_id__3_d20e2487
Sitzungsperiode	bv_doc_id__3_d20e2489
des	bv_doc_id__3_d20e2491
Bundestages	bv_doc_id__3_d20e2493
darf	bv_doc_id__3_d20e2495
nicht	bv_doc_id__3_d20e2498
länger	bv_doc_id__3_d20e2500
als	bv_doc_id__3_d20e2502
ein	bv_doc_id__3_d20e2504
Jahr	bv_doc_id__3_d20e2506
betragen	bv_doc_id__3_d20e2508
<g/>
.	
Art.	bv_doc_id__3_d20e2519
18.	bv_doc_id__3_d20e2521
Während	bv_doc_id__3_d20e2526
der	bv_doc_id__3_d20e2528
Sitzungsperiode	bv_doc_id__3_d20e2530
kann	bv_doc_id__3_d20e2532
der	bv_doc_id__3_d20e2534
Bundestag	bv_doc_id__3_d20e2537
durch	bv_doc_id__3_d20e2539
einen	bv_doc_id__3_d20e2541
Beschluß	bv_doc_id__3_d20e2543
des	bv_doc_id__3_d20e2545
Hauses	bv_doc_id__3_d20e2547
oder	bv_doc_id__3_d20e2550
auf	bv_doc_id__3_d20e2552
Vorschlag	bv_doc_id__3_d20e2554
der	bv_doc_id__3_d20e2556
Bundesregierung	bv_doc_id__3_d20e2558
durch	bv_doc_id__3_d20e2560
den	bv_doc_id__3_d20e2563
Bundespräsidenten	bv_doc_id__3_d20e2565
vertagt	bv_doc_id__3_d20e2567
werden	bv_doc_id__3_d20e2569
<g/>
.	
Die	bv_doc_id__3_d20e2576
Vertagung	bv_doc_id__3_d20e2578
ist	bv_doc_id__3_d20e2580
aufzuheben	bv_doc_id__3_d20e2582
<g/>
,	
wenn	bv_doc_id__3_d20e2587
wenigstens	bv_doc_id__3_d20e2589
50	bv_doc_id__3_d20e2591
Mitglieder	bv_doc_id__3_d20e2593
des	bv_doc_id__3_d20e2595
Bundestages	bv_doc_id__3_d20e2597
einen	bv_doc_id__3_d20e2600
schriftlichen	bv_doc_id__3_d20e2602
Antrag	bv_doc_id__3_d20e2604
beim	bv_doc_id__3_d20e2606
Präsidenten	bv_doc_id__3_d20e2608
des	bv_doc_id__3_d20e2610
Bundestages	bv_doc_id__3_d20e2613
gestellt	bv_doc_id__3_d20e2615
haben	bv_doc_id__3_d20e2617
<g/>
.	
Der	bv_doc_id__3_d20e2621
Präsident	bv_doc_id__3_d20e2623
des	bv_doc_id__3_d20e2626
Bundestages	bv_doc_id__3_d20e2628
hat	bv_doc_id__3_d20e2630
von	bv_doc_id__3_d20e2632
dem	bv_doc_id__3_d20e2634
erfolgten	bv_doc_id__3_d20e2636
Antrag	bv_doc_id__3_d20e2639
die	bv_doc_id__3_d20e2641
Bundesregierung	bv_doc_id__3_d20e2643
zu	bv_doc_id__3_d20e2645
verständigen	bv_doc_id__3_d20e2647
<g/>
.	
Art.	bv_doc_id__3_d20e2659
19.	bv_doc_id__3_d20e2661
Auf	bv_doc_id__3_d20e2666
Antrag	bv_doc_id__3_d20e2668
der	bv_doc_id__3_d20e2670
Bundesregierung	bv_doc_id__3_d20e2672
kann	bv_doc_id__3_d20e2674
der	bv_doc_id__3_d20e2677
Bundespräsident	bv_doc_id__3_d20e2679
den	bv_doc_id__3_d20e2681
Bundestag	bv_doc_id__3_d20e2683
<g/>
,	
jedoch	bv_doc_id__3_d20e2687
nur	bv_doc_id__3_d20e2690
einmal	bv_doc_id__3_d20e2692
aus	bv_doc_id__3_d20e2694
demselben	bv_doc_id__3_d20e2696
Anlasse	bv_doc_id__3_d20e2698
<g/>
,	
auflösen	bv_doc_id__3_d20e2703
<g/>
.	
In	bv_doc_id__3_d20e2710
diesem	bv_doc_id__3_d20e2712
Falle	bv_doc_id__3_d20e2714
hat	bv_doc_id__3_d20e2716
der	bv_doc_id__3_d20e2718
Bundespräsident	bv_doc_id__3_d20e2721
binnen	bv_doc_id__3_d20e2723
<g/>
.	
<g/>
.	
<g/>
.	
Wochen	bv_doc_id__3_d20e2731
nach	bv_doc_id__3_d20e2734
erfolgter	bv_doc_id__3_d20e2736
Auflösung	bv_doc_id__3_d20e2738
Neuwahlen	bv_doc_id__3_d20e2740
auszuschreiben	bv_doc_id__3_d20e2742
und	bv_doc_id__3_d20e2744
den	bv_doc_id__3_d20e2747
neugewählten	bv_doc_id__3_d20e2749
Bundestag	bv_doc_id__3_d20e2751
binnen	bv_doc_id__3_d20e2753
<g/>
.	
<g/>
.	
<g/>
.	
Wochen	bv_doc_id__3_d20e2762
nach	bv_doc_id__3_d20e2764
durchgeführter	bv_doc_id__3_d20e2766
Wahl	bv_doc_id__3_d20e2768
einzuberufen	bv_doc_id__3_d20e2770
<g/>
.	
Art.	bv_doc_id__3_d20e2781
20.	bv_doc_id__3_d20e2783
Der	bv_doc_id__3_d20e2788
Bundestag	bv_doc_id__3_d20e2790
wählt	bv_doc_id__3_d20e2792
aus	bv_doc_id__3_d20e2794
seiner	bv_doc_id__3_d20e2796
Mitte	bv_doc_id__3_d20e2799
auf	bv_doc_id__3_d20e2801
die	bv_doc_id__3_d20e2803
Dauer	bv_doc_id__3_d20e2805
der	bv_doc_id__3_d20e2807
Sitzungsperiode	bv_doc_id__3_d20e2809
einen	bv_doc_id__3_d20e2812
Präsidenten	bv_doc_id__3_d20e2814
sowie	bv_doc_id__3_d20e2816
einen	bv_doc_id__3_d20e2818
zweiten	bv_doc_id__3_d20e2820
und	bv_doc_id__3_d20e2822
dritten	bv_doc_id__3_d20e2825
Präsidenten	bv_doc_id__3_d20e2827
<g/>
.	
Diese	bv_doc_id__3_d20e2834
bleiben	bv_doc_id__3_d20e2836
auch	bv_doc_id__3_d20e2838
nach	bv_doc_id__3_d20e2840
Ablauf	bv_doc_id__3_d20e2842
der	bv_doc_id__3_d20e2845
Legislaturperiode	bv_doc_id__3_d20e2847
und	bv_doc_id__3_d20e2849
nach	bv_doc_id__3_d20e2851
Auflösung	bv_doc_id__3_d20e2853
des	bv_doc_id__3_d20e2855
Bundestages	bv_doc_id__3_d20e2858
solange	bv_doc_id__3_d20e2860
im	bv_doc_id__3_d20e2862
Amte	bv_doc_id__3_d20e2864
<g/>
,	
bis	bv_doc_id__3_d20e2868
der	bv_doc_id__3_d20e2871
von	bv_doc_id__3_d20e2873
dem	bv_doc_id__3_d20e2875
neuen	bv_doc_id__3_d20e2877
Bundestag	bv_doc_id__3_d20e2879
gewählte	bv_doc_id__3_d20e2881
Präsident	bv_doc_id__3_d20e2884
sein	bv_doc_id__3_d20e2886
Amt	bv_doc_id__3_d20e2888
angetreten	bv_doc_id__3_d20e2890
hat	bv_doc_id__3_d20e2892
<g/>
.	
Die	bv_doc_id__3_d20e2899
Geschäftsführung	bv_doc_id__3_d20e2901
des	bv_doc_id__3_d20e2903
Bundestages	bv_doc_id__3_d20e2905
erfolgt	bv_doc_id__3_d20e2907
auf	bv_doc_id__3_d20e2910
Grund	bv_doc_id__3_d20e2912
eines	bv_doc_id__3_d20e2914
besonderen	bv_doc_id__3_d20e2916
Gesetzes	bv_doc_id__3_d20e2918
<g/>
,	
das	bv_doc_id__3_d20e2923
einen	bv_doc_id__3_d20e2925
Bestandteil	bv_doc_id__3_d20e2927
der	bv_doc_id__3_d20e2929
Bundesverfassung	bv_doc_id__3_d20e2931
bildet	bv_doc_id__3_d20e2933
und	bv_doc_id__3_d20e2936
einer	bv_doc_id__3_d20e2938
im	bv_doc_id__3_d20e2940
Rahmen	bv_doc_id__3_d20e2942
dieses	bv_doc_id__3_d20e2944
Gesetzes	bv_doc_id__3_d20e2946
von	bv_doc_id__3_d20e2949
dem	bv_doc_id__3_d20e2951
Bundestag	bv_doc_id__3_d20e2953
zu	bv_doc_id__3_d20e2955
beschließenden	bv_doc_id__3_d20e2957
autonomen	bv_doc_id__3_d20e2959
Geschäftsordnung	bv_doc_id__3_d20e2962
<g/>
.	
Art.	bv_doc_id__3_d20e2972
21.	bv_doc_id__3_d20e2974
Die	bv_doc_id__3_d20e2979
Sitzungen	bv_doc_id__3_d20e2981
des	bv_doc_id__3_d20e2983
Bundestages	bv_doc_id__3_d20e2985
sind	bv_doc_id__3_d20e2987
öffentlich	bv_doc_id__3_d20e2990
<g/>
.	
Dem	bv_doc_id__3_d20e2997
Hause	bv_doc_id__3_d20e2999
steht	bv_doc_id__3_d20e3001
das	bv_doc_id__3_d20e3003
Recht	bv_doc_id__3_d20e3005
zu	bv_doc_id__3_d20e3008
<g/>
,	
ausnahmsweise	bv_doc_id__3_d20e3012
die	bv_doc_id__3_d20e3014
Oeffentlichkeit	bv_doc_id__3_d20e3016
auszuschließen	bv_doc_id__3_d20e3018
<g/>
,	
wenn	bv_doc_id__3_d20e3025
es	bv_doc_id__3_d20e3027
vom	bv_doc_id__3_d20e3029
Präsidenten	bv_doc_id__3_d20e3031
oder	bv_doc_id__3_d20e3034
wenigstens	bv_doc_id__3_d20e3036
<g/>
.	
<g/>
.	
<g/>
.	
Mitgliedern	bv_doc_id__3_d20e3044
verlangt	bv_doc_id__3_d20e3047
und	bv_doc_id__3_d20e3049
vom	bv_doc_id__3_d20e3051
Hause	bv_doc_id__3_d20e3053
nach	bv_doc_id__3_d20e3055
Entfernung	bv_doc_id__3_d20e3057
der	bv_doc_id__3_d20e3060
Zuhörer	bv_doc_id__3_d20e3062
beschlossen	bv_doc_id__3_d20e3064
wird	bv_doc_id__3_d20e3066
<g/>
.	
Art.	bv_doc_id__3_d20e3077
22.	bv_doc_id__3_d20e3079
Die	bv_doc_id__3_d20e3084
Mitglieder	bv_doc_id__3_d20e3086
des	bv_doc_id__3_d20e3088
Bundestages	bv_doc_id__3_d20e3090
können	bv_doc_id__3_d20e3092
wegen	bv_doc_id__3_d20e3095
der	bv_doc_id__3_d20e3097
in	bv_doc_id__3_d20e3099
Ausübung	bv_doc_id__3_d20e3101
ihres	bv_doc_id__3_d20e3103
Berufes	bv_doc_id__3_d20e3105
geschehenen	bv_doc_id__3_d20e3108
Abstimmungen	bv_doc_id__3_d20e3110
niemals	bv_doc_id__3_d20e3112
<g/>
,	
wegen	bv_doc_id__3_d20e3116
der	bv_doc_id__3_d20e3118
in	bv_doc_id__3_d20e3121
diesem	bv_doc_id__3_d20e3123
Berufe	bv_doc_id__3_d20e3125
gemachten	bv_doc_id__3_d20e3127
Aeußerungen	bv_doc_id__3_d20e3129
nur	bv_doc_id__3_d20e3131
von	bv_doc_id__3_d20e3134
dem	bv_doc_id__3_d20e3136
Bundestag	bv_doc_id__3_d20e3138
verantwortlich	bv_doc_id__3_d20e3140
gemacht	bv_doc_id__3_d20e3142
werden	bv_doc_id__3_d20e3144
<g/>
.	
Kein	bv_doc_id__3_d20e3152
Mitglied	bv_doc_id__3_d20e3154
des	bv_doc_id__3_d20e3156
Bundestages	bv_doc_id__3_d20e3158
darf	bv_doc_id__3_d20e3160
während	bv_doc_id__3_d20e3163
der	bv_doc_id__3_d20e3165
Dauer	bv_doc_id__3_d20e3167
der	bv_doc_id__3_d20e3169
Session	bv_doc_id__3_d20e3171
wegen	bv_doc_id__3_d20e3173
einer	bv_doc_id__3_d20e3176
strafbaren	bv_doc_id__3_d20e3178
Handlung	bv_doc_id__3_d20e3180
<g/>
-	
den	bv_doc_id__3_d20e3184
Fall	bv_doc_id__3_d20e3186
der	bv_doc_id__3_d20e3189
Ergreifung	bv_doc_id__3_d20e3191
auf	bv_doc_id__3_d20e3193
frischer	bv_doc_id__3_d20e3195
Tat	bv_doc_id__3_d20e3197
ausgenommen	bv_doc_id__3_d20e3199
<g/>
-	
ohne	bv_doc_id__3_d20e3204
Zustimmung	bv_doc_id__3_d20e3206
des	bv_doc_id__3_d20e3208
Bundestages	bv_doc_id__3_d20e3210
verhaftet	bv_doc_id__3_d20e3212
oder	bv_doc_id__3_d20e3215
behördlich	bv_doc_id__3_d20e3217
verfolgt	bv_doc_id__3_d20e3219
werden	bv_doc_id__3_d20e3221
<g/>
.	
Selbst	bv_doc_id__3_d20e3228
in	bv_doc_id__3_d20e3230
dem	bv_doc_id__3_d20e3232
Falle	bv_doc_id__3_d20e3234
der	bv_doc_id__3_d20e3236
Ergreifung	bv_doc_id__3_d20e3239
auf	bv_doc_id__3_d20e3241
frischer	bv_doc_id__3_d20e3243
Tat	bv_doc_id__3_d20e3245
hat	bv_doc_id__3_d20e3247
die	bv_doc_id__3_d20e3249
Behörde	bv_doc_id__3_d20e3252
den	bv_doc_id__3_d20e3254
Präsidenten	bv_doc_id__3_d20e3256
des	bv_doc_id__3_d20e3258
Bundestages	bv_doc_id__3_d20e3260
